stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id,stop_url
1000,"50 St W & Upton Av S","Near side E",  44.912365, -93.315178,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1000
10000,"Carmen Av & Claude Way E #2","Across from S",  44.857449, -93.040977,"Carmen Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10000
10001,"Carmen Av & 65 St E","Far side S",  44.855103, -93.042496,"Carmen Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10001
10002,"Carmen Av & Village Square Ctr","Near side S",  44.853642, -93.042244,"Carmen Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10002
10003,"Carmen Av & Lake Bridge Apts","Across from E",  44.853401, -93.041084,"Carmen Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10003
10004,"67 St E & Catherine Av","Near side E",  44.851723, -93.036835,"67 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10004
10005,"67 St E & Clayton Av","Near side E",  44.851696, -93.034836,"67 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10005
10006,"Clayton Av & 68 St E","Near side S",  44.851303, -93.034798,"Clayton Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10006
10007,"Clayton Av & 69 St E","Near side S",  44.849903, -93.034775,"Clayton Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10007
10008,"Clayton Av & 70 St E","Near side S",  44.848213, -93.034737,"Clayton Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10008
10013,"70 St E & Cloman Av E","Across from E",  44.847965, -93.032265,"70 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10013
10014,"70 St E & Cooper Av E","Near side E",  44.847946, -93.028717,"70 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10014
10016,"70 St E & Crosby Av E","Across from E",  44.847954, -93.025894,"70 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10016
10017,"70 St E & Dawn Av","Near side E",  44.847958, -93.024620,"70 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10017
1002,"50 St W & Sheridan Av S","Near side E",  44.912342, -93.312645,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1002
10024,"75 St E & Craig Av E","Near side W",  44.840836, -93.027130,"75 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10024
10026,"75 St E & Cloman Way","Near side W",  44.840813, -93.032272,"75 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10026
10028,"75 St E & Clayton Av","Near side W",  44.840824, -93.034485,"75 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10028
10029,"Clayton Av & 76 St E","Near side S",  44.839954, -93.034691,"Clayton Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10029
10030,"Clayton Av & 77 St E","Across from S",  44.838017, -93.034637,"Clayton Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10030
10031,"Clayton Av & 78 St E","Near side S",  44.837265, -93.034660,"Clayton Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10031
10032,"78 St E & Charles Way","Across from W",  44.837231, -93.036423,"78 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10032
10034,"78 St E & Rolling Meadows Apts","Near side W",  44.837215, -93.037811,"78 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10034
10035,"78 St E & Chandler / Cahill","Mid block W",  44.836536, -93.040230,"78 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10035
10036,"78 St E & Cahill Av","Near side W",  44.836380, -93.042175,"78 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10036
10037,"Fillmore Av E & Robert St","Far side E",  44.941360, -93.084770,"Fillmore Av E",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10037
10039,"Fillmore Av E & State St","Near side E",  44.943260, -93.080284,"Fillmore Av E",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10039
1004,"50 St W & Queen Av S","Near side E",  44.912319, -93.310097,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1004
10040,"Fillmore Av E & Lafayette Rd W","Near side E",  44.943615, -93.078377,"Fillmore Av E",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10040
10041,"Fillmore Av E & Lafayette Rd E","Near side E",  44.943825, -93.077141,"Fillmore Av E",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10041
10042,"Fillmore Av E & Ridder Circle","Near side S",  44.943485, -93.073944,"Fillmore Av E",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10042
10044,"Plato Blvd & Chester St","Far side W",  44.941021, -93.073296,"Plato Blvd",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10044
10045,"Plato Blvd & State St","Near side W",  44.939499, -93.077995,"Plato Blvd",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10045
10046,"Plato Blvd & Eva St","Near side W",  44.939186, -93.080284,"Plato Blvd",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10046
10048,"Cesar Chavez & Ada St","Near side E",  44.929482, -93.076958,"Cesar Chavez",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10048
1005,"50 St W & Penn Av S","Far side E",  44.912315, -93.308556,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1005
10050,"Cesar Chavez & Bancroft Av","Across from S",  44.928429, -93.073357,"Cesar Chavez",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10050
10052,"Concord St & Kansas St","Near side S",  44.926025, -93.067108,"Concord St",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10052
10053,"Concord St & Page St","Near side S",  44.924904, -93.065247,"Concord St",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10053
10054,"Concord St & Curtice St","Near side S",  44.923122, -93.063301,"Concord St",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10054
10055,"Concord St & Belvidere St","Near side S",  44.922215, -93.062561,"Concord St",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10055
10057,"Concord St & Annapolis St","Near side S",  44.919609, -93.059837,"Concord St",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10057
10058,"Concord St N & Bircher Av","Near side S",  44.918228, -93.058571,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10058
10059,"Concord St N & Stanley Av","Far side S",  44.915997, -93.056503,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10059
10060,"Concord St N & Butler Av","Far side S",  44.914188, -93.054771,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10060
10061,"Concord St N & #1180-Marathon","Across from S",  44.908710, -93.050133,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10061
10062,"Concord St N & Bryant Av N","Near side S",  44.905800, -93.047012,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10062
10063,"Concord St N & Central Av","Near side S",  44.904873, -93.046135,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10063
10064,"Concord St & #522","Across from S",  44.900528, -93.040871,"Concord St",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10064
10065,"Concord St N & Wentworth Av","Far side S",  44.898586, -93.039001,"Concord St N",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10065
10066,"Concord Exchange & Grand Av","Far side S",  44.892620, -93.034966,"Concord Exchange",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10066
10067,"Concord Exchange & Vets Mem Dr","Near side S",  44.891369, -93.034454,"Concord Exchange",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10067
10068,"Concord Exchange & #144","Near side S",  44.889153, -93.033882,"Concord Exchange",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10068
10069,"Concord Exchange & Camber Av","Near side S",  44.887302, -93.033409,"Concord Exchange",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10069
1007,"50 St W & Newton Av S","Near side E",  44.912304, -93.306267,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1007
10070,"Concord Exchange & Armour Av","Near side S",  44.884758, -93.032555,"Concord Exchange",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10070
10071,"Concord Exchange & Concord St","Near side E",  44.881714, -93.032379,"Concord Exchange",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10071
10072,"Concord St & Armour Av","Near side S",  44.884796, -93.032372,"Concord St",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10072
10074,"Concord St S & Dale Place","Near side S",  44.873081, -93.029106,"Concord St S",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10074
10076,"Concord St S & Poplar St E","Far side S",  44.866066, -93.024307,"Concord St S",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10076
10078,"Concord Blvd & 59 St E","Far side S",  44.863548, -93.023087,"Concord Blvd",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10078
10079,"Concord Blvd & Dawn Way E","Near side S",  44.862751, -93.022697,"Concord Blvd",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10079
10080,"Dawn Way & 61 St E","Near side S",  44.860394, -93.025665,"Dawn Way",SOUTH SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10080
10081,"Dawn Way & 63 St E","Near side S",  44.858871, -93.025322,"Dawn Way",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10081
10082,"Dawn Way & 64 St E","Near side S",  44.857098, -93.025330,"Dawn Way",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10082
10083,"Dawn Way & 65 St E","Near side S",  44.855297, -93.025322,"Dawn Way",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10083
10084,"Dawn Way & 66 St E","Near side S",  44.853481, -93.025330,"Dawn Way",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10084
10085,"Dawn Way & 67 St E","Near side S",  44.852715, -93.025169,"Dawn Way",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10085
10086,"Dawn Av & 69 St E","Near side S",  44.849880, -93.024612,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10086
10087,"Dawn Av & 70 St E","Near side S",  44.848190, -93.024582,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10087
10088,"Dawn Av E & 71 St E","Near side S",  44.846279, -93.024544,"Dawn Av E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10088
1009,"50 St W & Logan Av S","Near side E",  44.912296, -93.303711,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1009
10090,"Dawn Av E & 72 St E","Near side S",  44.844479, -93.024551,"Dawn Av E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10090
10095,"Dawn Av & 76 Way E","Near side S",  44.839218, -93.024483,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10095
10096,"Dawn Av & 77 St E","Near side S",  44.838097, -93.024490,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10096
10097,"Dawn Av & 78 St E","Near side S",  44.837280, -93.024445,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10097
10098,"Dawn Av & Corey Path","Far side S",  44.836075, -93.024727,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10098
10099,"Dawn Av & 79 St E","Far side S",  44.835403, -93.025108,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10099
101,"50 St W & Lyndale Av S","Near side E",  44.912258, -93.288383,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=101
10100,"Dawn Av & 80 St E","Near side S",  44.833687, -93.025108,"Dawn Av",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10100
10101,"80 St E & Corey Path","Near side W",  44.833649, -93.026230,"80 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10101
10103,"80 St E & Cooper Av E","Near side W",  44.833637, -93.029617,"80 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10103
10106,"80 St E & Clayton Av","Near side W",  44.833641, -93.033791,"80 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10106
10108,"80 St E & Cahill Plaza","Near side W",  44.834267, -93.041832,"80 St E",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10108
1011,"50 St W & Minnehaha Pkwy","Near side E",  44.912281, -93.298111,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1011
10116,"College Trail & Blaine Av","Near side W",  44.827194, -93.050346,"College Trail",INVER GROVE HEIGHTS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10116
10119,"St Clair Av & Stairs to Grotto","Near side W",  44.934174, -93.131187,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10119
1012,"50 St W & James Av S","Near side E",  44.912296, -93.301155,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1012
10120,"St Clair Av & Avon St","Near side W",  44.934177, -93.133690,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10120
10121,"St Clair Av & Victoria St","Near side W",  44.934185, -93.136246,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10121
10123,"St Clair Av & Milton St","Near side W",  44.934212, -93.138771,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10123
10124,"St Clair Av & Chatsworth St","Near side W",  44.934219, -93.141319,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10124
10126,"St Clair Av & Oxford St","Near side W",  44.934216, -93.143883,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10126
10127,"St Clair Av & Lexington Pkwy","Near side W",  44.934227, -93.146446,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10127
10129,"St Clair Av & Dunlap St","Near side W",  44.934235, -93.149010,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10129
10130,"St Clair Av & Griggs St","Near side W",  44.934246, -93.151581,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10130
10131,"St Clair Av & Syndicate St","Near side W",  44.934258, -93.154144,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10131
10133,"St Clair Av & Hamline Av","Near side W",  44.934265, -93.156715,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10133
10134,"St Clair Av & Albert St","Near side W",  44.934277, -93.159218,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10134
10135,"St Clair Av & Pascal St","Near side W",  44.934288, -93.161804,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10135
10137,"St Clair Av & Saratoga St","Near side W",  44.934296, -93.164360,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10137
10138,"St Clair Av & Snelling Av","Near side W",  44.934307, -93.166901,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10138
10139,"St Clair Av & Macalester St","Near side W",  44.934330, -93.169495,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10139
1014,"50 St W & Fremont Av S","Near side E",  44.912273, -93.296051,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1014
10140,"St Clair Av & Vernon St","Near side W",  44.934341, -93.170937,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10140
10143,"St Clair Av & Wheeler St","Near side W",  44.934349, -93.175026,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10143
10144,"St Clair Av & Fairview Av","Near side W",  44.934357, -93.177071,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10144
10145,"St Clair Av & Howell St","Near side W",  44.934372, -93.179642,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10145
10146,"St Clair Av & Prior Av","Near side W",  44.934402, -93.182175,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10146
10147,"St Clair Av & Kenneth St","Across from W",  44.934399, -93.185081,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10147
10148,"St Clair Av & Cleveland Av","Near side W",  44.934410, -93.187271,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10148
10149,"St Clair Av & Kenneth St","Near side E",  44.934296, -93.184975,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10149
10150,"St Clair Av & Prior Av","Near side E",  44.934299, -93.182434,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10150
10151,"St Clair Av & Howell St","Near side E",  44.934258, -93.179047,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10151
10152,"St Clair Av & Fairview Av","Near side E",  44.934250, -93.177330,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10152
10153,"St Clair Av & Wheeler St","Near side E",  44.934250, -93.174782,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10153
10155,"St Clair Av & Davern St","Near side E",  44.934246, -93.172241,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10155
10156,"St Clair Av & Macalester St","Near side E",  44.934227, -93.169724,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10156
10157,"St Clair Av & Snelling Av","Near side E",  44.934204, -93.167152,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10157
10159,"St Clair Av & Saratoga St","Near side E",  44.934193, -93.164619,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10159
1016,"50 St W & Dupont Av S","Near side E",  44.912266, -93.293480,"50 St W",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1016
10161,"St Clair Av & Pascal St","Near side E",  44.934181, -93.162056,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10161
10162,"St Clair Av & Albert St","Near side E",  44.934174, -93.159515,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10162
10163,"St Clair Av & Hamline Av","Near side E",  44.934162, -93.156967,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10163
10165,"St Clair Av & Syndicate St","Near side E",  44.934151, -93.154404,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10165
10166,"St Clair Av & Griggs St","Near side E",  44.934143, -93.151878,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10166
10168,"St Clair Av & Dunlap St","Across from E",  44.934132, -93.149261,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10168
10170,"St Clair Av & Lexington Pkwy","Near side E",  44.934120, -93.146706,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10170
10172,"St Clair Av & Benhill Rd","Near side E",  44.934105, -93.143051,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10172
10174,"St Clair Av & Milton St","Near side E",  44.934105, -93.139053,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10174
10176,"St Clair Av & Victoria St","Across from E",  44.934086, -93.136520,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10176
10177,"St Clair Av & Avon St","Across from E",  44.934074, -93.133942,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10177
10178,"St Clair Av & Stairs to Grotto","Across from E",  44.934067, -93.131332,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10178
1018,"Penn Av S & 50 St W","Far side S",  44.912197, -93.308784,"Penn Av S",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1018
10180,"St Clair Av & Pleasant Av","Near side W",  44.934185, -93.128265,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10180
10186,"St Clair Av & Osceola Av","Near side E",  44.934074, -93.125824,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10186
10187,"St Clair Av & Oneida St","Near side E",  44.934078, -93.123360,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10187
10189,"St Clair Av & Duke St","Near side E",  44.934082, -93.120926,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10189
1019,"Penn Av S & 51 St W","Near side S",  44.910645, -93.308754,"Penn Av S",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1019
10190,"St Clair Av & Colborne St","Near side E",  44.934082, -93.119720,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10190
10191,"St Clair Av & 7 St W","Near side E",  44.934082, -93.117691,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10191
10193,"St Clair Av & Colborne St","Near side W",  44.934181, -93.119682,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10193
10194,"St Clair Av & Duke St","Near side W",  44.934185, -93.120956,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10194
10196,"St Clair Av & Oneida St","Near side W",  44.934181, -93.123077,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10196
10197,"St Clair Av & Osceola Av","Near side W",  44.934177, -93.125565,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10197
10199,"St Clair Av & Finn St","Near side W",  44.934399, -93.189796,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10199
102,"Lyndale Av S & Franklin Av W","Near side S",  44.962784, -93.288109,"Lyndale Av S",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=102
1020,"Penn Av S & 52 St W","Near side S",  44.908825, -93.308754,"Penn Av S",MINNEAPOLIS,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1020
10200,"St Clair Av & Cretin Av","Near side W",  44.934399, -93.192337,"St Clair Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10200
10201,"Cretin Av & Stanford Av","Near side S",  44.932606, -93.192528,"Cretin Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10201
10202,"Cretin Av & Jefferson Av","Near side S",  44.930801, -93.192551,"Cretin Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10202
10203,"Cretin Av & Palace Av","Across from S",  44.928852, -93.192535,"Cretin Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10203
10204,"Cretin Av & Randolph Av","Near side S",  44.927132, -93.192535,"Cretin Av",SAINT PAUL,,,,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10204
