stop_lat,route_color,stop_lon,route_text_color,route_id,fips,stop_sequence,stop_id,route_short_name,stop_name,B19013_001E
32.300806,52BCC6,-111.026923,FFFFFF,10808,040190045061020,95,174,17,Davis/Fire Station,30882
32.298091,52BCC6,-111.026998,FFFFFF,10808,040190045061020,96,13915,17,Davis/Diamond,30882
32.294822,52BCC6,-111.027099,FFFFFF,10808,040190045061029,97,15952,17,Davis/Ruthrauff,30882
32.222409,00C200,-110.9681,FFFFFF,10809,040190001001001,1,14206,19,Downtown Ronstadt Center,23125
32.225663,00C200,-110.970401,FFFFFF,10809,040190004003046,2,14761,19,Toole/7th Av,31328
32.231838,00C200,-110.9717,FFFFFF,10809,040190004003003,3,12140,19,Stone/University,31328
32.236188,00C200,-110.971696,FFFFFF,10809,040190004002009,4,11368,19,Stone/Speedway,31328
32.239777,00C200,-110.971671,FFFFFF,10809,040190013022047,5,13730,19,Stone/Drachman,12216
32.244237,00C200,-110.971773,FFFFFF,10809,040190013022014,6,14962,19,Stone/Lester,12216
32.247796,00C200,-110.971745,FFFFFF,10809,040190013022003,7,13732,19,Stone/Flores,12216
32.250716,00C200,-110.97186,FFFFFF,10809,040190013043005,8,14179,19,Stone/Grant,28452
32.253879,00C200,-110.971793,FFFFFF,10809,040190013043003,9,13733,19,Stone/Jacinto,28452
32.257935,00C200,-110.971832,FFFFFF,10809,040190013042004,10,11499,19,Stone/Glenn,28452
32.261766,00C200,-110.971862,FFFFFF,10809,040190026031011,11,13735,19,Stone/Blacklidge,19979
32.266067,00C200,-110.971896,FFFFFF,10809,040190026042006,12,13736,19,Stone/Navajo,22018
32.269295,00C200,-110.971917,FFFFFF,10809,040190026042004,13,13737,19,Stone/Yavapai,22018
32.272488,00C200,-110.971952,FFFFFF,10809,040190026041000,14,12095,19,Stone/Prince,22018
32.27605,00C200,-110.971988,FFFFFF,10809,040190045112007,15,13739,19,Stone/Pastime,21974
32.278846,00C200,-110.972023,FFFFFF,10809,040190045112002,16,11500,19,Stone/Roger,21974
32.281492,00C200,-110.969969,FFFFFF,10809,040190045113006,17,13741,19,Stone/C Arizona,21974
32.284801,00C200,-110.969504,FFFFFF,10809,040190045102002,18,14925,19,Stone/Dorothy,10829
32.288566,00C200,-110.968051,FFFFFF,10809,040190045101007,19,14240,19,Tohono Transit Center,10829
32.162436,C4A4A5,-110.971383,FFFFFF,10810,040190038024000,1,14228,2,Laos Transit Center,22560
32.163151,C4A4A5,-110.967651,FFFFFF,10810,040190038021002,2,12633,2,Irvington/6th Av,22560
32.163163,C4A4A5,-110.964437,FFFFFF,10810,040190038021002,3,12634,2,Irvington/3rd Av,22560
32.163247,C4A4A5,-110.960682,FFFFFF,10810,040190037061001,4,12635,2,Irvington/1st Av,17656
32.163181,C4A4A5,-110.955774,FFFFFF,10810,040190037063002,5,12637,2,Irvington/Park Av,17656
32.163173,C4A4A5,-110.952577,FFFFFF,10810,040190037063000,6,12638,2,Irvington/Mountain,17656
32.163169,C4A4A5,-110.949967,FFFFFF,10810,040190037064006,7,12639,2,Irvington/Highland,17656
32.163153,C4A4A5,-110.947278,FFFFFF,10810,040190037064000,8,12640,2,Irvington/Cherry,17656
32.163211,C4A4A5,-110.942739,FFFFFF,10810,040190041101003,9,14435,2,Irvington/Campbell,60859
32.163179,C4A4A5,-110.9395,FFFFFF,10810,040190041101002,10,15929,2,Irvington/Greenway,60859
32.163152,C4A4A5,-110.935135,FFFFFF,10810,040190041101000,11,14694,2,Irvington/Benson Hwy,60859
32.163103,C4A4A5,-110.930156,FFFFFF,10810,040190041172021,12,14529,2,Irvington/Treat,37404
32.163787,C4A4A5,-110.926204,FFFFFF,10810,040190041171009,13,14530,2,Country Club/Irvington,37404
32.16644,C4A4A5,-110.926286,FFFFFF,10810,040190041171001,14,12689,2,Country Club/Missouri,37404
32.170092,C4A4A5,-110.926323,FFFFFF,10810,040194105011045,15,15009,2,Country Club/Michigan,57390
32.172766,C4A4A5,-110.928199,FFFFFF,10810,040194105011015,16,10941,2,Milber St/La Colina Health Care,57390
32.17689,C4A4A5,-110.930741,FFFFFF,10810,040194105011012,17,18,2,UAMC/Kino Campus,57390
32.178338,C4A4A5,-110.926271,FFFFFF,10810,040190021001031,18,10895,2,Country Club/Ajo,34453
32.181551,C4A4A5,-110.926388,FFFFFF,10810,040190021001028,19,14953,2,Country Club/46th St,34453
32.184504,C4A4A5,-110.926422,FFFFFF,10810,040190021001014,20,14954,2,Country Club/44th St,34453
32.187169,C4A4A5,-110.926437,FFFFFF,10810,040190021001014,21,14955,2,Country Club/Kaibab Vista,34453
32.189232,C4A4A5,-110.926416,FFFFFF,10810,040190021001014,22,10899,2,Country Club/Food Bank,34453
32.189563,C4A4A5,-110.929534,FFFFFF,10810,040190021001018,23,10901,2,Pinal Vista/Rickey Vista,34453
32.18808,C4A4A5,-110.930361,FFFFFF,10810,040190021001022,24,10902,2,Pinal Vista/Coconino Vista,34453
32.18786,C4A4A5,-110.932729,FFFFFF,10810,040190021004015,25,10903,2,Pinal Vista/Forgeus,34453
32.187323,C4A4A5,-110.934452,FFFFFF,10810,040190021004012,26,10904,2,Pinal Vista/Sunland Vista,34453
32.186496,C4A4A5,-110.936721,FFFFFF,10810,040190021005006,27,10905,2,Hidalgo Vista/Pinal Vista,34453
32.184914,C4A4A5,-110.937807,FFFFFF,10810,040190021005016,28,10906,2,Hidalgo Vista/Lloyd Vista,34453
32.183614,C4A4A5,-110.939686,FFFFFF,10810,040190021005014,29,10907,2,Hidalgo Vista/Naco Vista,34453
32.182128,C4A4A5,-110.94304,FFFFFF,10810,040190021005014,30,10908,2,Hidalgo Vista/Campbell,34453
32.183828,C4A4A5,-110.943439,FFFFFF,10810,040190021005013,31,10909,2,Campbell Av/Fayette Vista,34453
32.18538,C4A4A5,-110.943444,FFFFFF,10810,040190021005010,32,10910,2,Campbell Av/Duvall Vista,34453
32.187787,C4A4A5,-110.94344,FFFFFF,10810,040190021005004,33,10911,2,Campbell Av/Cochise Vista,34453
32.192469,C4A4A5,-110.943704,FFFFFF,10810,040190022021056,34,14053,2,36th St/Campbell,26099
32.193483,C4A4A5,-110.948757,FFFFFF,10810,040190022021032,35,14014,2,Quincie Douglas Center,26099
32.192285,C4A4A5,-110.942981,FFFFFF,10810,040190021005000,36,10912,2,36th St/Campbell,34453
32.192355,C4A4A5,-110.938962,FFFFFF,10810,040190021004005,37,10913,2,36th St/Plumer,34453
32.192682,C4A4A5,-110.935772,FFFFFF,10810,040190021004003,38,14,2,Forgeus/36th St,34453
32.195689,C4A4A5,-110.935547,FFFFFF,10810,040190021003002,39,16159,2,Menor Stv/Tucson Av,34453
32.196281,C4A4A5,-110.938802,FFFFFF,10810,040190021002004,40,14379,2,33rd St/Plumer,34453
32.197421,C4A4A5,-110.940471,FFFFFF,10810,040190021002002,41,10870,2,31st St/Amalia,34453
32.19757,C4A4A5,-110.943106,FFFFFF,10810,040190021002007,42,10918,2,31st St/Campbell,34453
32.199743,C4A4A5,-110.943545,FFFFFF,10810,040190022021045,43,10919,2,Campbell Av/Barleycorn,26099
32.201056,C4A4A5,-110.944224,FFFFFF,10810,040190022021038,44,16117,2,Silverlake/Cherrybell,26099
32.200165,C4A4A5,-110.949352,FFFFFF,10810,040190022021003,45,14913,2,Kino Pw/Silverlake,26099
32.206979,C4A4A5,-110.953389,FFFFFF,10810,040190008001063,46,10922,2,22nd St/Santa Rita,34698
32.207152,C4A4A5,-110.956123,FFFFFF,10810,040190008001062,47,14864,2,Park/22nd St,34698
32.211181,C4A4A5,-110.956162,FFFFFF,10810,040190008001019,48,14370,2,Park/19th St,34698
32.219387,C4A4A5,-110.959293,FFFFFF,10810,040190008002031,49,14726,2,Euclid/12th St,34698
32.22152,C4A4A5,-110.959897,FFFFFF,10810,040190008002022,50,10925,2,Broadway/Euclid,34698
32.22301,C4A4A5,-110.967904,FFFFFF,10810,040190001001001,51,14210,2,Downtown Ronstadt Center,23125
32.231702,994F99,-110.946885,FFFFFF,10811,040190005004010,1,100,20,UA Mall,
32.236753,994F99,-110.943748,FFFFFF,10811,040190006001022,2,11881,20,Campbell Av/Speedway,39000
32.240929,994F99,-110.943772,FFFFFF,10811,040190016002021,3,11882,20,Campbell Av/Adams,40900
32.243962,994F99,-110.943821,FFFFFF,10811,040190016002010,4,11883,20,Campbell Av/Lester,40900
32.250062,994F99,-110.945208,FFFFFF,10811,040190016004017,5,14320,20,Grant/Campbell@Martin,40900
32.249986,994F99,-110.948518,FFFFFF,10811,040190015003005,6,11970,20,Grant/Cherry,12857
32.25003,994F99,-110.952816,FFFFFF,10811,040190015003013,7,11971,20,Grant/Mountain,12857
32.249934,994F99,-110.957137,FFFFFF,10811,040190014001009,8,11972,20,Grant/Park,37188
32.25047,994F99,-110.96144,FFFFFF,10811,040190014005004,9,11973,20,Grant/1st Av,37188
32.250525,994F99,-110.963776,FFFFFF,10811,040190014005005,10,11974,20,Grant/Los Altos,37188
32.25042,994F99,-110.968105,FFFFFF,10811,040190013043006,11,11975,20,Grant/Fontana,28452
32.250405,994F99,-110.972353,FFFFFF,10811,040190013044006,12,12391,20,Grant/Stone,28452
32.250427,994F99,-110.974861,FFFFFF,10811,040190013044007,13,12392,20,Grant/10th Av,28452
32.250401,994F99,-110.978766,FFFFFF,10811,040190013033008,14,184,20,Grant/Oracle,28942
32.25041,994F99,-110.982861,FFFFFF,10811,040190013033010,15,12393,20,Grant/15th Av,28942
32.250407,994F99,-110.986829,FFFFFF,10811,040190045044008,16,12394,20,Grant/Fairview,17103
32.250483,994F99,-110.995287,FFFFFF,10811,040190045044012,17,12395,20,Grant/Forbes,17103
32.25057,994F99,-110.998776,FFFFFF,10811,040190045044032,18,14794,20,Grant/IHOP (1500 W Grant),17103
32.25063,994F99,-111.001952,FFFFFF,10811,040190045044027,19,12397,20,Grant/Huachuca,17103
32.250661,994F99,-111.005333,FFFFFF,10811,040190045044028,20,12398,20,Grant/Coyote Dr,17103
32.250726,994F99,-111.008407,FFFFFF,10811,040190045044020,21,12399,20,Grant/Jordan,17103
32.250814,994F99,-111.012287,FFFFFF,10811,040190045044019,22,14588,20,Grant/Silverbell,17103
32.250789,994F99,-111.0184,FFFFFF,10811,040190044122017,23,14590,20,Ironwood Hill Dr/Palo Santo,63167
32.251137,994F99,-111.022109,FFFFFF,10811,040190044122000,24,14505,20,Ironwood Hill Dr/Sterling Villa,63167
32.192619,BE5F5C,-110.789644,FFFFFF,10812,040190040262020,1,35,201X,Harrison/Golf Links,68324
32.196804,BE5F5C,-110.789739,FFFFFF,10812,040190040224009,2,14698,201X,Harrison/Harrison Circle,67841
32.198841,BE5F5C,-110.789704,FFFFFF,10812,040190040262005,3,12294,201X,Harrison/29th St,68324
32.201682,BE5F5C,-110.789712,FFFFFF,10812,040190040261005,4,14531,201X,Harrison/Palm Tree,68324
32.204888,BE5F5C,-110.7897,FFFFFF,10812,040190040261004,5,14839,201X,Harrison/Topout Peak,68324
32.206557,BE5F5C,-110.789654,FFFFFF,10812,040190040431019,6,14136,201X,Harrison/22nd St,75347
32.221156,BE5F5C,-110.789623,FFFFFF,10812,040190040422008,7,14550,201X,Harrison/Broadway,58825
32.225211,BE5F5C,-110.789704,FFFFFF,10812,040190040422007,8,14551,201X,Harrison/Harrison Park Apts,58825
32.228449,BE5F5C,-110.789686,FFFFFF,10812,040190040421021,9,14552,201X,Harrison/5th St,58825
32.232146,BE5F5C,-110.789696,FFFFFF,10812,040190040421013,10,14138,201X,Harrison/Rosewood,58825
32.235513,BE5F5C,-110.790077,FFFFFF,10812,040190040473000,11,16128,201X,Speedway/Harrison,94091
32.235551,BE5F5C,-110.79863,FFFFFF,10812,040190040472013,12,11067,201X,Speedway/Palms Park Dr.,94091
32.235635,BE5F5C,-110.807838,FFFFFF,10812,040190040462011,13,11070,201X,Speedway/Cam Seco,38698
32.235641,BE5F5C,-110.815599,FFFFFF,10812,040190040462009,14,11073,201X,Speedway/Woodridge Apts,38698
32.235646,BE5F5C,-110.820039,FFFFFF,10812,040190040322001,15,11075,201X,Speedway/Maguire,49125
32.235669,BE5F5C,-110.824278,FFFFFF,10812,040190040322020,16,11076,201X,Speedway/Pantano,49125
32.23568,BE5F5C,-110.827695,FFFFFF,10812,040190040322020,17,11077,201X,Speedway/Grady,49125
32.235729,BE5F5C,-110.83146,FFFFFF,10812,040190040322011,18,14386,201X,Speedway/Prudence,49125
32.235735,BE5F5C,-110.841758,FFFFFF,10812,040190040671001,19,11133,201X,Speedway/Kolb,33155
32.235736,BE5F5C,-110.855937,FFFFFF,10812,040190040671009,20,14760,201X,Speedway/El Dorado,33155
32.236087,BE5F5C,-110.858525,FFFFFF,10812,040190030023000,21,11138,201X,Speedway/Wilmot,40982
32.236321,BE5F5C,-110.871267,FFFFFF,10812,040190030022001,22,11141,201X,Speedway/Van Buren,40982
32.236285,BE5F5C,-110.875949,FFFFFF,10812,040190031024000,23,11142,201X,Speedway/Craycroft,31250
32.236309,BE5F5C,-110.893205,FFFFFF,10812,040190031011011,24,11146,201X,Speedway/Swan,27070
32.235714,BE5F5C,-110.909823,FFFFFF,10812,040190031013009,25,11610,201X,Alvernon/Speedway,27070
32.221323,BE5F5C,-110.90973,FFFFFF,10812,040190019002010,26,125,201X,Alvernon/Broadway,40919
32.206401,BE5F5C,-110.909716,FFFFFF,10812,040190020001000,27,136,201X,Alvernon/22nd St,32431
32.199651,BE5F5C,-110.909561,FFFFFF,10812,040190020002000,28,11018,201X,Alvernon/32nd St,32431
32.177547,BE5F5C,-110.917891,FFFFFF,10812,040194105011008,29,11030,201X,Palo Verde/Ajo,57390
32.138877,BE5F5C,-110.917816,FFFFFF,10812,040190041153017,30,14313,201X,Palo Verde/Hemisphere,44183
32.134276,BE5F5C,-110.927061,FFFFFF,10812,040190041221026,31,11043,201X,Valencia/Country Club,34886
32.114012,BE5F5C,-110.953484,FFFFFF,10812,040194105021047,32,14419,201X,Bombardier/Aeropark Blvd,63167
32.110931,BE5F5C,-110.956954,FFFFFF,10812,040194105021047,33,14903,201X,Aero Park Bl/Flight Safety,63167
32.101154,BE5F5C,-110.938407,FFFFFF,10812,040194105021047,34,321,201X,Raytheon/C Gate,63167
32.104331,BE5F5C,-110.938545,FFFFFF,10812,040194105021050,35,322,201X,Raytheon/Building 830,63167
32.105239,BE5F5C,-110.941273,FFFFFF,10812,040194105021047,36,295,201X,Raytheon/Center,63167
32.105267,BE5F5C,-110.945805,FFFFFF,10812,040194105021047,37,324,201X,Raytheon/Building 840,63167
32.105249,BE5F5C,-110.953831,FFFFFF,10812,040194105021047,38,325,201X,Raytheon/Building 847,63167
32.29467,00AB67,-111.011977,FFFFFF,10813,040190045122005,1,11946,202X,La Cholla/Ruthrauff,37407
32.308938,00AB67,-111.012055,FFFFFF,10813,040190046161004,2,11947,202X,La Cholla/Sunset,50294
32.316004,00AB67,-111.012113,FFFFFF,10813,040190046161009,3,14799,202X,La Cholla/Rudasill,50294
32.323706,00AB67,-111.012209,FFFFFF,10813,040190046281008,4,11948,202X,La Cholla/Orange Grove,59408
32.337373,00AB67,-111.01313,FFFFFF,10813,040190046262000,5,271,202X,Ina/La Cholla,48831
32.33741,00AB67,-111.018246,FFFFFF,10813,040190046262000,6,11359,202X,Ina/2300 W Ina Road WB,48831
32.337424,00AB67,-111.022462,FFFFFF,10813,040190046261003,7,12183,202X,Ina/Crystal Cave,48831
32.337429,00AB67,-111.024995,FFFFFF,10813,040190046261003,8,11951,202X,Ina/Shama Wing,48831
32.337535,00AB67,-111.030203,FFFFFF,10813,040190046252006,9,11362,202X,Ina/Shannon,43936
32.337523,00AB67,-111.034777,FFFFFF,10813,040190046252006,10,14365,202X,Ina/3220 W Ina Road WB,43936
32.337551,00AB67,-111.038393,FFFFFF,10813,040190046252001,11,11364,202X,Ina/Cmo De La Tierra,43936
32.337666,00AB67,-111.044009,FFFFFF,10813,040190046243028,12,11365,202X,Ina/Meredith,57372
32.337672,00AB67,-111.055179,FFFFFF,10813,040190046472012,13,281,202X,Ina/Oldfather,65481
32.337687,00AB67,-111.06041,FFFFFF,10813,040190046472015,14,273,202X,Ina/Cmo De La Cruz,65481
32.163157,00AB67,-110.9712,FFFFFF,10813,040190038024000,15,14294,202X,Irvington/Laos Transit Center,22560
32.114012,00AB67,-110.953484,FFFFFF,10813,040194105021047,16,14419,202X,Bombardier/Aeropark Blvd,63167
32.110931,00AB67,-110.956954,FFFFFF,10813,040194105021047,17,14903,202X,Aero Park Bl/Flight Safety,63167
32.101154,00AB67,-110.938407,FFFFFF,10813,040194105021047,18,321,202X,Raytheon/C Gate,63167
32.104331,00AB67,-110.938545,FFFFFF,10813,040194105021050,19,322,202X,Raytheon/Building 830,63167
32.105239,00AB67,-110.941273,FFFFFF,10813,040194105021047,20,295,202X,Raytheon/Center,63167
32.105267,00AB67,-110.945805,FFFFFF,10813,040194105021047,21,324,202X,Raytheon/Building 840,63167
32.105249,00AB67,-110.953831,FFFFFF,10813,040194105021047,22,325,202X,Raytheon/Building 847,63167
32.101154,92278F,-110.938407,FFFFFF,10814,040194105021047,1,321,203X,Raytheon/C Gate,63167
32.104331,92278F,-110.938545,FFFFFF,10814,040194105021050,2,322,203X,Raytheon/Building 830,63167
32.105239,92278F,-110.941273,FFFFFF,10814,040194105021047,3,295,203X,Raytheon/Center,63167
32.105267,92278F,-110.945805,FFFFFF,10814,040194105021047,4,324,203X,Raytheon/Building 840,63167
32.105249,92278F,-110.953831,FFFFFF,10814,040194105021047,5,325,203X,Raytheon/Building 847,63167
32.114012,92278F,-110.953484,FFFFFF,10814,040194105021047,6,14419,203X,Bombardier/Aeropark Blvd,63167
32.110931,92278F,-110.956954,FFFFFF,10814,040194105021047,7,14903,203X,Aero Park Bl/Flight Safety,63167
32.163297,92278F,-110.972043,FFFFFF,10814,040190038011014,8,14293,203X,Irvington/9th Av,17059
32.352251,92278F,-110.995567,FFFFFF,10814,040190046222008,9,14988,203X,La Canada/Magee,95577
32.366774,92278F,-110.99564,FFFFFF,10814,040190046202014,10,16123,203X,La Canada/Hardy Rd,33750
32.39523,92278F,-110.994861,FFFFFF,10814,040190046331016,11,15016,203X,Lambert/LaCanada,79266
32.398083,92278F,-110.977876,FFFFFF,10814,040190046331004,12,15939,203X,Lambert/Riverfront Park,79266
32.441468,92278F,-110.938846,FFFFFF,10814,040190046432045,13,15925,203X,Rancho Vistoso/Pusch Mountain View,48059
32.223312,CE1957,-110.968239,FFFFFF,10815,040190001001001,1,129,21,Downtown Ronstadt Center,23125
32.224426,CE1957,-110.970948,FFFFFF,10815,040190001002000,2,10858,21,Alameda/Stone,23125
32.223427,CE1957,-110.97419,FFFFFF,10815,040190003002053,3,11172,21,Alameda/Court Av,16111
32.22144,CE1957,-110.97673,FFFFFF,10815,040190002001022,4,11464,21,Congress/Granada,34006
32.220875,CE1957,-110.981172,FFFFFF,10815,040190002001005,5,12473,21,Congress/I-10,34006
32.220623,CE1957,-110.983097,FFFFFF,10815,040190002001013,6,12467,21,Congress/Bonita,34006
32.220423,CE1957,-110.985327,FFFFFF,10815,040190002001014,7,12466,21,Congress/Av del Convento,34006
32.220083,CE1957,-110.988842,FFFFFF,10815,040190002003009,8,132,21,Congress/Grande,34006
32.220156,CE1957,-110.992247,FFFFFF,10815,040190002003007,9,12429,21,Westmoreland/Congress,34006
32.222205,CE1957,-110.992481,FFFFFF,10815,040190002003002,10,12430,21,Westmoreland/Alameda,34006
32.224173,CE1957,-110.992717,FFFFFF,10815,040190002002005,11,12431,21,Westmoreland/Fresno,34006
32.224367,CE1957,-110.994396,FFFFFF,10815,040190002002011,12,14198,21,Fresno/Cuesta,34006
32.22498,CE1957,-110.996687,FFFFFF,10815,040190002002010,13,12433,21,Silverbell/Sonoran Palms Apts,34006
32.228205,CE1957,-110.99863,FFFFFF,10815,040190002002007,14,12434,21,Silverbell/St Mary's,34006
32.229492,CE1957,-110.999226,FFFFFF,10815,040190011002009,15,12586,21,Silverbell/St Mary's,27250
32.230903,CE1957,-111.000983,FFFFFF,10815,040190011002009,16,11718,21,Silverbell/San Jose,27250
32.233828,CE1957,-111.002886,FFFFFF,10815,040190011002009,17,12588,21,Silverbell/Riley Circle,27250
32.236012,CE1957,-111.004274,FFFFFF,10815,040190012002014,18,14506,21,Silverbell/Speedway,28450
32.238692,CE1957,-111.005573,FFFFFF,10815,040190012002014,19,14507,21,Silverbell/Albertson,28450
32.241074,CE1957,-111.007099,FFFFFF,10815,040190012002006,20,14508,21,Silverbell/C Campana de Plata,28450
32.244054,CE1957,-111.008935,FFFFFF,10815,040190012002000,21,12489,21,Silverbell/Lester,28450
32.245831,CE1957,-111.010093,FFFFFF,10815,040190012002000,22,12490,21,Silverbell/Riverview,28450
32.248065,CE1957,-111.01181,FFFFFF,10815,040190012002000,23,12491,21,Silverbell/Tanglewood,28450
32.251144,CE1957,-111.01364,FFFFFF,10815,040190045044019,24,14808,21,Silverbell/Grant,17103
32.255478,CE1957,-111.016362,FFFFFF,10815,040190045044019,25,14810,21,Silverbell/Frostwood Pl,17103
32.2599,CE1957,-111.018914,FFFFFF,10815,040190044122000,26,14811,21,Silverbell/Silver Arrow Dr,63167
32.263556,CE1957,-111.018848,FFFFFF,10815,040190045044019,27,15003,21,Goret/Dales Crossing,17103
32.223354,59A36C,-110.968252,FFFFFF,10816,040190001001001,1,14216,22,Downtown Ronstadt Center,23125
32.224426,59A36C,-110.970948,FFFFFF,10816,040190001002000,2,10858,22,Alameda/Stone,23125
32.223427,59A36C,-110.97419,FFFFFF,10816,040190003002053,3,11172,22,Alameda/Court Av,16111
32.22144,59A36C,-110.97673,FFFFFF,10816,040190002001022,4,11464,22,Congress/Granada,34006
32.220875,59A36C,-110.981172,FFFFFF,10816,040190002001005,5,12473,22,Congress/I-10,34006
32.220623,59A36C,-110.983097,FFFFFF,10816,040190002001013,6,12467,22,Congress/Bonita,34006
32.220423,59A36C,-110.985327,FFFFFF,10816,040190002001014,7,12466,22,Congress/Av del Convento,34006
32.222419,59A36C,-110.988703,FFFFFF,10816,040190002001016,8,12477,22,Grande/Alameda,34006
32.226654,59A36C,-110.989138,FFFFFF,10816,040190002001008,9,12478,22,Grande/Emery,34006
32.230013,59A36C,-110.989525,FFFFFF,10816,040190011001024,10,12437,22,Grande/St Mary's,27250
32.233173,59A36C,-110.98983,FFFFFF,10816,040190011001008,11,12438,22,Grande/Huron St,27250
32.235709,59A36C,-110.990545,FFFFFF,10816,040190012001010,12,226,22,Speedway/Grande,28450
32.236142,59A36C,-110.994066,FFFFFF,10816,040190012001014,13,189,22,Riverview/Speedway,28450
32.238807,59A36C,-110.993148,FFFFFF,10816,040190012001014,14,12482,22,Riverview/Hualpai Rd.,28450
32.239962,59A36C,-110.992398,FFFFFF,10816,040190012002016,15,12483,22,El Rio Dr/Riverview,28450
32.242914,59A36C,-110.994263,FFFFFF,10816,040190012002015,16,12458,22,El Rio Dr/Navajo,28450
32.243931,59A36C,-110.997054,FFFFFF,10816,040190012002013,17,12485,22,El Rio Dr/Mohave,28450
32.243471,59A36C,-110.999362,FFFFFF,10816,040190012002011,18,12486,22,El Rio Dr/Aztec,28450
32.243828,59A36C,-111.002446,FFFFFF,10816,040190012002008,19,12487,22,Lester/Huachuca,28450
32.244156,59A36C,-111.003878,FFFFFF,10816,040190012002000,20,12488,22,Lester/Chiricahua,28450
32.244054,59A36C,-111.008935,FFFFFF,10816,040190012002000,21,12489,22,Silverbell/Lester,28450
32.245831,59A36C,-111.010093,FFFFFF,10816,040190012002000,22,12490,22,Silverbell/Riverview,28450
32.248065,59A36C,-111.01181,FFFFFF,10816,040190012002000,23,12491,22,Silverbell/Tanglewood,28450
32.250537,59A36C,-111.01291,FFFFFF,10816,040190012002000,24,186,22,Grant/Silverbell,28450
32.16291,00569C,-110.971239,FFFFFF,10817,040190038024000,1,14218,23,Laos Transit Center,22560
32.157678,00569C,-110.973286,FFFFFF,10817,040190038024003,2,12111,23,Liberty/Utah,22560
32.156172,00569C,-110.97328,FFFFFF,10817,040190038024003,3,14819,23,Liberty/Nebraska,22560
32.15622,00569C,-110.977435,FFFFFF,10817,040190038024003,4,12114,23,12th Av/Nebraska,22560
32.163352,00569C,-110.97929,FFFFFF,10817,040190025012016,5,11976,23,Irvington/13th Av,20234
32.163288,00569C,-110.980864,FFFFFF,10817,040190025012011,6,11977,23,Irvington/15th Av,20234
32.163283,00569C,-110.9903,FFFFFF,10817,040190025013009,7,14737,23,Irvington/C Santa Cruz,20234
32.163223,00569C,-110.995642,FFFFFF,10817,040190025052001,8,12715,23,Irvington/Rio Seco Apts,63259
32.160279,00569C,-111.001811,FFFFFF,10817,040190025052001,9,14718,23,Irvington/Midvale Park,63259
32.163545,00569C,-111.006412,FFFFFF,10817,040190025043042,10,11994,23,Mission/Irvington Pl,20043
32.166773,00569C,-111.006062,FFFFFF,10817,040190025043042,11,15935,23,Mission/Mission Pl,20043
32.169769,00569C,-111.004709,FFFFFF,10817,040190025042005,12,11995,23,Mission/Via Ingresso,20043
32.178262,00569C,-111.003154,FFFFFF,10817,040190025031000,13,195,23,Mission/Ajo,37404
32.181698,00569C,-111.00311,FFFFFF,10817,040190025031000,14,11996,23,Mission/Veterans,37404
32.184393,00569C,-111.002895,FFFFFF,10817,040190025031000,15,11997,23,Mission/C La Paz,37404
32.189005,00569C,-110.999646,FFFFFF,10817,040190025031000,16,11999,23,Mission/2800 Block,37404
32.192368,00569C,-110.999847,FFFFFF,10817,040190044071033,17,12000,23,36th St/Mission,43465
32.192376,00569C,-111.003834,FFFFFF,10817,040190044071032,18,12001,23,36th St/Lands End,43465
32.192379,00569C,-111.007117,FFFFFF,10817,040190044071031,19,12002,23,36th St/Enchanted Hills,43465
32.19231,00569C,-111.011183,FFFFFF,10817,040190044071025,20,16045,23,36th St/La Cholla,43465
32.199129,00569C,-111.011607,FFFFFF,10817,040190044071025,21,12004,23,La Cholla/San Juan,43465
32.201507,00569C,-111.011702,FFFFFF,10817,040190044071009,22,12005,23,La Cholla/A Mountain Ctr,43465
32.203073,00569C,-111.011308,FFFFFF,10817,040190044071009,23,196,23,San Marcos/La Cholla,43465
32.203057,00569C,-111.007344,FFFFFF,10817,040190044071009,24,12006,23,San Marcos/Cmo Santiago,43465
32.203043,00569C,-111.005015,FFFFFF,10817,040190044071011,25,12007,23,San Marcos/Cmo del Sierra,43465
32.203075,00569C,-111.002989,FFFFFF,10817,040190044071013,26,12008,23,San Marcos/San Jacinto,43465
32.202913,00569C,-110.995979,FFFFFF,10817,040190044071017,27,12010,23,San Marcos/Mission,43465
32.199313,00569C,-110.99567,FFFFFF,10817,040190025031000,28,14633,23,Silverlake/Mission,37404
32.199405,00569C,-110.993436,FFFFFF,10817,040190025032002,29,12011,23,Silverlake/Silverlake Estates,37404
32.199427,00569C,-110.99007,FFFFFF,10817,040190025032001,30,12012,23,Silverlake/Cottonwood,37404
32.199455,00569C,-110.986051,FFFFFF,10817,040190025011014,31,12013,23,Silverlake/Santa Cruz,20234
32.199368,00569C,-110.980127,FFFFFF,10817,040190025011014,32,12014,23,Silverlake/I-10 Interstate,20234
32.199445,00569C,-110.976253,FFFFFF,10817,040190023005000,33,12015,23,29th St/11th Av,30208
32.199485,00569C,-110.97428,FFFFFF,10817,040190023007011,34,12016,23,29th St/10th Av,30208
32.199516,00569C,-110.971244,FFFFFF,10817,040190023001012,35,12017,23,29th St/8th Av,30208
32.199513,00569C,-110.968255,FFFFFF,10817,040190023003009,36,197,23,29th St/6th Av,30208
32.200256,00569C,-110.965372,FFFFFF,10817,040190023006009,37,12018,23,4th Av/28th St,30208
32.202973,00569C,-110.965367,FFFFFF,10817,040190023006002,38,12019,23,4th Av/26th St,30208
