route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
11,2022_02_14-DX-MVS-Weekday-02,1001736,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001757,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001733,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001799,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001734,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001761,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001669,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001749,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001673,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001742,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001676,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001741,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001675,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001743,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001679,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001745,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001678,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001746,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001674,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001747,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001677,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001748,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001671,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001739,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001668,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001807,Dublin/Pleasanton,0,,1001744_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001670,Daly City,1,,1001696_shp,,1,1
12,2022_02_14-DX-MVS-Weekday-02,1001740,Dublin/Pleasanton,0,,1001740_shp,,1,1
11,2022_02_14-DX-MVS-Weekday-02,1001672,Bay Fair,1,,1001672_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004175,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004176,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004177,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004178,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004179,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004180,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004181,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004182,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004183,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004184,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004185,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004186,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004187,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004188,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004189,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004190,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004191,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004192,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004193,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004194,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004195,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004196,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004197,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004198,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004199,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004200,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004201,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004202,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004203,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004204,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004205,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004206,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004207,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004208,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004209,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004210,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004211,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004212,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004213,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004214,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004215,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004216,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004217,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004218,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004219,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004220,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004221,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004222,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004223,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004224,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004225,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004226,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004227,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004228,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004229,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004230,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004231,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004232,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004233,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004234,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004235,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004236,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004237,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004238,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004239,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004240,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004241,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004242,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004243,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004244,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004245,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004246,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004247,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004248,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004249,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004250,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004251,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004252,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004253,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004254,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004255,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004256,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004257,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004258,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004259,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004260,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004261,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004262,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004263,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004264,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004265,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004266,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004267,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004268,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004269,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004270,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004271,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004272,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004273,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004274,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004275,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004276,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004277,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004278,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004279,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004280,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004281,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004282,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004283,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004284,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004285,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004286,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004287,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004288,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004289,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004290,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004291,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004292,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004293,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004294,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004295,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004296,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004297,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004298,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004299,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004300,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004301,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004302,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004303,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004304,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004305,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004306,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004307,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004308,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004309,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004310,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004311,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004312,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004313,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004314,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004315,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004316,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004317,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004318,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004319,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004320,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004321,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004322,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004323,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004324,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004325,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004326,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004327,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004328,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004329,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004330,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004331,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004332,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004333,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004334,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004335,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004336,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004337,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004338,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004339,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004340,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004341,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004342,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004343,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004344,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004345,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004346,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004347,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004348,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004349,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004350,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004351,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004352,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004353,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004354,Coliseum,0,,1004175_shp,,1,1
19,2022_02_14-DX19-Weekday-01,1004355,Coliseum,0,,1004175_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003859,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003860,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003861,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003862,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003863,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003864,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003865,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003866,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003867,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003868,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003869,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003870,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003871,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003872,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003873,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003874,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003875,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003876,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003877,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003878,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003879,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003880,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003881,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003882,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003883,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003884,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003885,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003886,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003887,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003888,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003889,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003890,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003891,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003892,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003893,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003894,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003895,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003896,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003897,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003898,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003899,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003900,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003901,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003902,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003903,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003904,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003905,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003906,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003907,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003908,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003909,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003910,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003911,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003912,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003913,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003914,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003915,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003916,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003917,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003918,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003919,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003920,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003921,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003922,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003923,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003924,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003925,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003926,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003927,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003928,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003929,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003930,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003931,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003932,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003933,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003934,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003935,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003936,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003937,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003938,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003939,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003940,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003941,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003942,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003943,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003944,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003945,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003946,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003947,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003948,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003949,Oakland Airport,1,,1003859_shp,,1,1
20,2022_02_14-DX20-Weekday-01,1003950,Oakland Airport,1,,1003859_shp,,1,1
