fare_id,price,currency_type,payment_method,transfers,transfer_duration
1,2.00,USD,0,0,0
2,3.00,USD,0,1,3600
3,4.00,USD,0,2,3600
4,2.50,USD,0,0,0
5,3.50,USD,0,1,3600
6,4.50,USD,0,2,3600
7,3.00,USD,0,0,0
8,4.00,USD,0,1,3600
9,5.00,USD,0,2,3600
10,3.50,USD,0,0,0
11,4.50,USD,0,1,3600
12,5.50,USD,0,2,3600
13,6.00,USD,0,0,0
14,7.00,USD,0,1,3600
15,8.00,USD,0,2,3600
