stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
11549,,Stone/Wetmore,N STONE AVE & E WETMORE RD,32.286189,-110.969859,,,,,0
11550,,Stone/Roger,N STONE AVE & W ROGER RD,32.278794,-110.972332,,,,,0
11561,,Ajo/6th Av,W AJO WAY & S 6TH AVE,32.177899,-110.968631,,,,,0
11610,,Alvernon/Speedway,N ALVERNON WY & E SPEEDWAY BL,32.235714,-110.909823,,,,,0
11689,,6th Av/Ajo,S 6TH AVE & W AJO WAY,32.177573,-110.968369,,,,,0
11704,,Grande/Speedway,N GRANDE AVE & W DELAWARE ST,32.23464,-110.990294,,,,,0
11705,,Grande/Ontario,N GRANDE AVE & W HURON ST,32.23358,-110.990188,,,,,0
11706,,Grande/Sonora,S GRANADA AVE & SONORA,32.230672,-110.989775,,,,,0
11712,,Speedway/Riverview,W SPEEDWAY BLVD & N CUESTA AVE,32.235809,-110.994354,,,,,0
11713,,Speedway/Cherokee,W SPEEDWAY BLVD & N CHEROKEE AVE,32.235786,-110.99759,,,,,0
11714,,Speedway/Seminole,W SPEEDWAY BLVD & N SEMINOLE AVE,32.235757,-110.999861,,,,,0
11715,,Speedway/El Rio,W SPEEDWAY BLVD & N EL RIO DR,32.235743,-111.001739,,,,,0
11716,,Silverbell/Speedway,N SILVERBELL RD & W SPEEDWAY BLVD,32.234671,-111.00371,,,,,0
11717,,Silverbell/C Mecedora,N SILVERBELL RD & W CALLE MECEDORA,32.232666,-111.002366,,,,,0
11718,,Silverbell/San Jose,N SILVERBELL RD & SAN JOSE,32.230903,-111.000983,,,,,0
11719,,Silverbell/Tucson Terrace,N SILVERBELL RD & W SILVERBELL TREE DR,32.225357,-110.997479,,,,,0
11720,,Fresno/Silverbell,W FRESNO ST & N SILVERBELL RD,32.224279,-110.995166,,,,,0
11722,,Westmoreland/Fresno,N WESTMORELAND AV & W FRESNO ST,32.223861,-110.992866,,,,,0
11723,,Westmoreland/Alameda,N WESTMORELAND AVE & W ALAMEDA ST,32.222044,-110.992695,,,,,0
11724,,Westmoreland/Pennington,N WESTMORELAND AV & W PENNINGTON ST,32.220556,-110.99253,,,,,0
11725,,Congress/Westmoreland,W CONGRESS ST & S WESTMORELAND AV,32.219585,-110.992221,,,,,0
11727,,Congress/Av del Convento,W CONGRESS ST & N LINDA AVE,32.220269,-110.985244,,,,,0
11735,,6th St/Euclid,E 6TH ST & N EUCLID AVE,32.227704,-110.959039,,,,,0
11736,,6th St/Park Av,E 6TH ST & N PARK AV,32.227838,-110.956628,,,,,0
11738,,6th St/Highland,E 6TH ST & N HIGHLAND AVE,32.227678,-110.950125,,,,,0
11739,,6th St/Cherry,E 6TH ST & N CHERRY AVE,32.227716,-110.947772,,,,,0
11740,,6th St/Plumer,E 6TH ST & N PLUMER AVE,32.227843,-110.93915,,,,,0
11741,,6th St/Tucson,E 6TH ST & N TUCSON BLVD,32.227786,-110.935878,,,,,0
11742,,6th St/Treat,E 6TH ST & N TREAT AVE,32.227851,-110.930827,,,,,0
11743,,Country Club/8th St,N COUNTRY CLUB RD & E 8TH ST,32.22509,-110.926808,,,,,0
11747,,Country Club/Arroyo Chico,S COUNTRY CLUB & E ARROYO CHICO,32.216434,-110.926746,,,,,0
11749,,Country Club/Eastland,S COUNTRY CLUB RD & E 19TH ST,32.2112,-110.926768,,,,,0
11751,,22nd St/Country Club,22ND ST & COUNTRY CLUB,32.206839,-110.92618,,,,,0
11752,,22nd St/Randolph Pkwy,E 22ND ST & S JONES BLVD,32.206852,-110.922012,,,,,0
11754,,22nd St/Palo Verde,E 22ND ST & S PALO VERDE AVE,32.206884,-110.917808,,,,,0
11757,,29th St/Columbus,E 29TH ST & COLUMBUS,32.199681,-110.901333,,,,,0
11758,,29th St/Belvedere,E 29TH ST & S BELVEDERE,32.199677,-110.897122,,,,,0
11759,,29th St/Venice,E 29TH ST & S SWAN RD,32.199638,-110.894351,,,,,0
11760,,29th St/Swan,E 29TH ST & S SWAN RD,32.199598,-110.89142,,,,,0
11761,,29th St/4880 E 29th St,29TH ST,32.199623,-110.887154,,,,,0
11762,,29th St/Rosemont,E 29TH ST & S ROSEMONT AVE,32.199551,-110.882881,,,,,0
11763,,29th St/Farwell,E 29TH ST & S FARWELL AV,32.199584,-110.880662,,,,,0
11765,,29th St/Van Buren,E 29TH ST & S SAHUARA AVE,32.199673,-110.870653,,,,,0
11766,,29th St/Sahuara,E 29TH ST & S SAHUARA AVE,32.199599,-110.866826,,,,,0
11767,,29th St/Zuni,E 29TH ST & S ZUNI AVE,32.199673,-110.86141,,,,,0
11768,,Wilmot/29th St,S WILMOT RD & E C AURORA,32.199406,-110.858141,,,,,0
11770,,Wilmot/33rd St,S WILMOT RD & E C MARTE,32.195817,-110.858139,,,,,0
11771,,Golf Links/Wilmot,E GOLF LINKS RD & S WILMOT RD,32.191942,-110.857408,,,,,0
11772,,Golf Links/C Polar,E GOLF LINKS RD & S C POLAR,32.191793,-110.853037,,,,,0
11774,,Golf Links/Mann,E GOLF LINKS RD & S MANN AVE,32.19182,-110.849073,,,,,0
11775,,Golf Links/Langley,E GOLF LINKS RD & S LANGLEY AVE,32.191821,-110.844736,,,,,0
11776,,Golf Links/Park & Ride (inside),E GLK PARK N RIDE LOOP & W IRONWOOD HILL DR,32.191569,-110.838543,,,,,0
11777,,Golf Links/Cordova,E GOLF LINKS RD & S C CORDOVA,32.191819,-110.835795,,,,,0
11778,,Golf Links/Prudence,E GOLF LINKS RD & S PRUDENCE RD,32.191805,-110.832109,,,,,0
11779,,Golf Links/Marc Dr,E GOLF LINKS RD & S MARC DR,32.191795,-110.828573,,,,,0
11780,,Golf Links/Pantano Rd,E GOLF LINKS RD & S PANTANO RD,32.191731,-110.823287,,,,,0
11781,,Golf Links/Lakeside Pkwy,E GOLF LINKS RD & E LAKESIDE PW,32.191728,-110.819194,,,,,0
11782,,Golf Links/Saddleback,E GOLF LINKS RD & S SADDLEBACK RD,32.191758,-110.81661,,,,,0
11783,,Golf Links/Sarnoff,E GOLF LINKS RD & S SARNOFF DR,32.191737,-110.814224,,,,,0
11785,,Golf Links/Pantano Pkwy,E GOLF LINKS RD & S PANTANO PW,32.191615,-110.808301,,,,,0
11786,,Golf Links/Oakenshield,E GOLF LINKS RD & S OAKENSHIELD WAY,32.19166,-110.804108,,,,,0
11787,,Golf Links/Palm Springs,E GOLF LINKS RD & S PALM SPRINGS DR,32.191663,-110.799112,,,,,0
11803,,Golf Links/Palm Springs,E GOLF LINKS RD & S PALM SPRINGS DR,32.191925,-110.79915,,,,,0
11804,,Golf Links/Cmo Seco,E GOLF LINKS RD & S CMO SECO,32.191899,-110.804085,,,,,0
11805,,Golf Links/Pantano Pkwy,E GOLF LINKS RD & S PANTANO PW,32.191988,-110.809424,,,,,0
11807,,Golf Links/Sarnoff,E GOLF LINKS RD & S SARNOFF DR,32.191968,-110.814787,,,,,0
11808,,Golf Links/Saddleback,E GOLF LINKS RD & S SADDLEBACK RD,32.192001,-110.817636,,,,,0
11809,,Golf Links/Lakeside Pkwy,E GOLF LINKS RD & E LAKESIDE PW,32.192059,-110.820053,,,,,0
11810,,Golf Links/Pantano Rd,E GOLF LINKS RD & S PANTANO RD,32.192004,-110.824273,,,,,0
11811,,Golf Links/Marc Dr,E GOLF LINKS RD & S MARC DR,32.192032,-110.829122,,,,,0
11812,,Golf Links/Prudence,E GOLF LINKS RD & S PRUDENCE RD,32.192036,-110.832653,,,,,0
11813,,Golf Links/Cordova,E GOLF LINKS RD & S C CORDOVA,32.1921,-110.836455,,,,,0
11814,,Golf Links/Kolb,E GOLF LINKS RD & S KOLB RD,32.192065,-110.841498,,,,,0
11815,,Golf Links/Golf Links Cir,E GOLF LINKS RD & E GOLF LINKS CI,32.192097,-110.844738,,,,,0
11816,,Golf Links/Av Regulo,E GOLF LINKS RD & S AVE REGULO,32.192067,-110.849463,,,,,0
11817,,Golf Links/C Polar,E GOLF LINKS RD & S C POLAR,32.192072,-110.853398,,,,,0
11820,,29th St/Wilmot,E 29TH ST & S WILMOT RD,32.19974,-110.858562,,,,,0
11821,,29th St/Alamo,E 29TH ST & S SONOITA AVE,32.199746,-110.862167,,,,,0
11822,,29th St/Sahuara,E 29TH ST & S SAHUARA AVE,32.199732,-110.866028,,,,,0
11823,,29th St/Van Buren,E 29TH ST & S VAN BUREN AVE,32.199723,-110.871366,,,,,0
11824,,29th St/Beverly,E 29TH ST & S BEVERLY AVE,32.199788,-110.879745,,,,,0
11825,,29th St/Rosemont,E 29TH ST & S ROSEMONT AVE,32.199804,-110.884232,,,,,0
11826,,29th St/4929 E 29th St,29ST ST,32.199808,-110.887874,,,,,0
11827,,29th St/Swan,E 29TH ST & S SWAN RD,32.199817,-110.892759,,,,,0
11828,,29th St/Belvedere,E 29TH ST & S BELVEDERE AVE,32.199852,-110.896555,,,,,0
11829,,29th St/Columbus,E 29TH ST & S COLUMBUS BLVD,32.199844,-110.900721,,,,,0
11833,,22nd St/Randolph Way,E 22ND ST & S RANDOLPH WAY,32.207119,-110.917901,,,,,0
11834,,22nd St/Jones,E 22ND ST & S JONES BLVD,32.207135,-110.920572,,,,,0
11843,,Country Club/8th St,N COUNTRY CLUB RD & E 8TH ST,32.225393,-110.926538,,,,,0
11844,,6th St/Country Club,E 6TH ST & N COUNTRY CLUB RD,32.228474,-110.927018,,,,,0
11845,,6th St/Treat,E 6TH ST & N TREAT AVE,32.22802,-110.931331,,,,,0
11846,,6th St/Tucson,E 6TH ST & N TUCSON BLVD,32.227951,-110.935727,,,,,0
11847,,6th St/Plumer,E 6TH ST & N PLUMER AVE,32.227936,-110.939791,,,,,0
11848,,6th St/Cherry,E 6TH ST & N CHERRY AVE,32.227922,-110.947819,,,,,0
11849,,6th St/Highland,E 6TH ST & N CHERRY AVE,32.227867,-110.950229,,,,,0
11851,,6th St/Euclid,E 6TH ST & N EUCLID AVE,32.227836,-110.959144,,,,,0
11852,,6th St/3rd Av,E 6TH ST & N 3RD AVE,32.227816,-110.963823,,,,,0
11859,,Eastland/Country Club,E EASTLAND ST & S COUNTRY CLUB RD,32.211572,-110.927329,,,,,0
11860,,Eastland/Treat,E EASTLAND ST & S TREAT AVE,32.211555,-110.931168,,,,,0
11861,,Eastland/Tucson,E EASTLAND ST & S TUCSON BLVD,32.211532,-110.935496,,,,,0
11862,,Eastland/Plumer,E EASTLAND ST & S PLUMER AVE,32.211536,-110.939836,,,,,0
11863,,Campbell Av/Eastland,S CAMPBELL AVE & E EASTLAND ST,32.211518,-110.943632,,,,,0
11864,,Winsett/Campbell,E WINSETT ST & S CAMPBELL AVE,32.214226,-110.944218,,,,,0
11865,,Kino Pw/14th St,S KINO PW & E 14TH ST,32.217828,-110.944038,,,,,0
11866,,22nd St/Pantano Pkwy,E 22ND ST & S PANTANO RD,32.206548,-110.824181,,,,,0
11867,,22nd St/Prudence,E 22ND ST & S PRUDENCE RD,32.206628,-110.833241,,,,,0
11868,,22nd St/Kolb,E 22ND ST & KOLB,32.20664,-110.841678,,,,,0
11872,,Stella/Prudence,E STELLA RD & S PRUDENCE RD,32.184732,-110.832759,,,,,0
11878,,Stella/Prudence,E STELLA RD & S PRUDENCE RD,32.184659,-110.8326,,,,,0
11879,,Campbell Av/8th St,N CAMPBELL AV & E 8TH ST,32.225442,-110.9437,,,,,0
11880,,Campbell Av/6th St,N CAMPBELL AV & E 6TH ST,32.228179,-110.94371,,,,,0
11881,,Campbell Av/Speedway,N CAMPBELL AVE & E SPEEDWAY BLVD,32.236753,-110.943748,,,,,0
11882,,Campbell Av/Adams,N CAMPBELL AV & E ADAMS ST,32.240929,-110.943772,,,,,0
11883,,Campbell Av/Lester,N CAMPBELL AV & E LESTER ST,32.243962,-110.943821,,,,,0
11884,,Campbell Av/Seneca,N CAMPBELL AVE & E SENECA ST,32.246906,-110.943945,,,,,0
11886,,Campbell Av/Copper,N CAMPBELL AVE & E COPPER ST,32.254255,-110.943838,,,,,0
11887,,Campbell Av/Glenn,N CAMPBELL AV & E GLENN ST,32.258567,-110.943702,,,,,0
11888,,Campbell Av/Blacklidge,N CAMPBELL AV & E BLACKLIDGE DR,32.261483,-110.943688,,,,,0
11889,,Campbell Av/Ft Lowell,N CAMPBELL AVE & E FORT LOWELL RD,32.264652,-110.943699,,,,,0
11890,,Campbell Av/Kleindale,N CAMPBELL AVE & E KLEINDALE RD,32.268921,-110.943624,,,,,0
11891,,Campbell Av/Allen,N CAMPBELL AVE & E ALLEN RD,32.276224,-110.9437,,,,,0
11892,,Roger/Campbell,E ROGER RD & N CAMPBELL AVE,32.279575,-110.944371,,,,,0
11893,,Roger/Foothills MHP,,32.279519,-110.947662,,,,,0
11894,,Roger/Mountain,E ROGER RD & N MOUNTAIN AVE,32.2795,-110.952941,,,,,0
11895,,Roger/1st Av,E ROGER RD & N 1ST AV,32.279426,-110.960869,,,,,0
11898,,Roger/4th Av,E ROGER RD & N 4TH AVE,32.279268,-110.965544,,,,,0
11900,,Roger/Stone,E ROGER RD & N STONE AVE,32.279149,-110.971532,,,,,0
11902,,Stone/Limberlost,N STONE AVE & E LIMBERLOST DR,32.283138,-110.969464,,,,,0
11904,,Stone/Limberlost,N STONE AVE & E NAVAJO RD,32.282482,-110.969705,,,,,0
11905,,Roger/Stone,E ROGER RD & N STONE AVE,32.279203,-110.971532,,,,,0
11907,,Roger/4th Av,E ROGER RD & N FONTANA AVE,32.279231,-110.965716,,,,,0
11908,,Roger/1st Av,E ROGER RD & N 1ST AV,32.279263,-110.960743,,,,,0
11909,,Roger/Park,E ROGER RD & N PARK AVE,32.279301,-110.956464,,,,,0
11910,,Roger/Mountain,E ROGER RD & N MOUNTAIN AVE,32.279338,-110.951737,,,,,0
11911,,Roger/Foothills MHP,,32.279431,-110.947654,,,,,0
11912,,Campbell Av/Roger,N CAMPBELL AVE & E ROGER RD,32.27898,-110.94395,,,,,0
11914,,Campbell Av/Kleindale,N CAMPBELL AVE & E KLEINDALE RD,32.268359,-110.943862,,,,,0
11915,,Campbell Av/Ft Lowell,N CAMPBELL AV & E FORT LOWELL RD,32.264705,-110.943853,,,,,0
11916,,Campbell Av/Blacklidge,N CAMPBELL AV & E BLACKLIDGE DR,32.260973,-110.943876,,,,,0
11918,,Campbell Av/Glenn,N CAMPBELL AVE & E GLENN ST,32.257278,-110.944007,,,,,0
11919,,Campbell Av/Copper,N CAMPBELL AVE & E COPPER ST,32.253868,-110.944022,,,,,0
11921,,Campbell Av/Waverly,N CAMPBELL AVE & E WAVERLY ST,32.245871,-110.944221,,,,,0
11924,,Campbell Av/Speedway,N CAMPBELL AVE & E SPEEDWAY BLVD,32.235706,-110.944114,,,,,0
11925,,Campbell Av/6th St,N CAMPBELL AVE & E 7TH ST,32.2275,-110.944016,,,,,0
11926,,Campbell Av/9th St,N CAMPBELL AVE & E 7TH ST,32.224396,-110.944004,,,,,0
11927,,Winsett/Kino Blvd,E WINSETT ST & S KINO PW,32.214681,-110.945551,,,,,0
11928,,Campbell Av/17th St,S CAMPBELL AVE & E 17TH ST,32.213215,-110.943839,,,,,0
11929,,Eastland/Campbell,E EASTLAND ST & E 19TH ST,32.211148,-110.943369,,,,,0
11930,,Eastland/Plumer,E EASTLAND ST & S PLUMER AVE,32.211428,-110.939869,,,,,0
11931,,Eastland/Tucson,E EASTLAND ST & S TUCSON BLVD,32.211468,-110.935337,,,,,0
11932,,22nd St/Tucson,E 22ND ST & S TUCSON BLVD,32.206762,-110.934777,,,,,0
11935,,12th Av/Teton,S 12TH AVE & W CABOT DR,32.124655,-110.977771,,,,,0
11936,,12th Av/Inez,S 12TH AVE & W ACADIA DR,32.121379,-110.977766,,,,,0
11946,,La Cholla/Ruthrauff,N LA CHOLLA BLVD & W NOREEN ST,32.29467,-111.011977,,,,,0
11947,,La Cholla/Sunset,N LA CHOLLA BLVD & W SUNSET RD,32.308938,-111.012055,,,,,0
11948,,La Cholla/Orange Grove,N LA CHOLLA BLVD & W ORANGE GROVE RD,32.323706,-111.012209,,,,,0
11951,,Ina/Shama Wing,W INA RD & N PERUGIA WAY,32.337429,-111.024995,,,,,0
11959,,Ina/Shama Wing,,32.337235,-111.025405,,,,,0
11962,,La Cholla/Orange Grove,N LA CHOLLA BLVD & W ORANGE GROVE RD,32.322859,-111.01226,,,,,0
11963,,La Cholla/Sunset,N LA CHOLLA BLVD & W SUNSET RD,32.308312,-111.012112,,,,,0
11964,,Ruthrauff/La Cholla,W RUTHRAUFF RD & N C HARMONIA,32.294484,-111.012363,,,,,0
11970,,Grant/Cherry,E GRANT RD & N CHERRY AV,32.249986,-110.948518,,,,,0
11971,,Grant/Mountain,E GRANT RD & N MOUNTAIN AV,32.25003,-110.952816,,,,,0
11972,,Grant/Park,E GRANT RD & N PARK AVE,32.249934,-110.957137,,,,,0
11973,,Grant/1st Av,E GRANT RD & N 1ST AVE,32.25047,-110.96144,,,,,0
11974,,Grant/Los Altos,E GRANT RD & N LOS ALTOS AV,32.250525,-110.963776,,,,,0
11975,,Grant/Fontana,E GRANT RD & N FONTANA AVE,32.25042,-110.968105,,,,,0
11976,,Irvington/13th Av,W IRVINGTON RD & S 13TH AVE,32.163352,-110.97929,,,,,0
11977,,Irvington/15th Av,W IRVINGTON RD & S 15TH AVE,32.163288,-110.980864,,,,,0
11981,,Santa Clara/Milton,S SANTA CLARA AVE & W MILTON ST,32.146279,-110.981898,,,,,0
11982,,Santa Clara/Mossman,S SANTA CLARA AVE & W MOSSMAN ST,32.142681,-110.981975,,,,,0
11983,,Santa Clara/C Garcia,S SANTA CLARA AVE & W C GARCIA,32.139783,-110.981991,,,,,0
11984,,Santa Clara/Santa Maria,S SANTA CLARA AVE & W SANTA MARIA ST,32.137234,-110.981984,,,,,0
11985,,Santa Clara/Santa Louisa,S SANTA CLARA AVE & W SANTA LOUISA ST,32.135126,-110.98205,,,,,0
11994,,Mission/Irvington Pl,S MISSION RD & W IRVINGTON PL,32.163545,-111.006412,,,,,0
11995,,Mission/Via Ingresso,S MISSION RD & W VIA INGRESSO,32.169769,-111.004709,,,,,0
11996,,Mission/Veterans,S MISSION RD & W VETERANS PL,32.181698,-111.00311,,,,,0
11997,,Mission/C La Paz,S MISSION RD & C LA PAZ,32.184393,-111.002895,,,,,0
11999,,Mission/2800 Block,S MISSION RD & W 36TH ST,32.189005,-110.999646,,,,,0
12000,,36th St/Mission,W 36TH ST & S MISSION RD,32.192368,-110.999847,,,,,0
12001,,36th St/Lands End,W 36TH ST & S LANDS END RD,32.192376,-111.003834,,,,,0
12002,,36th St/Enchanted Hills,W 36TH ST & S ENCHANTED HILLS DR,32.192379,-111.007117,,,,,0
12004,,La Cholla/San Juan,S LA CHOLLA BLVD & W SAN JUAN TRL,32.199129,-111.011607,,,,,0
12005,,La Cholla/A Mountain Ctr,S LA CHOLLA BLVD,32.201507,-111.011702,,,,,0
12006,,San Marcos/Cmo Santiago,W SAN MARCOS BLVD & S CMO SANTIAGO,32.203057,-111.007344,,,,,0
12007,,San Marcos/Cmo del Sierra,W SAN MARCOS BLVD & S CMO DEL SIERRA,32.203043,-111.005015,,,,,0
12008,,San Marcos/San Jacinto,W SAN MARCOS BLVD & S SAN JACINTO DR,32.203075,-111.002989,,,,,0
12010,,San Marcos/Mission,W SAN MARCOS BLVD & S MISSION RD,32.202913,-110.995979,,,,,0
12011,,Silverlake/Silverlake Estates,W SILVERLAKE RD & UNNAMED,32.199405,-110.993436,,,,,0
12012,,Silverlake/Cottonwood,W SILVERLAKE RD & S COTTONWOOD LN,32.199427,-110.99007,,,,,0
12013,,Silverlake/Santa Cruz,W SILVERLAKE RD & S SANTA CRUZ LN,32.199455,-110.986051,,,,,0
12014,,Silverlake/I-10 Interstate,W SILVERLAKE RD & S I19 RAMP,32.199368,-110.980127,,,,,0
12015,,29th St/11th Av,W 29TH ST & S 11TH AVE,32.199445,-110.976253,,,,,0
12016,,29th St/10th Av,W 29TH ST & S 10TH AVE,32.199485,-110.97428,,,,,0
12017,,29th St/8th Av,W 29TH ST & S 8TH AVE,32.199516,-110.971244,,,,,0
12018,,4th Av/28th St,S 4TH AV & E 28TH ST,32.200256,-110.965372,,,,,0
12019,,4th Av/26th St,S 4TH AVE & E 26TH ST,32.202973,-110.965367,,,,,0
12020,,4th Av/24th St,S 4TH AVE & E 23RD ST,32.205376,-110.965335,,,,,0
12021,,4th Av/22nd St,S 4TH AVE & E 22ND ST,32.207278,-110.965335,,,,,0
12022,,4th Av/20th St,S 4TH AVE & E 20TH ST,32.209701,-110.965427,,,,,0
12023,,4th Av/17th St,S 4TH AVE & E 17TH ST,32.21357,-110.965452,,,,,0
12024,,4th Av/15th St,S 4TH AVE & E 15TH ST,32.21651,-110.965475,,,,,0
12025,,12th St/4th Av,E 12TH ST & S HERBERT AVE,32.21997,-110.965838,,,,,0
12043,,Los Reales/Missiondale,W LOS REALES RD & S MISSIONDALE RD,32.119529,-110.96929,,,,,0
12045,,Los Reales/San Fernando,W LOS REALES RD & S SAN FERNANDO RD,32.119556,-110.973132,,,,,0
12046,,12th Av/Los Reales,S 12TH AVE & W LOS REALES RD,32.119932,-110.977463,,,,,0
12050,,12th Av/Medina,S 12TH AVE & W C CASTILE,32.130665,-110.977542,,,,,0
12051,,Valencia/San Fernando,W VALENCIA RD & S SAN FERNANDO RD,32.133868,-110.973004,,,,,0
12061,,6th Av/Thoroughbred,S 6TH AV & E THOROUGHBRED ST,32.159318,-110.968243,,,,,0
12062,,6th Av/Nebraska,S 6TH AVE & E NEBRASKA ST,32.155599,-110.96814,,,,,0
12063,,6th Av/Alaska,S 6TH AV & E ALASKA ST,32.154175,-110.968174,,,,,0
12067,,Park/Drexel,S PARK AVE & E DREXEL RD,32.148338,-110.956246,,,,,0
12079,,10th Av/23rd St,S 10TH AVE & W 23RD ST,32.205241,-110.974721,,,,,0
12084,,1st Av/Grant,N 1ST AVE & E ALTURAS ST,32.250746,-110.960875,,,,,0
12086,,Prince/Stone,W PRINCE RD & N STONE AVE,32.272107,-110.972576,,,,,0
12087,,Prince/Flowing Wells,W PRINCE RD & N FLOWING WELLS RD,32.272264,-110.995691,,,,,0
12094,,Prince/Flowing Wells,W PRINCE RD & N FLOWING WELLS RD,32.271987,-110.994456,,,,,0
12095,,Stone/Prince,N STONE AVE & E KING RD,32.272488,-110.971952,,,,,0
12096,,Prince/Stone,W PRINCE RD & N STONE AVE,32.271848,-110.972414,,,,,0
12098,,1st Av/Grant,N 1ST AVE & E GRANT RD,32.250621,-110.961046,,,,,0
12102,,12th Av/Valencia,S 12TH AVE & W VALENCIA RD,32.135143,-110.977545,,,,,0
12104,,12th Av/Santa Maria,S 12TH AVE & W SANTA MARIA ST,32.137913,-110.977532,,,,,0
12106,,12th Av/Bilby,S 12TH AVE & W BILBY RD,32.141601,-110.977485,,,,,0
12107,,12th Av/C Alvord,S 12TH AVE & W C RAMONA,32.14529,-110.97747,,,,,0
12108,,12th Av/Drexel,S 12TH AVE & W DREXEL RD,32.14896,-110.977476,,,,,0
12109,,12th Av/Canada St,S 12TH AVE & W CANADA ST,32.151436,-110.97747,,,,,0
12111,,Liberty/Utah,S LIBERTY AVE & W UTAH ST,32.157678,-110.973286,,,,,0
12114,,12th Av/Nebraska,S 12TH AVE & W NEBRASKA ST,32.15622,-110.977435,,,,,0
12115,,12th Av/Wyoming,S 12TH AVE & W WYOMING ST,32.159331,-110.977426,,,,,0
12116,,12th Av/Irvington,S 12TH AVE & W IRVINGTON RD,32.163596,-110.977352,,,,,0
12117,,12th Av/Ohio,S 12TH AVE & W OHIO ST,32.167411,-110.977367,,,,,0
12118,,12th Av/Pennsylvania,S 12TH AVE & W PENNSYLVANIA DR,32.171686,-110.977409,,,,,0
12120,,12th Av/Palmdale,S 12TH AV & W PALMDALE ST,32.175293,-110.977426,,,,,0
12123,,12th Av/Veterans,S 12TH AV & W VETERANS BL,32.181637,-110.977439,,,,,0
12124,,10th Av/44th St,S 10TH AV & W 43RD ST,32.185534,-110.975572,,,,,0
12125,,10th Av/41st St,S 10TH AV & W 41ST ST,32.187965,-110.974382,,,,,0
12127,,10th Av/36th St,S 10TH AVE & W 36TH ST,32.192803,-110.974474,,,,,0
12128,,10th Av/32nd St,S 10TH AV & W 32ND ST,32.196346,-110.974425,,,,,0
12129,,10th Av/26th St,S 10TH AVE & W 26TH ST,32.20276,-110.97456,,,,,0
12130,,10th Av/23rd St,S 10TH AVE & W 23RD ST,32.205784,-110.974584,,,,,0
12132,,10th Av/19th St,S 10TH AVE & W 19TH ST,32.211012,-110.974632,,,,,0
12133,,Main/17th St,S MAIN AVE & W 17TH ST,32.213282,-110.974248,,,,,0
12140,,Stone/University,N STONE AVE & E 2ND ST,32.231838,-110.9717,,,,,0
12142,,Drachman/Stone,W DRACHMAN ST & N STONE AVE,32.239528,-110.972204,,,,,0
12143,,Drachman/11th Av,W DRACHMAN ST & N 11TH AVE,32.239513,-110.976268,,,,,0
12150,,Oracle/Blacklidge,N ORACLE RD & W BLACKLIDGE DR,32.261514,-110.977954,,,,,0
12151,,Oracle/Ft Lowell,N ORACLE RD & W FORT LOWELL RD,32.265255,-110.977908,,,,,0
12152,,Oracle/Yavapai,N ORACLE RD & W YAVAPAI RD,32.270091,-110.977979,,,,,0
12153,,Oracle/Prince,N ORACLE RD & W PRINCE RD,32.272734,-110.977978,,,,,0
12154,,Oracle/Pastime,N ORACLE RD & W PASTIME RD,32.275688,-110.978042,,,,,0
12155,,Oracle/Roger,N ORACLE RD & W ROGER RD,32.279394,-110.978026,,,,,0
12156,,Oracle/Limberlost,N ORACLE RD & W LIMBERLOST DR,32.283155,-110.978053,,,,,0
12157,,Wetmore/Oracle,W WETMORE RD & N ORACLE RD,32.286382,-110.977745,,,,,0
12159,,Oracle/River,N ORACLE RD & W RIVER RD,32.297703,-110.978141,,,,,0
12162,,Oracle/Cresta Loma,N ORACLE RD & W CRESTA LOMA DR,32.304675,-110.978317,,,,,0
12164,,Oracle/Las Lomitas,N ORACLE RD & W LAS LOMITAS RD,32.313161,-110.977738,,,,,0
12169,,Oracle/Casas Adobes Rd,N ORACLE RD & N CASAS ADOBES RD,32.330569,-110.976527,,,,,0
12171,,Glenn/Cloverland,E GLENN ST & N BEVERLY AVE,32.257904,-110.880185,,,,,0
12175,,Ina/La Oesta,W INA RD & N LA OESTA AVE,32.337295,-110.987566,,,,,0
12178,,Ina/Express Care,,32.337335,-111.000671,,,,,0
12183,,Ina/Crystal Cave,W INA RD & CRYSTAL CAVE,32.337424,-111.022462,,,,,0
12191,,Oracle/Suffolk Dr,N ORACLE RD & W MAGEE RD,32.345573,-110.976024,,,,,0
12193,,Oracle/Mountain Vista,N ORACLE RD & W MOUNTAIN VISTA DR,32.355825,-110.973695,,,,,0
12194,,Oracle/Hardy Rd,N ORACLE RD & E HARDY RD,32.366577,-110.969375,,,,,0
12195,,Oracle/C Concordia,N ORACLE RD & E C CONCORDIA,32.373946,-110.966158,,,,,0
12196,,Oracle/Linda Vista,N ORACLE RD & E LINDA VISTA BLVD,32.381291,-110.963797,,,,,0
12197,,Oracle/El Conquistador Wy,N ORACLE RD & E EL CONQUISTADOR WAY,32.388554,-110.964225,,,,,0
12198,,Oracle/1st Av (OroValley),N ORACLE RD & UNKNOWN,32.400294,-110.95491,,,,,0
12209,,Ina/La Cholla,W INA RD & N LA CHOLLA BLVD,32.337171,-111.012261,,,,,0
12210,,Ina/Casablanca,W INA RD & N CASABLANCA DR,32.33711,-111.008508,,,,,0
12211,,Ina/Magic Ln,W INA RD & N MAGIC PL,32.337168,-111.005015,,,,,0
12212,,Ina/Express Care,W INA RD & N 1ST AVE,32.337107,-110.999869,,,,,0
