stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
3,,Park/Speedway,N PARK AVE & E SPEEDWAY BLVD,32.236753,-110.956685,,,,,0
4,,Glenn/Campbell,E GLENN ST & N CAMPBELL AV,32.257543,-110.943543,,,,,0
5,,Glenn/Alvernon,E GLENN ST & N ALVERNON WAY,32.257785,-110.909233,,,,,0
8,,Glenn/Alvernon,E GLENN ST & N HASKELL DR,32.257945,-110.910127,,,,,0
9,,Glenn/Campbell,E GLENN ST & N CAMPBELL AV,32.257615,-110.943542,,,,,0
14,,Forgeus/36th St,S FORGEUS STRAV & E 36TH ST,32.192682,-110.935772,,,,,0
18,,UAMC/Kino Campus,UAMC KINO,32.17689,-110.930741,,,,,0
20,,Escalante/Pantano,E ESCALANTE RD & S PANTANO RD,32.17723,-110.823121,,,,,0
21,,Stella/Kolb,E STELLA RD & S KOLB RD,32.184746,-110.841452,,,,,0
22,,Wilmot/Broadway,S WILMOT RD & E BROADWAY BLVD,32.220401,-110.8581,,,,,0
23,,5th St/Alvernon,E 5TH ST & N ALVERNON WAY,32.228973,-110.91003,,,,,0
25,,Downtown Ronstadt Center,W RONSTADT TRANSIT CENTER DR,32.222626,-110.968119,,,,,0
28,,Downtown Ronstadt Center,W RONSTADT TRANSIT CENTER DR & E TANQUE VERDE RD,32.222474,-110.968219,,,,,0
29,,6th St/Campbell,E 6TH ST & N CAMPBELL AVE,32.227727,-110.942714,,,,,0
30,,5th St/Alvernon,E 5TH ST & N ALVERNON WAY,32.228805,-110.909321,,,,,0
32,,Stella/Kolb,E STELLA RD & S KOLB RD,32.184594,-110.840733,,,,,0
34,,Pima College East Campus,S FRED ENKE DR & E PCC EAST PL,32.166109,-110.815521,,,,,0
35,,Harrison/Golf Links,S HARRISON RD & E GOLF LINKS RD,32.192619,-110.789644,,,,,0
36,,Speedway/Harrison Park N Ride,E SH PARK N RIDE WAY & N EUCLID AVE,32.23501,-110.790247,,,,,0
40,,Speedway/Alvernon,E SPEEDWAY BLVD & N ALVERNON WAY,32.236315,-110.910143,,,,,0
41,,Speedway/Campbell,E SPEEDWAY BLVD & N WARREN AVE,32.236178,-110.944438,,,,,0
42,,6th Av/Pennington,N 6TH AVE & W RONSTADT TRANSIT CENTER DR,32.223375,-110.968582,,,,,0
45,,Speedway/Campbell,E SPEEDWAY BL & N CAMPBELL AV,32.235911,-110.943469,,,,,0
46,,Speedway/Alvernon,E SPEEDWAY BLVD & N ALVERNON WAY,32.236046,-110.909159,,,,,0
47,,Speedway/Wilmot,E SPEEDWAY BLVD & N WILMOT RD,32.235564,-110.857491,,,,,0
48,,Kolb/Golf Links,S KOLB RD & E 34TH ST,32.192325,-110.840761,,,,,0
51,,Harrison/Golf Links,S HARRISON RD & E GOLF LINKS RD,32.192908,-110.789843,,,,,0
53,,Pima/Alvernon,E PIMA ST & N ROSEMARY DR,32.243463,-110.909953,,,,,0
54,,Pima/Alvernon,E PIMA ST & N ALVERNON WAY,32.243415,-110.909335,,,,,0
57,,Park/Bilby,S PARK AV & E BILBY RD,32.141665,-110.956025,,,,,0
58,,Park/Ajo,S PARK AVE & E AJO WAY,32.178281,-110.956155,,,,,0
60,,Euclid/6th St,N EUCLID AVE & E 5TH ST,32.228305,-110.959311,,,,,0
64,,Fort Lowell/1st Avenue,E FORT LOWELL RD & N 1ST AVE,32.26468,-110.960637,,,,,0
65,,Euclid/6th St,N EUCLID AVE & E 6TH ST,32.227424,-110.959551,,,,,0
67,,Park/Ajo,S PARK AVE & E AJO WAY,32.178865,-110.956384,,,,,0
70,,22nd St/Wilmot,E 22ND ST & S WILMOT RD,32.206884,-110.858354,,,,,0
71,,22nd St/Alvernon,E 22ND ST & S ALVERNON WAY,32.20689,-110.909141,,,,,0
74,,22nd St/Alvernon,E 22ND ST & S ALVERNON WAY,32.207114,-110.910221,,,,,0
75,,22nd St/Wilmot,E 22ND ST & S WILMOT RD,32.20658,-110.857583,,,,,0
76,,6th Av/29th St,S 6TH AVE & E 29TH ST,32.199712,-110.968349,,,,,0
78,,Broadway/Randolph Way,E BROADWAY BLVD & S RANDOLPH WAY,32.221466,-110.917685,,,,,0
81,,Wilmot/Broadway,N WILMOT RD & E BROADWAY BLVD,32.221957,-110.857742,,,,,0
82,,Tanque Verde/Sabino Canyon,E TANQUE VERDE RD & N SABINO CANYON RD,32.250925,-110.841251,,,,,0
85,,Sabino Canyon/Tanque Verde,N SABINO CANYON RD & E REDBUD RD,32.248837,-110.840989,,,,,0
86,,Broadway/Wilmot,E BROADWAY BLVD & N WILMOT RD,32.221399,-110.858377,,,,,0
89,,Broadway/Randolph Way,E BROADWAY BLVD & S RANDOLPH WAY,32.221737,-110.91861,,,,,0
91,,6th Av/29th St,S 6TH AVE & W 29TH ST,32.199086,-110.968585,,,,,0
92,,Catalina Hy/Tanque Verde,E CATALINA HWY & E TANQUE VERDE RD,32.259294,-110.798893,,,,,0
95,,Cloud Rd/Pantano,E CLOUD RD & N PANTANO RD,32.268882,-110.823921,,,,,0
96,,Grant/Craycroft,E GRANT RD & N CRAYCROFT RD,32.250872,-110.875747,,,,,0
100,,UA Mall,E UNIVERSITY BLVD & UNKNOWN,32.231702,-110.946885,,,,,0
106,,Campbell Av/Grant@Edison,N CAMPBELL AVE & E EDISON ST,32.249054,-110.944263,,,,,0
107,,Grant/Alvernon,E GRANT RD & N ALVERNON WAY,32.25048,-110.909524,,,,,0
108,,Grant/Craycroft,E GRANT RD & N CRAYCROFT RD,32.250559,-110.875034,,,,,0
109,,Sabino Canyon/Tanque Verde,N SABINO CANYON RD & E TANQUE VERDE RD,32.25236,-110.840697,,,,,0
116,,Oracle/Grant,N ORACLE RD & W GRANT RD,32.249231,-110.97831,,,,,0
117,,Ajo/Park Av,E AJO WAY & S PARK AVE,32.177956,-110.957181,,,,,0
118,,Tucson Intl Airport,S TUCSON BLVD & N TOOLE AVE,32.12276,-110.938568,,,,,0
119,,Butterfield Dr/Gas Rd,S BUTTERFIELD DR & E GAS RD,32.166238,-110.915813,,,,,0
120,,Alvernon/Broadway,N ALVERNON WAY & E BROADWAY BLVD,32.221808,-110.90947,,,,,0
121,,Alvernon/Grant,N ALVERNON WAY & E GRANT RD,32.251315,-110.909612,,,,,0
122,,Dodge/River,N DODGE LOOP & E KLEINDALE RD,32.273786,-110.913777,,,,,0
124,,Alvernon/Grant,N ALVERNON WAY & E GRANT RD,32.250399,-110.909802,,,,,0
125,,Alvernon/Broadway,S ALVERNON WAY & E BROADWAY BLVD,32.221323,-110.90973,,,,,0
126,,Butterfield Dr/Gas Rd,S BUTTERFIELD DR & E GAS RD,32.166467,-110.915881,,,,,0
128,,Ajo/Park Av,E AJO WY & S PARK AV,32.177774,-110.95603,,,,,0
129,,Downtown Ronstadt Center,W RONSTADT TRANSIT CENTER DR,32.223312,-110.968239,,,,,0
130,,St Mary's/Grande,W SAINT MARYS RD & N GRANDE AVE,32.229673,-110.990063,,,,,0
132,,Congress/Grande,W CONGRESS ST & N GRANDE AVE,32.220083,-110.988842,,,,,0
134,,Craycroft/29th St,S CRAYCROFT RD & E 29TH ST,32.199957,-110.87502,,,,,0
135,,29th St/Irving,E 29TH ST & S IRVING AVE,32.199704,-110.904742,,,,,0
136,,Alvernon/22nd St,S ALVERNON WAY & E 22ND ST,32.206401,-110.909716,,,,,0
139,,Alvernon/22nd St,S ALVERNON WY & E 22ND ST,32.207339,-110.909478,,,,,0
140,,29th St/Irving,E 29TH ST & S IRVING AVE,32.199861,-110.905239,,,,,0
142,,Golf Links/Kolb,E GOLF LINKS RD & S KOLB RD,32.191814,-110.838806,,,,,0
143,,Country Club/22nd St,S COUNTRY CLUB RD & E 21ST ST,32.207905,-110.92652,,,,,0
144,,Campbell Av/Broadway,N CAMPBELL AV & E BROADWAY BL,32.221593,-110.94367,,,,,0
148,,Campbell Av/Prince,N CAMPBELL AV & E PRINCE RD,32.272572,-110.943717,,,,,0
149,,Campbell Av/Prince,N CAMPBELL AVE & E PRINCE RD,32.272553,-110.943883,,,,,0
153,,Kino Pw/Broadway,S KINO PW & E BROADWAY BLVD,32.221086,-110.944123,,,,,0
155,,12th Av/Valencia,S 12TH AVE & W VALENCIA RD,32.132741,-110.977924,,,,,0
156,,10th Av/29th St,S 10TH AVE & W 29TH ST,32.199811,-110.974531,,,,,0
157,,Oracle/Grant,N ORACLE RD & W GRANT RD,32.25147,-110.977858,,,,,0
159,,Lowe's/Ina,N THORNYDALE PLAZA LOOP & W CRESTA LOMA DR,32.335372,-111.049821,,,,,0
161,,Oracle/Honeywell,N ORACLE PARK N RIDE DR,32.407655,-110.943027,,,,,0
165,,Oracle/Ina,N ORACLE RD & W INA RD,32.336696,-110.977684,,,,,0
167,,10th Av/29th St,S 10TH AVE & W 29TH ST,32.199602,-110.974719,,,,,0
170,,Country Club/Broadway,N COUNTRY CLUB RD & E BROADWAY BLVD,32.221776,-110.926487,,,,,0
171,,Country Club/Grant,N COUNTRY CLUB RD & E GRANT RD,32.250691,-110.926768,,,,,0
172,,Prince/1st Av,E PRINCE RD & N 1ST AVE,32.271909,-110.961534,,,,,0
173,,Romero/Wetmore,N ROMERO RD & W WETMORE RD,32.286248,-111.003532,,,,,0
174,,Davis/Fire Station,N DAVIS AVE & W CURTIS RD,32.300806,-111.026923,,,,,0
177,,Prince/1st Av,E PRINCE RD & N 1ST AV,32.272165,-110.961605,,,,,0
178,,Country Club/Grant,N COUNTRY CLUB RD & E GRANT RD,32.250593,-110.92697,,,,,0
179,,Country Club/Broadway,S COUNTRY CLUB RD & E BROADWAY BLVD,32.221228,-110.926705,,,,,0
184,,Grant/Oracle,W GRANT RD & N ORACLE RD,32.250401,-110.978766,,,,,0
186,,Grant/Silverbell,W GRANT RD & N SILVERBELL RD,32.250537,-111.01291,,,,,0
187,,Grant/Oracle,W GRANT RD & N ORACLE RD,32.250084,-110.977287,,,,,0
188,,Speedway/Grande,W SPEEDWAY BLVD & N GRANDE AVE,32.235468,-110.989849,,,,,0
189,,Riverview/Speedway,N RIVERVIEW BLVD & W SPEEDWAY BLVD,32.236142,-110.994066,,,,,0
192,,Riverview/Speedway,N RIVERVIEW BL & W SPEEDWAY BL,32.236163,-110.994157,,,,,0
193,,Pima College Desert Vista Campus,S PCC DESERT VISTA PL & N TYNDALL AVE,32.145884,-110.988565,,,,,0
194,,Midvale Park/Valencia,S MIDVALE PARK RD & W VALENCIA RD,32.134066,-110.998764,,,,,0
195,,Mission/Ajo,S MISSION RD & W AJO WAY,32.178262,-111.003154,,,,,0
196,,San Marcos/La Cholla,W SAN MARCOS BL & S LA CHOLLA BL,32.203073,-111.011308,,,,,0
197,,29th St/6th Av,E 29TH ST & S 6TH AVE,32.199513,-110.968255,,,,,0
198,,29th St/6th Av,W 29TH ST & S 6TH AVE,32.19958,-110.968866,,,,,0
199,,San Marcos/La Cholla,W SAN MARCOS BLVD & S LA CHOLLA BLVD,32.20324,-111.011255,,,,,0
200,,Mission/Ajo,S MISSION RD & W AJO WAY,32.177506,-111.003405,,,,,0
201,,Valencia/Midvale Park Rd,W VALENCIA RD & S MIDVALE PARK RD,32.133888,-110.999654,,,,,0
207,,6th Av/Drexel,S 6TH AVE & W DREXEL RD,32.14882,-110.968021,,,,,0
208,,6th Av/Drexel,S 6TH AVE & E DREXEL RD,32.148324,-110.968079,,,,,0
209,,Craycroft/I-10 TTT,S CRAYCROFT RD & E REX STRAV,32.126891,-110.875147,,,,,0
212,,Drexel/Country Club,E DREXEL RD & S BONNEY AVE,32.148883,-110.92592,,,,,0
213,,Irvington/Campbell,E IRVINGTON RD & S CAMPBELL AVE,32.163372,-110.943984,,,,,0
217,,Drexel/Country Club,E DREXEL RD & S COUNTRY CLUB RD,32.148716,-110.925921,,,,,0
219,,Belvedere/Benson Hwy,S BELVEDERE AVE & E BENSON HWY,32.139407,-110.896394,,,,,0
220,,Campbell Av/Adams,N CAMPBELL AVE & E ADAMS ST,32.240839,-110.94418,,,,,0
222,,Drexel/Mission,W DREXEL RD & S MISSION RD,32.14833,-111.012549,,,,,0
223,,Drexel/Mission,W DREXEL RD & S MISSION RD,32.1484,-111.013603,,,,,0
226,,Speedway/Grande,W SPEEDWAY BLVD & N GRANDE AVE,32.235709,-110.990545,,,,,0
229,,Valencia/Missiondale,W VALENCIA RD & S MISSIONDALE RD,32.13419,-110.968889,,,,,0
230,,Valencia/Midvale Park Rd,W VALENCIA RD & W COMMERCE CT,32.13368,-110.997962,,,,,0
231,,Cardinal/Valencia,S CARDINAL AVE & W BARREL DR,32.132344,-111.028916,,,,,0
234,,C Tetakusim/Cmo de Oeste,TETAKUSIM & S CMO DE OESTE,32.114866,-111.063646,,,,,0
238,,Valencia/Cardinal,W VALENCIA RD & S CARDINAL AVE,32.133689,-111.025762,,,,,0
240,,6th Av/Valencia,S 6TH AVE & E VALENCIA RD,32.134741,-110.967856,,,,,0
242,,Swan/22nd St,S SWAN RD & E DOUGLAS ST,32.207325,-110.892154,,,,,0
244,,Swan/Speedway,N SWAN RD & E HELEN ST,32.236511,-110.892432,,,,,0
245,,Swan/Grant,N SWAN RD & E GRANT RD,32.251004,-110.892518,,,,,0
246,,Swan/Ft. Lowell,N SWAN RD & E FORT LOWELL RD,32.261186,-110.892556,,,,,0
248,,Swan/Grant,N SWAN RD & E GRANT RD,32.250312,-110.892823,,,,,0
249,,Swan/Speedway,N SWAN RD & E 1ST ST,32.235812,-110.892769,,,,,0
252,,Swan/22nd St,S SWAN RD & E JUAREZ ST,32.205761,-110.892452,,,,,0
255,,Craycroft/29th St,S CRAYCROFT RD & E 29TH ST,32.199445,-110.875196,,,,,0
257,,Craycroft/Grant,N CRAYCROFT RD & E GRANT RD,32.251155,-110.87518,,,,,0
258,,Fort Lowell/Alvernon,E FORT LOWELL RD & N ALVERNON WAY,32.265267,-110.910229,,,,,0
259,,Fort Lowell/Winstel,E FORT LOWELL RD & N WINSTEL BLVD,32.265043,-110.910813,,,,,0
261,,Craycroft/Broadway,S CRAYCROFT RD & E BROADWAY BLVD,32.221279,-110.875315,,,,,0
265,,Pantano/Broadway,S PANTANO RD & E BROADWAY BLVD,32.22057,-110.823976,,,,,0
266,,Pantano/22nd St,S PANTANO RD & E 22ND ST,32.207,-110.823717,,,,,0
268,,Ajo/Mission,W AJO WAY & S MISSION RD,32.177717,-111.00269,,,,,0
270,,La Cholla/Ina,N LA CHOLLA BLVD & W INA RD,32.337809,-111.012613,,,,,0
271,,Ina/La Cholla,W INA RD & N LA CHOLLA BLVD,32.337373,-111.01313,,,,,0
272,,Ina/Oldfather,W INA RD & N OLDFATHER RD,32.33742,-111.055138,,,,,0
273,,Ina/Cmo De La Cruz,W INA RD & N CAMINO DE LA CRUZ,32.337687,-111.06041,,,,,0
274,,Broadway/Church,W BROADWAY BLVD & S CHURCH,32.221188,-110.973114,,,,,0
280,,Ina/Cmo De La Cruz,W INA RD & N CAMINO DE LA CRUZ,32.337525,-111.060326,,,,,0
281,,Ina/Oldfather,W INA RD & N OLDFATHER RD,32.337672,-111.055179,,,,,0
283,,Ina/La Cholla,W INA RD & N LA CHOLLA BLVD,32.337141,-111.0161,,,,,0
284,,Oracle/Orange Grove,N ORACLE RD & S PICNIC PL,32.323261,-110.974774,,,,,0
287,,Oracle/Orange Grove,N ORACLE RD & W ORANGE GROVE RD,32.322249,-110.974914,,,,,0
289,,Sunrise Dr/Swan,E SUNRISE DR & N SWAN RD,32.308467,-110.893164,,,,,0
290,,Sunrise Dr/Swan,E SUNRISE DR & N SWAN RD,32.308292,-110.891458,,,,,0
292,,Alvernon/27th St,S ALVERNON WY & E 27TH ST,32.202915,-110.909425,,,,,0
295,,Raytheon/Center,S MISSILE LOOP & S RAYTHEON WAY,32.105239,-110.941273,,,,,0
303,,Alvernon/27th St,S ALVERNON WY & E 27TH ST,32.202531,-110.909611,,,,,0
304,,22nd St/Craycroft,E 22ND ST & S BEVERLY AVE,32.207076,-110.876059,,,,,0
307,,Broadway/Swan,E BROADWAY BLVD & S SWAN RD,32.221392,-110.891927,,,,,0
308,,Broadway/Swan,E BROADWAY BLVD & N SWAN RD,32.22168,-110.89269,,,,,0
311,,22nd St/Craycroft,E 22ND ST & S CRAYCROFT RD,32.206763,-110.874616,,,,,0
312,,Stella/Charlotte,E STELLA RD & S CHARLOTTE AV,32.184743,-110.83748,,,,,0
321,,Raytheon/C Gate,C GATE & RAYTHEON,32.101154,-110.938407,,,,,0
322,,Raytheon/Building 830,S RAYTHEON WAY,32.104331,-110.938545,,,,,0
324,,Raytheon/Building 840,BUILDING 840 & RAYTHEON,32.105267,-110.945805,,,,,0
325,,Raytheon/Building 847,BUILDING 847 & RAYTHEON,32.105249,-110.953831,,,,,0
330,,Park/Sun Tran,S PARK AV & PRICE CENTER RD,32.172633,-110.956143,,,,,0
331,,12th Av/Ajo,S 12TH AV & W AJO WY,32.178039,-110.977427,,,,,0
333,,1st Av/Ft Lowell,N 1ST AVE & E FORT LOWELL RD,32.264473,-110.961076,,,,,0
334,,Prince/Oracle,W PRINCE RD & N ORACLE RD,32.272096,-110.978453,,,,,0
335,,Prince/Romero,W PRINCE RD & N POMONA RD,32.272167,-111.002504,,,,,0
338,,12th Av/Ajo,S 12TH AVE & W AJO WAY,32.177604,-110.977732,,,,,0
342,,Prince/Oracle,W PRINCE RD & N ORACLE RD,32.27182,-110.977514,,,,,0
343,,1st Av/Ft Lowell,N 1ST AVE & E NAVAJO RD,32.265489,-110.960899,,,,,0
10858,,Alameda/Stone,E ALAMEDA ST,32.224426,-110.970948,,,,,0
10859,,Church/Pennington,N CHURCH AVE & W PENNINGTON ST,32.222785,-110.972711,,,,,0
10860,,Broadway/6th Av,E BROADWAY BLVD & S 6TH AVE,32.221096,-110.968505,,,,,0
10861,,Broadway/4th Av,E BROADWAY BLVD & S 4TH AVE,32.221165,-110.965693,,,,,0
10862,,Euclid/12th St,S EUCLID AVE & E 12TH ST,32.219714,-110.959534,,,,,0
10864,,22nd St/Park,E 22ND ST & S PARK AVE,32.206749,-110.955843,,,,,0
10868,,Campbell Av/Barleycorn,S CAMPBELL AV & E BARLEYCORN LN,32.199359,-110.943721,,,,,0
10869,,31st St/Campbell,E 31ST ST & S CAMPBELL AVE,32.197415,-110.942642,,,,,0
10870,,31st St/Amalia,E 31ST ST & S AMALIA AV,32.197421,-110.940471,,,,,0
10871,,Plumer/33rd St,S PLUMER AV & E 33RD ST,32.196235,-110.939291,,,,,0
10872,,Menor Stv/Norton,E MENOR SV & S NORTON AV,32.196114,-110.936585,,,,,0
10873,,Menor Stv/Forgeus,E MENOR SV & S FORGEUS SV,32.194174,-110.934242,,,,,0
10874,,Forgeus/36th St,S FORGEUS STRAV & E 36TH ST,32.192808,-110.935845,,,,,0
10875,,36th St/Kramer,E 36TH ST & S KRAMER AVE,32.19252,-110.941977,,,,,0
10876,,Campbell Av/36th St,S CAMPBELL AVE & E 36TH ST,32.191661,-110.943638,,,,,0
10877,,Campbell Av/Cochise Vista,S CAMPBELL AVE & S CAPRI CIR,32.18717,-110.943632,,,,,0
10878,,Campbell Av/Duvall Vista,S CAMPBELL AVE & S CAPRI CIR,32.185608,-110.943629,,,,,0
10879,,Campbell Av/Fayette Vista,S CAMPBELL AVE & E FAYETTE VISTA,32.184074,-110.943626,,,,,0
10880,,Hidalgo Vista/Campbell,E HIDALGO VISTA & S CAMPBELL AV,32.181964,-110.943021,,,,,0
10881,,Hidalgo Vista/Naco Vista,E HIDALGO VISTA & S NACO VISTA,32.183842,-110.939314,,,,,0
10882,,Hidalgo Vista/Lloyd Vista,E HIDALGO VISTA & S LLOYD VISTA,32.184818,-110.937727,,,,,0
10883,,Pinal Vista/Hidalgo Vista,E PINAL VISTA & E HIDALGO VISTA,32.186519,-110.936284,,,,,0
10884,,Pinal Vista/Sunland Vista,E PINAL VISTA & S SUNLAND VISTA,32.187184,-110.934304,,,,,0
10885,,Pinal Vista/Forgeus,E PINAL VISTA & S FORGEUS AV,32.187696,-110.932241,,,,,0
10886,,Pinal Vista/Coconino Vista,E PINAL VISTA & E COCONINO VISTA,32.188369,-110.929932,,,,,0
10887,,Pinal Vista/Rickey Vista,E PINAL VISTA & E RICKEY VISTA,32.189747,-110.929289,,,,,0
10893,,Country Club/Ajo,S COUNTRY CLUB RD & E AJO WAY,32.177531,-110.926545,,,,,0
10895,,Country Club/Ajo,S COUNTRY CLUB RD & E AJO WAY,32.178338,-110.926271,,,,,0
10899,,Country Club/Food Bank,S COUNTRY CLUB RD & E RICKEY VISTA,32.189232,-110.926416,,,,,0
10901,,Pinal Vista/Rickey Vista,E PINAL VISTA & E RICKEY VISTA,32.189563,-110.929534,,,,,0
10902,,Pinal Vista/Coconino Vista,E PINAL VISTA & E COCONINO VISTA,32.18808,-110.930361,,,,,0
10903,,Pinal Vista/Forgeus,E PINAL VISTA & S FORGEUS AVE,32.18786,-110.932729,,,,,0
10904,,Pinal Vista/Sunland Vista,E PINAL VISTA & S SUNLAND VISTA,32.187323,-110.934452,,,,,0
10905,,Hidalgo Vista/Pinal Vista,E HIDALGO VISTA & E PINAL VISTA,32.186496,-110.936721,,,,,0
10906,,Hidalgo Vista/Lloyd Vista,E HIDALGO VISTA & S LLOYD VISTA,32.184914,-110.937807,,,,,0
10907,,Hidalgo Vista/Naco Vista,E HIDALGO VISTA & S NACO VISTA,32.183614,-110.939686,,,,,0
10908,,Hidalgo Vista/Campbell,E HIDALGO VISTA & S CAMPBELL AVE,32.182128,-110.94304,,,,,0
10909,,Campbell Av/Fayette Vista,S CAMPBELL AVE & E IRENE VISTA,32.183828,-110.943439,,,,,0
10910,,Campbell Av/Duvall Vista,S CAMPBELL AVE & S CAPRI CIR,32.18538,-110.943444,,,,,0
10911,,Campbell Av/Cochise Vista,S CAMPBELL AVE & E PINAL VISTA,32.187787,-110.94344,,,,,0
10912,,36th St/Campbell,E 36TH ST & S CAMPBELL AVE,32.192285,-110.942981,,,,,0
10913,,36th St/Plumer,E 36TH ST & S PLUMER AVE,32.192355,-110.938962,,,,,0
10918,,31st St/Campbell,E 31ST ST & S CAMPBELL AVE,32.19757,-110.943106,,,,,0
10919,,Campbell Av/Barleycorn,S CAMPBELL AV & E BARLEYCORN LN,32.199743,-110.943545,,,,,0
10922,,22nd St/Santa Rita,E 22ND ST & SANTA RITA,32.206979,-110.953389,,,,,0
10923,,22nd St/Park,E 22ND ST & S PARK AVE,32.206949,-110.956576,,,,,0
10925,,Broadway/Euclid,E BROADWAY BLVD & N EUCLID AVE,32.22152,-110.959897,,,,,0
10926,,6th Av/Irvington,S 6TH AVE & E IRVINGTON RD,32.163709,-110.968052,,,,,0
10927,,6th Av/Oklahoma,S 6TH AVE & W OKLAHOMA ST,32.165405,-110.968078,,,,,0
10928,,6th Av/Illinois,S 6TH AVE & W ILLINOIS ST,32.168589,-110.968109,,,,,0
10929,,6th Av/Michigan,S 6TH AVE & E MICHIGAN DR,32.170158,-110.968115,,,,,0
10930,,6th Av/District,S 6TH AVE & E DISTRICT ST,32.173801,-110.968131,,,,,0
10931,,6th Av/President,S 6TH AVE & E PRESIDENT ST,32.176551,-110.968097,,,,,0
10932,,Ajo/6th Av,E AJO WAY & S 6TH AVE,32.177697,-110.967809,,,,,0
10933,,Ajo/2rd Av,E AJO WAY & S 2ND AVE,32.177785,-110.962789,,,,,0
10934,,Ajo/Thomas O Price Center,E AJO WAY & S PARK AVE,32.17782,-110.959004,,,,,0
10935,,Ajo/Benson Hwy,E AJO WAY & E BENSON HWY,32.177841,-110.951994,,,,,0
10936,,Ajo/Bernard,E AJO WAY & E BERNARD DR,32.177833,-110.949736,,,,,0
10937,,Ajo/Juvenile Center,,32.177784,-110.939097,,,,,0
10938,,Ajo/P.C. Sheriffs Dept.,,32.177801,-110.936458,,,,,0
10939,,Ajo/Forgeus,E AJO WAY & S FORGEUS AVE,32.177853,-110.931857,,,,,0
10941,,Milber St/La Colina Health Care,E MILBER ST & S COUNTRY CLUB RD,32.172766,-110.928199,,,,,0
10942,,Ajo/Country Club,E AJO WAY & S COUNTRY CLUB RD,32.177877,-110.925807,,,,,0
10943,,Ajo/Randolph Av.,E AJO WAY & S RANDOLPH AVE,32.177877,-110.922066,,,,,0
10945,,Tucson Bl/Corona,S TUCSON BLVD & E ELVIRA RD,32.12369,-110.934414,,,,,0
10946,,Tucson Bl/Elvira,S TUCSON BLVD & E ELVIRA RD,32.12715,-110.934493,,,,,0
10947,,Tucson Bl/Medina,S TUCSON BLVD & E ARAGON RD,32.130174,-110.934442,,,,,0
10948,,Valencia/Tucson Blvd,E VALENCIA RD & S BAY COLONY DR,32.133957,-110.93382,,,,,0
10949,,Valencia/Bay Colony,E VALENCIA RD & S BAY COLONY DR,32.133944,-110.929599,,,,,0
10950,,Valencia/Country Club,E VALENCIA RD & COUNTRY CLUB,32.133993,-110.925136,,,,,0
10951,,Valencia/Lisa Frank Dr,E VALENCIA RD & S BROSIUS AVE,32.133972,-110.921429,,,,,0
10952,,Palo Verde/Britannia,S PALO VERDE RD & E BRITANNIA DR,32.136278,-110.917621,,,,,0
10953,,Palo Verde/Mossman,S PALO VERDE RD & E MOSSMAN RD,32.143485,-110.917664,,,,,0
10954,,Palo Verde/Benson Hwy,S PALO VERDE RD & E BENSON HWY,32.152445,-110.917471,,,,,0
10955,,Palo Verde/Nebraska,S PALO VERDE RD & E NEBRASKA SV,32.155832,-110.917504,,,,,0
10956,,Hotel Dr/Irvington,S HOTEL DR & E IRVINGTON RD,32.164169,-110.914536,,,,,0
10958,,Palo Verde/Coach Dr,S PALO VERDE RD & S COACH DR,32.170899,-110.917534,,,,,0
10959,,Palo Verde/Columbia,S PALO VERDE RD & E COLUMBIA ST,32.172622,-110.917619,,,,,0
10960,,Palo Verde/Ajo,S PALO VERDE RD & E AJO WAY,32.178594,-110.917558,,,,,0
10961,,Palo Verde/Veterans,S PALO VERDE RD & E VETERANS ST,32.181892,-110.917677,,,,,0
10962,,Palo Verde/44th St,S PALO VERDE RD & E 44TH ST,32.185952,-110.917554,,,,,0
10969,,Alvernon/29th St,S ALVERNON WAY & E 29TH ST,32.200443,-110.909348,,,,,0
10972,,Alvernon/Sta Barbara,S ALVERNON WAY & E SANTA BARBARA AVE,32.211818,-110.909447,,,,,0
10973,,Alvernon/Hayne,S ALVERNON WAY & E TIMROD ST,32.214604,-110.909475,,,,,0
10974,,Alvernon/Whittier,S ALVERNON WAY & E WHITTIER ST,32.21818,-110.909445,,,,,0
10977,,Alvernon/Holmes,N ALVERNON WAY & E HOLMES ST,32.226804,-110.909427,,,,,0
10978,,Alvernon/5th St,N ALVERNON WAY & E 4TH ST,32.229333,-110.909499,,,,,0
10979,,Alvernon/3rd St,N ALVERNON WAY & E 4TH ST,32.231549,-110.909519,,,,,0
10980,,Alvernon/2nd St,N ALVERNON WAY & E 2ND ST,32.234588,-110.909535,,,,,0
10981,,Alvernon/Speedway,N ALVERNON WAY & E BELLEVUE ST,32.236463,-110.909537,,,,,0
10982,,Alvernon/Fairmount,N ALVERNON WAY & E FAIRMOUNT ST,32.2401,-110.909579,,,,,0
10983,,Alvernon/Pima,N ALVERNON WAY & E LOUIS LN,32.243786,-110.909575,,,,,0
10984,,Alvernon/Seneca,N ALVERNON WAY & E SENECA ST,32.247259,-110.909634,,,,,0
10985,,Alvernon/Flower,N ALVERNON WAY & E FLOWER ST,32.25451,-110.909662,,,,,0
10986,,Alvernon/Glenn,N ALVERNON WAY & E GLENN ST,32.258246,-110.909633,,,,,0
10987,,Alvernon/Blacklidge,N ALVERNON WAY & E BLACKLIDGE DR,32.261777,-110.909705,,,,,0
