stop_id,stop_name,stop_lat,stop_lon,route_short_name,route_id,stop_sequence,route_color,route_text_color
1170,Southdale Transit Ctr & JC Penney,  44.881569, -93.323097,538,538-55,1
51438,Southdale Exit & York Av,  44.879917, -93.321449,538,538-55,2
48182,York Av S & 69 St W,  44.877934, -93.321381,538,538-55,3
1925,York Av S & Hazelton Rd,  44.874290, -93.321411,538,538-55,4
1926,York Av S & #7240 - York Plaza,  44.872219, -93.321800,538,538-55,5
2203,York Av S & #7240 - Exit,  44.871277, -93.321503,538,538-55,6
1928,York Av S & #7330 - Edina Place,  44.870090, -93.321472,538,538-55,7
20195,York Av S & #7400 - Walker Apts,  44.869198, -93.321480,538,538-55,8
1930,York Av S & Parklawn Av,  44.868057, -93.321487,538,538-55,9
1932,76 St W & York Av S,  44.865406, -93.320938,538,538-55,10
1933,76 St W & Washburn Av S,  44.865475, -93.317673,538,538-55,11
1935,76 St W & Upton Av S,  44.865479, -93.315109,538,538-55,12
1937,76 St W & Sheridan Av S,  44.865475, -93.312569,538,538-55,13
40415,76 St W & Sheridan / Penn,  44.865501, -93.310699,538,538-55,14
51182,Best Buy Headqtrs & 76 St-Main En,  44.864632, -93.306320,538,538-55,15
51790,76 St W & Newton / Oliver,  44.865627, -93.306786,538,538-55,16
2043,Penn Av S & 76 St W,  44.864872, -93.308815,538,538-55,17
1053,Penn Av S & Hwy 494,  44.860733, -93.308968,538,538-55,18
1056,American Blvd & Penn Av S,  44.858734, -93.308395,538,538-55,19
41215,American Blvd & Morgan Circle,  44.858490, -93.304977,538,538-55,20
1054,American Blvd & Knox Av S,  44.858669, -93.302002,538,538-55,21
51974,Knox Av S & #8100,  44.855907, -93.302536,538,538-55,22
51975,82 St W & James Av S,  44.855141, -93.301270,538,538-55,23
42083,82 St W & Fremont Av S,  44.855133, -93.296181,538,538-55,24
42084,82 St W & Emerson Av S,  44.855125, -93.294907,538,538-55,25
42086,82 St W & Colfax Av S,  44.855122, -93.292381,538,538-55,26
42088,82 St W & Aldrich Av S,  44.855114, -93.289871,538,538-55,27
3427,Lyndale Av S & 83 St W,  44.853737, -93.288620,538,538-55,28
52498,Garfield Av S & Cub Foods,  44.851433, -93.287498,538,538-55,29
43694,Garfield Av S & 86 St W,  44.848038, -93.287468,538,538-55,30
43695,86 St W & Harriet Av S,  44.847893, -93.286140,538,538-55,31
43696,86 St W & Pillsbury Av S,  44.847893, -93.282341,538,538-55,32
43697,86 St W & Wentworth Av S,  44.847893, -93.281059,538,538-55,33
43698,86 St W & Blaisdell Av S,  44.847897, -93.279800,538,538-55,34
51993,86 St E & Nicollet / 1 Av S,  44.847900, -93.277794,538,538-55,35
51977,86 St E & Stevens / 2 Av,  44.847893, -93.275276,538,538-55,36
51978,86 St E & Clinton Av S,  44.847881, -93.272209,538,538-55,37
51979,86 St E & 4 Av / 5 Av,  44.847893, -93.270172,538,538-55,38
51980,86 St E & Portland / Oakland,  44.847893, -93.267639,538,538-55,39
51981,86 St E & Park / Columbus,  44.847900, -93.265152,538,538-55,40
51982,86 St E & Chicago / Elliott,  44.847900, -93.262596,538,538-55,41
51983,86 St E & 10 Av / 11 Av,  44.847885, -93.260017,538,538-55,42
51984,86 St E & 12 Av / 13 Av S,  44.847893, -93.257454,538,538-55,43
51985,86 St E & 15 Av S,  44.847912, -93.254333,538,538-55,44
51986,86 St E & 16 Av / 17 Av S,  44.847904, -93.251106,538,538-55,45
51637,86 St E & Old Cedar Av S,  44.847923, -93.246254,538,538-55,46
43728,86 St E & Village Park Apts,  44.847919, -93.244370,538,538-55,47
684,86 St E & 22 Av S,  44.847919, -93.242210,538,538-55,48
685,Old Shakopee Rd & 86 St E,  44.848110, -93.239273,538,538-55,49
47581,Old Shakopee Rd & Killebrew Dr,  44.851460, -93.237595,538,538-55,50
52007,82 St E & 28 Av S,  44.855274, -93.232887,538,538-55,51
687,MOA Transit Station & Terminal,  44.854527, -93.238808,538,538-55,52
53218,16 St - Layover & 1 Av / 3 Av S,  44.967060, -93.274239,780,780-55,1
53319,2 Av S & 10 St - Stop H,  44.972706, -93.271927,780,780-55,2
53320,2 Av S & 8 St - Stop H,  44.974670, -93.270340,780,780-55,3
53321,2 Av S & 6 St - Stop H,  44.976601, -93.268707,780,780-55,4
53322,2 Av S & 4 St - Stop H,  44.978512, -93.267082,780,780-55,5
52832,3 St S & Marquette Av,  44.980148, -93.267410,780,780-55,6
17959,3 St S & Hennepin Av,  44.981251, -93.269974,780,780-55,7
46451,Hemlock Ln & 73 Av N,  45.087318, -93.431572,780,780-55,8
46452,Hemlock Ln & 71 Place,  45.084873, -93.431427,780,780-55,9
46453,Hemlock Ln & 71 Av N,  45.083805, -93.431389,780,780-55,10
46454,Hemlock Ln & 70 Place,  45.082752, -93.431366,780,780-55,11
46455,Hemlock Ln & 69 Av N,  45.080170, -93.431297,780,780-55,12
46456,Eagle Lake & Shepherd of Grove,  45.078377, -93.430153,780,780-55,13
46457,Eagle Lake Dr (N) & Forestview Ln,  45.078457, -93.428993,780,780-55,14
46458,Eagle Lake Dr (N) & Evergreen Ln,  45.078732, -93.427879,780,780-55,15
46459,Eagle Lake Dr (N) & Deerwood Ln,  45.078777, -93.426537,780,780-55,16
46460,Eagle Lake Dr & Cottonwood Ln,  45.078568, -93.425415,780,780-55,17
46461,Eagle Lake Dr & Balsam Ln,  45.078121, -93.424561,780,780-55,18
46462,Eagle Lake Dr & #332,  45.077141, -93.423668,780,780-55,19
46463,Eagle Lake Dr & #276,  45.075317, -93.423500,780,780-55,20
46464,Eagle Lake Dr & #104,  45.074287, -93.424370,780,780-55,21
46465,Eagle Lake Dr (S) & Evergreen Ln,  45.073948, -93.426842,780,780-55,22
46466,Eagle Lake Dr (S) & Forestview Ln,  45.073891, -93.428375,780,780-55,23
46467,Eagle Lake Dr (S) & Goldenrod Ln,  45.073689, -93.429947,780,780-55,24
46468,Eagle Lake Dr (S) & Hemlock Ln,  45.073677, -93.431046,780,780-55,25
47464,Hemlock - Node & Fish Lake Rd,  45.072964, -93.431252,780,780-55,26
46995,Fish Lake Rd E & Robin Rd (E),  45.072979, -93.432259,780,780-55,27
46996,Fish Lake Rd E & Jonquil Way (E),  45.073738, -93.433540,780,780-55,28
46997,Fish Lake Rd E & Robin Rd (W),  45.075165, -93.435616,780,780-55,29
46998,Fish Lake Rd E & Jonquil Way (W),  45.075752, -93.436523,780,780-55,30
46999,Fish Lake Rd E & Marilyn Dr,  45.077984, -93.440338,780,780-55,31
47466,Fish Lake Rd - Node & Hwy 494,  45.080727, -93.446327,780,780-55,32
47000,Fish Lake Rd E & Wedgwood Rd,  45.081409, -93.448845,780,780-55,33
47001,Fish Lake Rd E & 70 Place N,  45.082844, -93.448997,780,780-55,34
47002,Fish Lake Rd E & Timber Crest Dr,  45.083878, -93.449242,780,780-55,35
47003,Fish Lake Rd E & Vinewood Ln (S),  45.084896, -93.449425,780,780-55,36
47004,Fish Lake Rd E & Vinewood Ln (N),  45.086384, -93.449883,780,780-55,37
47005,Fish Lake Rd E & 73 Av N,  45.087357, -93.450531,780,780-55,38
47006,Fish Lake Rd E & 73 Place,  45.088444, -93.451469,780,780-55,39
47007,Fish Lake Rd E & 74 Av N,  45.089203, -93.452103,780,780-55,40
47008,Fish Lake Rd E & 74 Place,  45.090134, -93.452393,780,780-55,41
47009,Fish Lake Rd E & Wedgewood S,  45.091175, -93.452644,780,780-55,42
47010,Fish Lake Rd E & Wedgewood N,  45.093662, -93.453606,780,780-55,43
47011,Fish Lake Rd E & Berkshire Way N,  45.095264, -93.454231,780,780-55,44
47012,Fish Lake Rd E & 78 Av N,  45.096107, -93.454544,780,780-55,45
47013,Fish Lake Rd E & 78 Place,  45.097141, -93.455002,780,780-55,46
47014,Fish Lake Rd E & 79 Av N,  45.097782, -93.455261,780,780-55,47
47015,Fish Lake Rd E & Reimer Dr,  45.098450, -93.455521,780,780-55,48
47016,Fish Lake Rd E & 80 Av N,  45.099804, -93.456093,780,780-55,49
47017,Fish Lake Rd E & 81 Av N,  45.101856, -93.457504,780,780-55,50
47018,Fish Lake Rd E & Maple Ln,  45.103828, -93.460281,780,780-55,51
42381,Northtown Transit & Local Stop,  45.127113, -93.264099,831,831-55,1
42382,Northtown Mall & Sanburnol Exit,  45.125023, -93.259499,831,831-55,2
13917,Jefferson St & North Ct Commons,  45.127007, -93.255890,831,831-55,3
13919,87 Ln NE & Jefferson St,  45.129116, -93.256134,831,831-55,4
48932,87 Ln NE & Rainbow Village,  45.129818, -93.257515,831,831-55,5
13921,87 Ln NE & 7 St NE,  45.130878, -93.259521,831,831-55,6
13922,87 Ln NE & 89 Av NE,  45.131702, -93.260162,831,831-55,7
13925,89 Av NE & Jefferson St,  45.131744, -93.256058,831,831-55,8
13926,89 Av NE & Madison St,  45.131748, -93.254784,831,831-55,9
13933,89 Av NE & Jackson St,  45.131783, -93.250916,831,831-55,10
13941,89 Av NE & Polk St NE,  45.131794, -93.245796,831,831-55,11
48933,Blaine Human Svc Ctr & #1201,  45.132587, -93.239288,831,831-55,12
13940,89 Av NE & Polk St,  45.131897, -93.245537,831,831-55,13
17100,Polk St NE & 90 Av NE,  45.132950, -93.245575,831,831-55,14
17099,Polk St NE & 90 Ln NE,  45.134209, -93.245598,831,831-55,15
17096,Polk St NE & 91 Av NE,  45.135365, -93.245590,831,831-55,16
17095,Polk St NE & Clover Leaf Pkwy,  45.141491, -93.245651,831,831-55,17
17092,Polk St NE & 95 Ln NE,  45.143627, -93.245697,831,831-55,18
17091,Polk St NE & 96 Av NE,  45.144520, -93.245728,831,831-55,19
17088,Polk St NE & 97 Av NE,  45.146275, -93.245789,831,831-55,20
17087,Polk St NE & 98 Av NE,  45.147587, -93.245728,831,831-55,21
17086,Polk St NE & 98 St NE,  45.148499, -93.245735,831,831-55,22
17083,Polk St NE & 99 Av NE,  45.149899, -93.245720,831,831-55,23
17082,Polk St NE & 99 Lane,  45.151295, -93.245720,831,831-55,24
17079,Polk St NE & 101 Lane,  45.153992, -93.245667,831,831-55,25
17078,Polk St NE & 103 Av NE,  45.157509, -93.245689,831,831-55,26
17075,Territorial Rd & Jackson St NE,  45.160522, -93.250580,831,831-55,27
17074,Territorial Rd & Quincy Blvd NE,  45.160942, -93.253082,831,831-55,28
17071,Territorial Rd & Madison St NE,  45.161018, -93.254356,831,831-55,29
17070,Territorial Rd & Jefferson St NE,  45.161057, -93.255661,831,831-55,30
17068,Jefferson St & 104 Ln NE,  45.161819, -93.255707,831,831-55,31
17065,Jefferson St & 105 Av NE,  45.162708, -93.255722,831,831-55,32
17064,Jefferson St & 106 Av NE,  45.164219, -93.255669,831,831-55,33
17061,Jefferson St & 107 Av NE,  45.166164, -93.255630,831,831-55,34
48934,109 Av NE & Jefferson St NE,  45.168186, -93.255775,831,831-55,35
17057,109 Av NE & President Dr,  45.168186, -93.259483,831,831-55,36
17055,109 Av NE & 7 St NE,  45.168133, -93.260773,831,831-55,37
17053,109 Av NE & 6 St NE,  45.168102, -93.262077,831,831-55,38
17051,109 Av NE & 5 St NE,  45.168114, -93.263435,831,831-55,39
17050,109 Av NE & 4 St NE,  45.168098, -93.264763,831,831-55,40
40319,109 Av NE & University Av,  45.168205, -93.266075,831,831-55,41
40874,University Av NE & 111 Av NE,  45.171467, -93.266151,831,831-55,42
51066,113 Av NE & University Av NE,  45.175037, -93.265892,831,831-55,43
40320,4 Seasons Homes & 113 Av NE,  45.175068, -93.263069,831,831-55,44
51067,113 Av NE & University Av NE,  45.175140, -93.265991,831,831-55,45
40876,University Av & 115 Av NW,  45.178818, -93.266022,831,831-55,46
40877,University Av & 117 Av NE,  45.182629, -93.265991,831,831-55,47
52519,118 Av NE & University Av NE,  45.184917, -93.265862,831,831-55,48
52520,118 Av NE & 4 St NE,  45.185127, -93.262161,831,831-55,49
52521,118 Av NE & Jefferson St,  45.185112, -93.256744,831,831-55,50
40615,Jefferson St & 117 Av NE,  45.182690, -93.256241,831,831-55,51
52478,Station 73 P&R & #10905 Hwy 55,  44.987152, -93.418976,741,741-55,1
52510,Ridgemount Av & Magnolia Ln,  44.978832, -93.436646,741,741-55,2
45006,Xenium Ln & Sunset Trail,  44.981735, -93.452576,741,741-55,3
45007,Xenium Ln & 5 Av N,  44.985123, -93.451904,741,741-55,4
45008,Xenium Ln & 6 Av N,  44.985950, -93.451385,741,741-55,5
45009,Xenium Ln & 10 Av N,  44.988453, -93.451088,741,741-55,6
45010,Xenium Ln & 12 Av N,  44.991367, -93.451050,741,741-55,7
45011,Xenium Ln & 13 Av N,  44.992260, -93.451065,741,741-55,8
45012,Xenium Ln & 15 Av N,  44.995178, -93.451118,741,741-55,9
45013,Xenium Ln & CR 6,  44.996601, -93.451172,741,741-55,10
45099,Xenium Ln & Water Tower Circle,  44.999130, -93.451225,741,741-55,11
45100,Xenium Ln & Center Circle E,  45.000874, -93.451241,741,741-55,12
45101,Xenium Ln & Industrial Park Blvd,  45.002342, -93.451271,741,741-55,13
45102,Industrial Park Blv & Center Circ E,  45.002392, -93.448875,741,741-55,14
45103,Industrial Park Blv & Hwy 55 Svc,  45.002491, -93.444778,741,741-55,15
45104,CR 6 & Hwy 55,  44.999352, -93.442513,741,741-55,16
45106,CR 6 & Water Tower Circle,  44.997513, -93.447357,741,741-55,17
52511,Xenium Ln - Node & CR 6,  44.999130, -93.451225,741,741-55,18
45099,Xenium Ln & Water Tower Circle,  44.999130, -93.451225,741,741-55,19
45100,Xenium Ln & Center Circle E,  45.000874, -93.451241,741,741-55,20
45101,Xenium Ln & Industrial Park Blvd,  45.002342, -93.451271,741,741-55,21
45122,Xenium Ln & 24 Av N,  45.005501, -93.451416,741,741-55,22
46482,Campus Dr & Annapolis Circle,  45.010609, -93.450813,741,741-55,23
46483,Campus Dr & #3000,  45.014042, -93.453201,741,741-55,24
46484,Campus Dr & #3033,  45.014370, -93.452911,741,741-55,25
46485,Campus Dr & Xenium Ln,  45.014641, -93.451691,741,741-55,26
46486,Xenium Ln & #2955,  45.013165, -93.451141,741,741-55,27
46487,Xenium Ln & CR 61-NW Blvd,  45.012486, -93.448814,741,741-55,28
44826,CR 61-NW Blvd & Campus Dr,  45.010300, -93.449402,741,741-55,29
45123,Fernbrook Ln & Harbor Ln,  45.014233, -93.461372,741,741-55,30
45124,Fernbrook Ln & 34 Av N,  45.018288, -93.461319,741,741-55,31
46494,Annapolis Ln & #3500,  45.020180, -93.458656,741,741-55,32
46495,Annapolis Ln & #3650,  45.023514, -93.456734,741,741-55,33
46496,Annapolis Ln & #3750,  45.025757, -93.457062,741,741-55,34
46497,Annapolis Ln & #3850,  45.026592, -93.456062,741,741-55,35
46498,Annapolis Ln & #3900,  45.026619, -93.454468,741,741-55,36
46500,Annapolis Ln & #4000,  45.028366, -93.456535,741,741-55,37
45126,Annapolis Ln & CR 9,  45.029057, -93.457291,741,741-55,38
52478,Station 73 P&R & #10905 Hwy 55,  44.987152, -93.418976,740,740-55,1
52549,Industrial Park Blvd & Hwy 55,  45.002525, -93.445236,740,740-55,2
52550,Industrial Park Blv & Center Circ,  45.002499, -93.448616,740,740-55,3
45083,Xenium Ln & Center Circle E,  45.001053, -93.451385,740,740-55,4
45084,Xenium Ln & Water Tower Circle,  44.999313, -93.451378,740,740-55,5
45085,Xenium Ln & CR 6,  44.996780, -93.451317,740,740-55,6
45014,CR 6 & Annapolis Ln,  44.996773, -93.453728,740,740-55,7
45141,CR 6 & Fernbrook Ln,  44.996731, -93.461380,740,740-55,8
45016,Fernbrook Ln & 17 Av N,  44.997723, -93.461441,740,740-55,9
45017,Fernbrook Ln & 18 Av N,  44.998898, -93.461464,740,740-55,10
45108,Fernbrook Ln & 19 Av N,  45.000103, -93.461502,740,740-55,11
45109,Fernbrook Ln & 21 Av N,  45.001392, -93.461449,740,740-55,12
45110,Fernbrook Ln & 23 Av N,  45.003807, -93.461472,740,740-55,13
45111,Fernbrook Ln & 25 Av N,  45.006546, -93.461479,740,740-55,14
45112,27 Av N & Fernbrook Ln,  45.009476, -93.461647,740,740-55,15
45113,27 Av N & Glacier Ln,  45.009445, -93.463234,740,740-55,16
45114,27 Av N & 28 Av N,  45.009403, -93.464943,740,740-55,17
45116,28 Av N & Niagara Ln,  45.012249, -93.471321,740,740-55,18
45117,28 Av N & Medina Rd,  45.012253, -93.473122,740,740-55,19
45118,Medina Rd & Ranchview Ln,  45.013191, -93.476471,740,740-55,20
45119,Ranchview Ln & 31 Av N,  45.014771, -93.476547,740,740-55,21
45120,32 Av N & Ranchview Ln,  45.016323, -93.476761,740,740-55,22
45121,32 Av N & Vicksburg Ln,  45.016380, -93.481667,740,740-55,23
47463,Vicksburg Ln & Hwy 55,  45.018433, -93.481705,740,740-55,24
48687,CR 24 & Medina Rd,  45.019192, -93.495758,740,740-55,25
17974,Carew Dr & 6 St / 7 St S,  44.971943, -93.259857,663,663-55,1
34,Chicago Av S & 8 St S,  44.971165, -93.262383,663,663-55,2
49426,9 St S & Chicago Av S,  44.970478, -93.263138,663,663-55,3
49427,9 St S & Portland Av S,  44.971645, -93.265854,663,663-55,4
49428,9 St S & 4 Av S,  44.972591, -93.268181,663,663-55,5
49401,9 St S & 2 Av S,  44.973804, -93.270988,663,663-55,6
49441,9 St S & Nicollet Mall,  44.975246, -93.274300,663,663-55,7
17924,Hennepin Av & 10 St N,  44.975903, -93.277863,663,663-55,8
17925,Hennepin Av & 10 St / 11 St N,  44.975471, -93.278870,663,663-55,9
52551,Louisiana Transit Ctr & B Bay,  44.970852, -93.372864,663,663-55,10
2993,Louisiana Av & 14 St,  44.969166, -93.370811,663,663-55,11
2994,Louisiana Av & 16 St,  44.967407, -93.370918,663,663-55,12
2995,Louisiana Av & 18 St,  44.965660, -93.371048,663,663-55,13
2996,Louisiana Av & Franklin Av,  44.963902, -93.371147,663,663-55,14
2997,Louisiana Av & 22 St,  44.962292, -93.371124,663,663-55,15
8067,Louisiana Av & Fire Station #2,  44.960545, -93.371086,663,663-55,16
8068,Cedar Lake Rd & Nevada Av,  44.959423, -93.373337,663,663-55,17
8070,Cedar Lake Rd & Quebec Av,  44.958691, -93.376732,663,663-55,18
8071,Cedar Lake Rd & Rhode Island Av,  44.957771, -93.378967,663,663-55,19
8073,Cedar Lake Rd & Texas Av,  44.957352, -93.381088,663,663-55,20
8074,Cedar Lake Rd & Virginia Circle S,  44.956936, -93.383575,663,663-55,21
8076,Cedar Lake Rd & Xylon Av,  44.956383, -93.386566,663,663-55,22
8078,Cedar Lake Rd & 25 St (Zinran),  44.956032, -93.388557,663,663-55,23
8080,Cedar Lake Rd & Boone Av,  44.955532, -93.391289,663,663-55,24
8081,Cedar Lake Rd & Westwood Luth,  44.955200, -93.394081,663,663-55,25
8082,Cedar Lake Rd & Flag Av,  44.955067, -93.395905,663,663-55,26
8084,Cedar Lake & Cedar Manor School,  44.954414, -93.399567,663,663-55,27
8085,Cedar Lake Rd & Westview Ter,  44.954636, -93.402016,663,663-55,28
50121,Cedar Lake Rd & Ford Rd,  44.955711, -93.405617,663,663-55,29
40468,Cedar Lake Rd & Cedarwood Ridge,  44.956059, -93.406631,663,663-55,30
8089,Cedar Lake Rd & Marcy Ln,  44.956211, -93.407982,663,663-55,31
8090,Cedar Lake Rd & Lindbergh Dr,  44.955200, -93.410294,663,663-55,32
8091,Greenbrier Rd & Cedar Lake Rd,  44.953861, -93.411652,663,663-55,33
8092,Greenbrier Rd & #10411-10501 (E),  44.952591, -93.410919,663,663-55,34
8093,Greenbrier Rd & #10411-10501 (W),  44.951504, -93.411545,663,663-55,35
8094,Greenbrier Rd & #10511-10521 (E),  44.951042, -93.413429,663,663-55,36
8095,Greenbrier Rd & #10511-10521 (W),  44.951038, -93.415375,663,663-55,37
8096,Greenbrier Rd & #10900,  44.951031, -93.417625,663,663-55,38
8097,Greenbrier Rd & Hedberg Dr,  44.951027, -93.419464,663,663-55,39
8098,Greenbrier Rd & CR 73-Hopkins Xrd,  44.951023, -93.420845,663,663-55,40
40247,Hedberg Dr & Cedar Lk/ Greenbrier,  44.951714, -93.419662,663,663-55,41
17974,Carew Dr & 6 St / 7 St S,  44.971943, -93.259857,643,643-55,1
34,Chicago Av S & 8 St S,  44.971165, -93.262383,643,643-55,2
49426,9 St S & Chicago Av S,  44.970478, -93.263138,643,643-55,3
49427,9 St S & Portland Av S,  44.971645, -93.265854,643,643-55,4
49428,9 St S & 4 Av S,  44.972591, -93.268181,643,643-55,5
49401,9 St S & 2 Av S,  44.973804, -93.270988,643,643-55,6
49441,9 St S & Nicollet Mall,  44.975246, -93.274300,643,643-55,7
17924,Hennepin Av & 10 St N,  44.975903, -93.277863,643,643-55,8
17925,Hennepin Av & 10 St / 11 St N,  44.975471, -93.278870,643,643-55,9
3016,Xenia Av & #5500,  44.971634, -93.351456,643,643-55,10
48469,Golden Hills Dr & Xenia Av,  44.972954, -93.352318,643,643-55,11
48465,Golden Hills Dr & Colorado Av,  44.972832, -93.358696,643,643-55,12
2966,Wayzata Blvd N & Florida Av,  44.971676, -93.363365,643,643-55,13
48466,Wayzata Blvd N & Hampshire Av,  44.971916, -93.365807,643,643-55,14
48467,Market St & Superamerica,  44.973152, -93.369247,643,643-55,15
2993,Louisiana Av & 14 St,  44.969166, -93.370811,643,643-55,16
2994,Louisiana Av & 16 St,  44.967407, -93.370918,643,643-55,17
2995,Louisiana Av & 18 St,  44.965660, -93.371048,643,643-55,18
2996,Louisiana Av & Franklin Av,  44.963902, -93.371147,643,643-55,19
2997,Louisiana Av & 22 St,  44.962292, -93.371124,643,643-55,20
8067,Louisiana Av & Fire Station #2,  44.960545, -93.371086,643,643-55,21
8068,Cedar Lake Rd & Nevada Av,  44.959423, -93.373337,643,643-55,22
8070,Cedar Lake Rd & Quebec Av,  44.958691, -93.376732,643,643-55,23
8071,Cedar Lake Rd & Rhode Island Av,  44.957771, -93.378967,643,643-55,24
8073,Cedar Lake Rd & Texas Av,  44.957352, -93.381088,643,643-55,25
8074,Cedar Lake Rd & Virginia Circle S,  44.956936, -93.383575,643,643-55,26
8076,Cedar Lake Rd & Xylon Av,  44.956383, -93.386566,643,643-55,27
8078,Cedar Lake Rd & 25 St (Zinran),  44.956032, -93.388557,643,643-55,28
8080,Cedar Lake Rd & Boone Av,  44.955532, -93.391289,643,643-55,29
8081,Cedar Lake Rd & Westwood Luth,  44.955200, -93.394081,643,643-55,30
8082,Cedar Lake Rd & Flag Av,  44.955067, -93.395905,643,643-55,31
8084,Cedar Lake & Cedar Manor School,  44.954414, -93.399567,643,643-55,32
8085,Cedar Lake Rd & Westview Ter,  44.954636, -93.402016,643,643-55,33
50121,Cedar Lake Rd & Ford Rd,  44.955711, -93.405617,643,643-55,34
40468,Cedar Lake Rd & Cedarwood Ridge,  44.956059, -93.406631,643,643-55,35
8089,Cedar Lake Rd & Marcy Ln,  44.956211, -93.407982,643,643-55,36
8090,Cedar Lake Rd & Lindbergh Dr,  44.955200, -93.410294,643,643-55,37
8091,Greenbrier Rd & Cedar Lake Rd,  44.953861, -93.411652,643,643-55,38
8092,Greenbrier Rd & #10411-10501 (E),  44.952591, -93.410919,643,643-55,39
8093,Greenbrier Rd & #10411-10501 (W),  44.951504, -93.411545,643,643-55,40
8094,Greenbrier Rd & #10511-10521 (E),  44.951042, -93.413429,643,643-55,41
8095,Greenbrier Rd & #10511-10521 (W),  44.951038, -93.415375,643,643-55,42
8096,Greenbrier Rd & #10900,  44.951031, -93.417625,643,643-55,43
8097,Greenbrier Rd & Hedberg Dr,  44.951027, -93.419464,643,643-55,44
8098,Greenbrier Rd & CR 73-Hopkins Xrd,  44.951023, -93.420845,643,643-55,45
40247,Hedberg Dr & Cedar Lk/ Greenbrier,  44.951714, -93.419662,643,643-55,46
19297,4 Av S & 7 St S,  44.974686, -93.266777,649,649-55,1
49401,9 St S & 2 Av S,  44.973804, -93.270988,649,649-55,2
49441,9 St S & Nicollet Mall,  44.975246, -93.274300,649,649-55,3
17924,Hennepin Av & 10 St N,  44.975903, -93.277863,649,649-55,4
17925,Hennepin Av & 10 St / 11 St N,  44.975471, -93.278870,649,649-55,5
3010,Park Place & Cedar Lk / Gamble,  44.964390, -93.349174,649,649-55,6
3014,Gamble Dr & #5353,  44.965401, -93.347511,649,649-55,7
40904,Utica Av S & Healthpartners,  44.967140, -93.345123,649,649-55,8
40295,Utica Av S & Wayzata Blvd S,  44.970005, -93.345261,649,649-55,9
3015,Wayzata Blvd S & Park Place Blvd,  44.969517, -93.349686,649,649-55,10
40322,16 St W & Costco - #5801,  44.967678, -93.351677,649,649-55,11
40324,16 St W & Zarthan Av S,  44.967705, -93.354805,649,649-55,12
40951,Zarthan Av S & Wayzata Blvd S,  44.969868, -93.355392,649,649-55,13
40921,Wayzata Blvd S & Colorado Av S,  44.970356, -93.359177,649,649-55,14
40924,Wayzata Blvd S & Dakota Av S,  44.970573, -93.360336,649,649-55,15
40923,Wayzata Blvd & Dakota/Hampshire,  44.970978, -93.363510,649,649-55,16
40929,Wayzata Blvd S & Idaho Av S,  44.971092, -93.366692,649,649-55,17
40917,Wayzata Blvd S & Kentucky Av,  44.970516, -93.369614,649,649-55,18
52552,Louisiana Transit Ctr & C Bay,  44.970852, -93.372864,649,649-55,19
3540,Excelsior Blvd & Quentin Av,  44.932480, -93.343193,604,604-55,1
3541,Excelsior Blvd & Park Nicollet Blvd,  44.931622, -93.346092,604,604-55,2
3542,Excelsior Blvd & Wooddale Av,  44.930931, -93.348236,604,604-55,3
3544,Excelsior Blvd & Yosemite Av,  44.929279, -93.353271,604,604-55,4
3545,Excelsior Blvd & Alabama Av S,  44.928501, -93.355637,604,604-55,5
42424,Excelsior Blvd & Brunswick Av S,  44.927761, -93.357887,604,604-55,6
3547,Excelsior Blvd & Dakota Av,  44.927219, -93.360237,604,604-55,7
3549,Methodist Hospital & Emergency En,  44.928101, -93.361061,604,604-55,8
49305,Louisiana Av & Oxford St,  44.933464, -93.367172,604,604-55,9
45758,Louisiana Av & Walker St,  44.939125, -93.369797,604,604-55,10
49308,Louisiana Av & Oak Leaf Dr,  44.941841, -93.370560,604,604-55,11
49310,Louisiana Av & 32 St W,  44.945816, -93.370728,604,604-55,12
49311,Louisiana Av & 31 St W,  44.947636, -93.370728,604,604-55,13
43334,Louisiana Av & Minnetonka Blvd,  44.949669, -93.370796,604,604-55,14
43335,Louisiana Av & 29 St W,  44.951229, -93.370773,604,604-55,15
43336,Louisiana Av & 28 St W,  44.953022, -93.370804,604,604-55,16
43337,Louisiana Av & 27 St W,  44.954811, -93.370827,604,604-55,17
43338,Louisiana Av & 23 St W,  44.958557, -93.370888,604,604-55,18
8054,Louisiana Av & Cedar Lake Rd,  44.959858, -93.370903,604,604-55,19
2988,Louisiana Av & 22 St,  44.962086, -93.370949,604,604-55,20
2989,Louisiana Av & Franklin Av,  44.963947, -93.371002,604,604-55,21
2990,Louisiana Av & 18 St,  44.965488, -93.370911,604,604-55,22
2991,Louisiana Av & 16 St,  44.967674, -93.370758,604,604-55,23
2992,Louisiana Av & 14 St,  44.969208, -93.370659,604,604-55,24
52551,Louisiana Transit Ctr & B Bay,  44.970852, -93.372864,604,604-55,25
40933,Wayzata Blvd S & Kentucky Av,  44.970356, -93.369705,604,604-55,26
40930,Wayzata Blvd S & Idaho Av S,  44.970982, -93.366943,604,604-55,27
40926,Wayzata Blv & Hampshire/ Dakota,  44.970848, -93.363136,604,604-55,28
40922,Wayzata Blvd S & Colorado Av S,  44.970249, -93.359131,604,604-55,29
40952,Zarthan Av S & Wayzata Blvd S,  44.969704, -93.355431,604,604-55,30
40325,16 St W & Zarthan Av S,  44.967541, -93.354385,604,604-55,31
40323,16 St W & Park Place Blvd,  44.967583, -93.350060,604,604-55,32
