trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
5185010,90,6,"Coliseum BART",,0,112325001,shp-90-54,0,0
11571010,33,6,"Montclair",,1,112919201,shp-33-14,0,0
5222020,52,3,"University Village, Albany",,1,113463702,shp-52-13,0,0
12298010,54,6,"Fruitvale BART",,0,112325801,shp-54-52,0,0
9652070,NL,14,"San Francisco",,0,112315807,shp-NL-57,0,0
8195070,217,14,"Milpitas BART",,0,113077507,shp-217-10,0,0
2582010,57,6,"Foothill Square",,1,112920101,shp-57-10,0,0
5962020,72,3,"Jack London Square",,0,113443902,shp-72-76,0,0
4747070,73,14,"OAKLAND AIRPORT",,0,112316407,shp-73-51,0,0
12889070,97,14,"Union City BART",,0,113073907,shp-97-57,0,0
13401070,90,14,"Coliseum BART",,0,112317007,shp-90-54,0,0
8111020,29,3,"Christie Ave. & 64th St.",,0,113456102,shp-29-61,0,0
2373020,88,3,"Downtown Berkeley",,1,113459502,shp-88-07,0,0
7409020,14,3,"West Oakland BART",,0,113314802,shp-14-59,0,0
10785020,52,3,"University Village, Albany",,1,113463802,shp-52-14,0,0
742020,1T,3,"San Leandro BART",,0,113317002,shp-1T-51,0,0
8306010,O,6,"Fruitvale BART",,1,112327001,shp-O-03,0,0
8388070,18,14,"University Village, Albany",,1,112925607,shp-18-18,0,0
3032070,99,14,"Fremont BART",,0,113077107,shp-99-09,0,0
933070,57,14,"Foothill Square",,1,112922007,shp-57-10,0,0
1327070,88,14,"Downtown Berkeley",,1,112703507,shp-88-07,0,0
13702020,72R,3,"Contra Costa College",,1,113445902,shp-72R-12,0,0
12656020,18,3,"Lake Merritt BART",,0,113459802,shp-18-62,0,0
8225020,200,3,"Union City BART",,1,113374102,shp-200-15,0,0
2494070,54,14,"Merritt College",,1,112316607,shp-54-02,0,0
399010,35,6,"Foothill Square",,1,113067101,shp-35-11,0,0
12362020,52,3,"U.C. Campus",,0,113463902,shp-52-61,0,0
13149020,99,3,"Hayward BART",,1,113365402,shp-99-10,0,0
5314070,800,14,"Richmond BART",,1,112699307,shp-800-83,0,0
4824070,NL,14,"Eastmont Transit Center",,1,112315807,shp-NL-10,0,0
12300070,210,14,"Ohlone College",,0,113079907,shp-210-07,0,0
1513020,97,3,"Union City BART",,0,113367002,shp-97-57,0,0
9078010,73,6,"Eastmont Transit Center",,1,112326101,shp-73-01,0,0
1764020,35,3,"Bay Fair BART",,0,113367402,shp-35-61,0,0
2760010,F,6,"San Francisco",,0,112711401,shp-F-23,0,0
6720020,40,3,"Downtown Oakland",,1,113315602,shp-40-17,0,0
10762070,34,14,"Hayward BART",,0,113076707,shp-34-56,0,0
10888070,34,14,"Hayward BART",,0,113076507,shp-34-56,0,0
9421010,36,6,"U.C. Campus",,1,112711901,shp-36-08,0,0
10828020,648,20,"Community Day School",,1,113322002,shp-648-11,0,0
4903020,212,3,"Pacific Commons",,0,113375902,shp-212-57,0,0
12088070,86,14,"South Hayward BART",,0,113073007,shp-86-51,0,0
12156010,21,6,"Dimond District",,1,112719201,shp-21-20,0,0
8967020,93,3,"Bay Fair BART",,1,113374602,shp-93-09,0,0
10881020,200,3,"Fremont BART",,0,113373802,shp-200-60,0,0
6974010,210,6,"Ohlone College",,0,113067701,shp-210-07,0,0
13646010,14,6,"West Oakland BART",,0,112329901,shp-14-59,0,0
3265020,40,3,"Downtown Oakland",,1,113324102,shp-40-17,0,0
7396020,658,20,"Skyline High School",,0,113459702,shp-658-56,0,0
13796020,18,3,"Lake Merritt BART",,0,113460302,shp-18-62,0,0
8304070,12,14,"Northwest Berkeley",,1,112703007,shp-12-14,0,0
576020,98,3,"Eastmont Transit Center",,1,113242302,shp-98-02,0,0
8561070,36,14,"U.C. Campus",,1,112702507,shp-36-08,0,0
12134020,72,3,"Hilltop Mall",,1,113444102,shp-72-28,0,0
1131010,57,6,"Foothill Square",,1,112920701,shp-57-10,0,0
3073020,51B,3,"Berkeley Marina",,1,113453602,shp-51B-15,0,0
1971010,18,6,"Lake Merritt BART",,0,112926401,shp-18-62,0,0
11099010,90,6,"Coliseum BART",,0,112325101,shp-90-54,0,0
10301040,657,19,"Coliseum BART",,1,113451604,shp-657-09,0,0
2130020,40,3,"Bay Fair BART",,0,113316302,shp-40-62,0,0
9526070,72,14,"Jack London Square",,0,112399607,shp-72-77,0,0
5616010,52,6,"U.C. Campus",,0,112712601,shp-52-60,0,0
7833070,51B,14,"Berkeley Amtrak",,1,112701707,shp-51B-14,0,0
13371010,54,6,"Merritt College",,1,112325701,shp-54-02,0,0
2995070,86,14,"South Hayward BART",,0,113073007,shp-86-51,0,0
11448070,54,14,"Fruitvale BART",,0,112316607,shp-54-52,0,0
9665020,40,3,"Bay Fair BART",,0,113313402,shp-40-62,0,0
9882020,57,3,"Public Market Emeryville",,0,113465202,shp-57-62,0,0
5948010,1T,6,"San Leandro BART",,0,112327801,shp-1T-51,0,0
6788070,20,14,"Downtown Oakland",,0,112323307,shp-20-62,0,0
3770010,20,6,"Downtown Oakland",,0,112718701,shp-20-62,0,0
3729070,1T,14,"San Leandro BART",,0,112320607,shp-1T-51,0,0
4567070,51B,14,"Rockridge BART",,0,112698907,shp-51B-17,0,0
5275020,6,3,"Downtown Berkeley",,1,113461602,shp-6-14,0,0
49010,1T,6,"San Leandro BART",,0,112329001,shp-1T-51,0,0
12278020,45,3,"Eastmont Transit Center",,0,113315902,shp-45-53,0,0
221020,6,3,"Downtown Berkeley",,1,113461502,shp-6-14,0,0
5632070,1T,14,"Uptown Oakland",,1,112320707,shp-1T-05,0,0
3562070,O,14,"Fruitvale BART",,1,112319907,shp-O-03,0,0
13328020,51B,3,"Rockridge BART",,0,113455202,shp-51B-17,0,0
759010,33,6,"Montclair",,1,112919101,shp-33-14,0,0
8121020,97,3,"Union City BART",,0,113367602,shp-97-57,0,0
2039020,376,27,"El Cerrito Del Norte BART",,0,113447502,shp-376-54,0,0
4770070,88,14,"Lake Merritt BART",,0,112702007,shp-88-08,0,0
6207010,52,6,"U.C. Campus",,0,112713501,shp-52-61,0,0
9849070,217,14,"Milpitas BART",,0,113076107,shp-217-10,0,0
6332020,86,3,"Hayward BART",,1,113365102,shp-86-01,0,0
9356020,72R,3,"Contra Costa College",,1,113444202,shp-72R-12,0,0
13448010,18,6,"University Village, Albany",,1,112926201,shp-18-18,0,0
4773020,98,3,"Coliseum BART",,0,113243002,shp-98-52,0,0
10372010,51B,6,"Berkeley Marina",,1,112708201,shp-51B-15,0,0
4834010,212,6,"Fremont BART",,1,113067901,shp-212-07,0,0
7491010,O,6,"San Francisco",,0,112326801,shp-O-53,0,0
13282010,6,6,"Downtown Oakland",,0,112921301,shp-6-59,0,0
9071070,35,14,"Bay Fair BART",,0,113075007,shp-35-59,0,0
832010,52,6,"University Village, Albany",,1,112711701,shp-52-14,0,0
3139020,40,3,"Downtown Oakland",,1,113315502,shp-40-16,0,0
3270070,36,14,"U.C. Campus",,1,112702507,shp-36-08,0,0
6805010,98,6,"Coliseum BART",,0,112325201,shp-98-52,0,0
2517020,14,3,"Fruitvale BART",,1,113316202,shp-14-15,0,0
9557070,74,14,"Hilltop Mall",,1,112401307,shp-74-10,0,0
7552020,86,3,"South Hayward BART",,0,113365502,shp-86-51,0,0
864020,99,3,"Fremont BART",,0,113366602,shp-99-09,0,0
12528020,40,3,"Downtown Oakland",,1,113315302,shp-40-16,0,0
641070,72M,14,"Jack London Square",,0,112399107,shp-72M-60,0,0
9968020,F,3,"San Francisco",,0,113454602,shp-F-22,0,0
7920070,72R,14,"Contra Costa College",,1,112400307,shp-72R-12,0,0
443010,88,6,"Lake Merritt BART",,0,112709501,shp-88-08,0,0
5883020,6,3,"Downtown Berkeley",,1,113461702,shp-6-14,0,0
11001010,76,6,"Richmond Parkway Transit Center",,0,112396801,shp-76-09,0,0
11743020,210,3,"Union Landing Transit Center",,1,113366002,shp-210-08,0,0
11313020,88,3,"Downtown Berkeley",,1,113454202,shp-88-07,0,0
1430020,72R,3,"Jack London Square",,0,113450802,shp-72R-57,0,0
392070,801,14,"Fremont BART",,0,113072607,shp-801-62,0,0
6222020,10,3,"San Leandro BART",,1,113366402,shp-10-09,0,0
3595020,21,3,"OAKLAND AIRPORT, VIA PARK STREET",,0,113314502,shp-21-56,0,0
3568070,73,14,"Eastmont Transit Center",,1,112315907,shp-73-01,0,0
2292020,51B,3,"Berkeley Amtrak",,1,113455202,shp-51B-14,0,0
6298010,12,6,"Northwest Berkeley",,1,112712901,shp-12-14,0,0
8947020,90,3,"Coliseum BART",,0,113243102,shp-90-54,0,0
13009010,6,6,"Downtown Berkeley",,1,112921201,shp-6-14,0,0
2175020,57,3,"Foothill Square",,1,113465402,shp-57-11,0,0
10952070,60,14,"South Hayward BART",,0,113078707,shp-60-56,0,0
8153020,10,3,"Hayward BART",,0,113366402,shp-10-10,0,0
10589020,33,3,"Montclair",,1,113463502,shp-33-14,0,0
2864010,99,6,"Fremont BART",,0,113067401,shp-99-09,0,0
1907070,14,14,"West Oakland BART",,0,112318307,shp-14-59,0,0
11521070,95,14,"Fairview District",,1,113074607,shp-95-07,0,0
5526020,239,3,"Kato Rd. & Milmont Dr.",,0,113369002,shp-239-57,0,0
13198020,1T,3,"Uptown Oakland",,1,113325202,shp-1T-05,0,0
3443070,840,14,"Uptown Oakland",,1,112317507,shp-840-10,0,0
3387070,6,14,"Downtown Oakland",,0,112922707,shp-6-59,0,0
8315010,86,6,"Mack Street",,0,113063901,shp-86-52,0,0
4970010,18,6,"University Village, Albany",,1,112926601,shp-18-18,0,0
9865130,U,10,"Fremont BART",,1,113371713,shp-U-06,0,0
10466020,96,3,"Dimond District",,1,113454802,shp-96-09,0,0
10115020,1T,3,"San Leandro BART",,0,113323602,shp-1T-51,0,0
8245020,12,3,"Oakland Amtrak at Jack London Square",,0,113460802,shp-12-56,0,0
3148070,210,14,"Union Landing Transit Center",,1,113080607,shp-210-08,0,0
13598020,28,3,"Hayward BART",,0,113367302,shp-28-58,0,0
8627020,14,3,"Fruitvale BART",,1,113316202,shp-14-15,0,0
2787010,57,6,"Public Market Emeryville",,0,112920001,shp-57-63,0,0
1676020,51B,3,"Berkeley Marina",,1,113453702,shp-51B-15,0,0
2213010,73,6,"OAKLAND AIRPORT",,0,112326101,shp-73-51,0,0
549020,62,3,"Fruitvale BART",,1,113321602,shp-62-08,0,0
9043020,98,3,"Eastmont Transit Center",,1,113243002,shp-98-02,0,0
1229020,251,3,"Fremont BART",,1,113376002,shp-251-10,0,0
532020,97,3,"Bay Fair BART",,1,113368802,shp-97-10,0,0
11700020,51A,3,"Rockridge BART",,1,113314902,shp-51A-17,0,0
3906020,1T,3,"Uptown Oakland",,1,113321502,shp-1T-05,0,0
7174020,51B,3,"Rockridge BART",,0,113453802,shp-51B-17,0,0
6561010,217,6,"Fremont BART",,1,113071901,shp-217-09,0,0
6747100,O,25,"Fruitvale BART",,1,113327210,shp-O-03,0,0
6478020,29,3,"Mandana Blvd. & Lakeshore Ave.",,1,113455502,shp-29-34,0,0
4393070,51A,14,"Rockridge BART",,1,112322607,shp-51A-17,0,0
14107070,98,14,"Coliseum BART",,0,112319507,shp-98-52,0,0
4070020,72,3,"Hilltop Mall",,1,113446402,shp-72-28,0,0
3019070,376,14,"El Cerrito Del Norte BART",,0,112401807,shp-376-54,0,0
41010,212,6,"Pacific Commons",,0,113066201,shp-212-57,0,0
1671020,40,3,"Bay Fair BART",,0,113319502,shp-40-62,0,0
2371010,212,6,"Fremont BART",,1,113065901,shp-212-07,0,0
4925020,98,3,"Eastmont Transit Center",,1,113243102,shp-98-02,0,0
2027020,51B,3,"Rockridge BART",,0,113453702,shp-51B-16,0,0
4580020,73,3,"OAKLAND AIRPORT",,0,113317302,shp-73-51,0,0
1375070,51A,14,"Rockridge BART",,1,112322807,shp-51A-17,0,0
6694070,14,14,"Fruitvale BART",,1,112318007,shp-14-15,0,0
1735010,217,6,"Fremont BART",,1,113070201,shp-217-09,0,0
3438010,73,6,"OAKLAND AIRPORT",,0,112326101,shp-73-51,0,0
3160020,67,3,"Downtown Berkeley",,0,113459302,shp-67-57,0,0
7936020,10,3,"San Leandro BART",,1,113367502,shp-10-09,0,0
11722020,51B,3,"Berkeley Amtrak",,1,113455202,shp-51B-14,0,0
13027010,72R,6,"Jack London Square",,0,112396301,shp-72R-57,0,0
9875020,696,11,"Redwood Rd. & Mountain Blvd.",,1,113328002,shp-696-01,0,0
6071070,97,14,"Bay Fair BART",,1,113073907,shp-97-10,0,0
13457020,216,3,"Silliman Center",,0,113371802,shp-216-62,0,0
7764070,802,14,"Berkeley Amtrak",,1,112699607,shp-802-04,0,0
4748010,54,6,"Merritt College",,1,112325801,shp-54-02,0,0
710070,6,14,"Downtown Oakland",,0,112922407,shp-6-59,0,0
4404010,232,6,"NewPark Mall",,1,113067901,shp-232-10,0,0
4555010,1T,6,"San Leandro BART",,0,112328101,shp-1T-51,0,0
5860010,28,6,"Hayward BART",,0,113065101,shp-28-58,0,0
14001070,70,14,"Richmond BART",,0,112400707,shp-70-05,0,0
4094020,L,3,"San Francisco",,0,113447202,shp-L-07,0,0
13207070,97,14,"Union City BART",,0,113079407,shp-97-57,0,0
1887020,6,3,"Downtown Oakland",,0,113461302,shp-6-59,0,0
5862020,19,3,"Downtown Oakland",,0,113456602,shp-19-64,0,0
2102070,NL,14,"Eastmont Transit Center",,1,112316807,shp-NL-10,0,0
11594010,217,6,"Milpitas BART",,0,113067601,shp-217-10,0,0
13718010,21,6,"Dimond District",,1,112719101,shp-21-20,0,0
8916020,35,3,"Bay Fair BART",,0,113369302,shp-35-61,0,0
6052020,33,3,"Montclair",,1,113463502,shp-33-14,0,0
6593070,33,14,"Piedmont",,0,112923807,shp-33-68,0,0
13960020,20,3,"Dimond District",,1,113324402,shp-20-16,0,0
6650070,40,14,"Downtown Oakland",,1,112319307,shp-40-17,0,0
1047070,805,14,"Oakland Airport",,1,112317507,shp-805-17,0,0
6904010,210,6,"Ohlone College",,0,113071201,shp-210-07,0,0
3337020,99,3,"Hayward BART",,1,113366602,shp-99-10,0,0
8969010,33,6,"Montclair",,1,112919501,shp-33-14,0,0
3386020,88,3,"Downtown Berkeley",,1,113456902,shp-88-07,0,0
7701010,51B,6,"Rockridge BART",,0,112706601,shp-51B-16,0,0
2876010,NL,6,"Eastmont Transit Center",,1,112324701,shp-NL-10,0,0
8655070,71,14,"El Cerrito Plaza BART",,0,112400607,shp-71-51,0,0
1235020,51B,3,"Berkeley Amtrak",,1,113454402,shp-51B-14,0,0
11991020,14,3,"West Oakland BART",,0,113315002,shp-14-59,0,0
10038020,51B,3,"Rockridge BART",,0,113453602,shp-51B-17,0,0
8941070,14,14,"West Oakland BART",,0,112318507,shp-14-59,0,0
6190020,86,3,"Hayward BART",,1,113365302,shp-86-01,0,0
2146070,33,14,"Montclair",,1,112923907,shp-33-14,0,0
6048070,33,14,"Montclair",,1,112923907,shp-33-14,0,0
5646070,1T,14,"San Leandro BART",,0,112321607,shp-1T-51,0,0
8974070,88,14,"Downtown Berkeley",,1,112702007,shp-88-07,0,0
2316020,29,3,"Christie Ave. & 64th St.",,0,113456402,shp-29-61,0,0
12954020,40,3,"Downtown Oakland",,1,113317702,shp-40-16,0,0
4796010,40,6,"Downtown Oakland",,1,112332001,shp-40-16,0,0
7000010,1T,6,"Uptown Oakland",,1,112329001,shp-1T-05,0,0
3765020,60,3,"South Hayward BART",,0,113374902,shp-60-56,0,0
1501010,O,6,"Fruitvale BART",,1,112327001,shp-O-03,0,0
3346070,51A,14,"Fruitvale BART",,0,112322807,shp-51A-55,0,0
3442010,O,6,"San Francisco",,0,112327001,shp-O-53,0,0
10685070,10,14,"San Leandro BART",,1,113073707,shp-10-09,0,0
3983070,20,14,"Dimond District",,1,112323907,shp-20-18,0,0
1351010,88,6,"Lake Merritt BART",,0,112708901,shp-88-08,0,0
12931070,95,14,"Fairview District",,1,113074607,shp-95-07,0,0
1554020,10,3,"Hayward BART",,0,113366802,shp-10-10,0,0
10615020,52,3,"U.C. Campus",,0,113464102,shp-52-60,0,0
6260070,18,14,"University Village, Albany",,1,112925707,shp-18-18,0,0
2826020,52,3,"University Village, Albany",,1,113463802,shp-52-13,0,0
10591010,76,6,"Richmond Parkway Transit Center",,0,112396801,shp-76-09,0,0
11189020,677,11,"Skyline Blvd. & Tunnel Rd.",,0,113326502,shp-677-02,0,0
965010,60,6,"South Hayward BART",,0,113069401,shp-60-56,0,0
11784020,88,3,"Lake Merritt BART",,0,113454502,shp-88-08,0,0
1672010,51B,6,"Rockridge BART",,0,112706601,shp-51B-17,0,0
5905070,1T,14,"Uptown Oakland",,1,112321707,shp-1T-05,0,0
547010,86,6,"Hayward BART",,1,113063801,shp-86-01,0,0
2985020,40,3,"Bay Fair BART",,0,113315302,shp-40-62,0,0
11458010,72M,6,"Jack London Square",,0,112395501,shp-72M-60,0,0
11652020,76,27,"Richmond Parkway Transit Center",,0,113447502,shp-76-09,0,0
13764020,35,3,"Bay Fair BART",,0,113369302,shp-35-61,0,0
5441020,98,3,"Coliseum BART",,0,113242302,shp-98-52,0,0
1019010,O,6,"San Francisco",,0,112327001,shp-O-53,0,0
10239020,F,3,"San Francisco",,0,113454602,shp-F-22,0,0
12350010,1T,6,"Uptown Oakland",,1,112327901,shp-1T-05,0,0
2359020,29,3,"Christie Ave. & 64th St.",,0,113455502,shp-29-63,0,0
6848010,802,6,"Uptown Oakland",,0,112707201,shp-802-09,0,0
753020,72R,3,"Contra Costa College",,1,113444402,shp-72R-12,0,0
11389020,F,3,"U.C. Campus",,1,113457802,shp-F-21,0,0
12606020,99,3,"Fremont BART",,0,113367102,shp-99-09,0,0
2742070,6,14,"Downtown Berkeley",,1,112922907,shp-6-14,0,0
10109010,36,6,"U.C. Campus",,1,112710101,shp-36-08,0,0
8173020,36,3,"West Oakland BART",,0,113456502,shp-36-09,0,0
6769070,60,14,"Cal State East Bay",,1,113078607,shp-60-06,0,0
7712020,97,3,"Union City BART",,0,113370802,shp-97-57,0,0
10483020,74,3,"Harbour Way South & Ford Point",,0,113449702,shp-74-56,0,0
13940070,1T,14,"San Leandro BART",,0,112321007,shp-1T-51,0,0
9662020,6,3,"Downtown Oakland",,0,113461302,shp-6-59,0,0
3504070,NL,14,"Eastmont Transit Center",,1,112316907,shp-NL-10,0,0
3055070,73,14,"Eastmont Transit Center",,1,112316407,shp-73-01,0,0
8379070,57,14,"Public Market Emeryville",,0,112922207,shp-57-63,0,0
11674020,56,3,"Hayward BART",,1,113371202,shp-56-03,0,0
3716020,98,3,"Coliseum BART",,0,113242702,shp-98-52,0,0
4984010,6,6,"Downtown Oakland",,0,112921201,shp-6-59,0,0
14123070,71,14,"El Cerrito Plaza BART",,0,112400407,shp-71-51,0,0
1298020,251,3,"Ohlone Newark Campus / Silliman Ctr",,0,113375902,shp-251-59,0,0
9921020,29,3,"Mandana Blvd. & Lakeshore Ave.",,1,113455102,shp-29-34,0,0
5113010,O,6,"Fruitvale BART",,1,112326901,shp-O-03,0,0
2024070,F,14,"U.C. Campus",,1,112705207,shp-F-20,0,0
6651010,36,6,"U.C. Campus",,1,112710101,shp-36-08,0,0
8636010,73,6,"Eastmont Transit Center",,1,112326101,shp-73-01,0,0
2405100,54,24,"Merritt College",,1,113312910,shp-54-03,0,0
11491070,52,14,"U.C. Campus",,0,112704107,shp-52-60,0,0
3417100,P,24,"Piedmont",,1,113458410,shp-P-05,0,0
6935070,72R,14,"Jack London Square",,0,112401207,shp-72R-57,0,0
6392020,52,3,"University Village, Albany",,1,113464002,shp-52-13,0,0
8523020,51B,3,"Berkeley Amtrak",,1,113453802,shp-51B-14,0,0
7718020,40,3,"Downtown Oakland",,1,113315302,shp-40-17,0,0
7355020,73,20,"Eastmont Transit Center",,1,113312002,shp-73-01,0,0
9037070,18,14,"Lake Merritt BART",,0,112925707,shp-18-62,0,0
13823010,54,6,"Fruitvale BART",,0,112325801,shp-54-52,0,0
10122070,33,14,"Piedmont",,0,112924107,shp-33-68,0,0
3326070,10,14,"San Leandro BART",,1,113077207,shp-10-09,0,0
3214020,73,3,"Eastmont Transit Center",,1,113317102,shp-73-01,0,0
6423070,217,14,"Milpitas BART",,0,113080407,shp-217-10,0,0
2651010,36,6,"U.C. Campus",,1,112713001,shp-36-08,0,0
8228020,96,3,"Dimond District",,1,113455402,shp-96-09,0,0
12662020,95,3,"Fairview District",,1,113368702,shp-95-07,0,0
8694010,1T,6,"San Leandro BART",,0,112328001,shp-1T-51,0,0
9749020,98,3,"Eastmont Transit Center",,1,113243102,shp-98-02,0,0
959070,19,14,"Fruitvale BART",,1,112705607,shp-19-16,0,0
9061010,217,6,"Fremont BART",,1,113067301,shp-217-09,0,0
369010,86,6,"South Hayward BART",,0,113063901,shp-86-51,0,0
4600070,76,14,"El Cerrito Del Norte BART",,1,112402207,shp-76-06,0,0
12678020,376,3,"Fitzgerald Drive, Pinole",,1,113447202,shp-376-09,0,0
1957020,21,3,"Oakland Airport",,0,113313102,shp-21-22,0,0
6038070,74,14,"Richmond BART",,0,112401307,shp-74-58,0,0
14034070,73,14,"OAKLAND AIRPORT",,0,112318607,shp-73-51,0,0
984070,45,14,"Foothill Square",,1,112316107,shp-45-04,0,0
260020,56,3,"Union Landing Transit Center",,0,113371002,shp-56-53,0,0
3982070,212,14,"Pacific Commons",,0,113081607,shp-212-57,0,0
10638070,216,14,"Silliman Center",,0,113076407,shp-216-62,0,0
10700010,88,6,"Lake Merritt BART",,0,112709501,shp-88-08,0,0
11357020,40,3,"Eastmont Transit Center",,0,113317702,shp-40-61,0,0
535020,99,3,"Hayward BART",,1,113366602,shp-99-10,0,0
3604070,14,14,"West Oakland BART",,0,112318207,shp-14-59,0,0
9445020,215,3,"Kato Rd. & Benicia St.",,0,113376402,shp-215-67,0,0
13822010,45,6,"Foothill Square",,1,112324301,shp-45-04,0,0
4701020,57,3,"Foothill Square",,1,113465102,shp-57-11,0,0
10840020,52,3,"U.C. Campus",,0,113463702,shp-52-60,0,0
11936020,90,3,"COLISEUM BART  VIA 90TH AVE  85TH AVE",,1,113243002,shp-90-02,0,0
9977020,29,3,"Christie Ave. & 64th St.",,0,113455502,shp-29-63,0,0
1580070,6,14,"Downtown Berkeley",,1,112922407,shp-6-14,0,0
3638070,72,14,"Hilltop Mall",,1,112399307,shp-72-28,0,0
4299010,88,6,"Lake Merritt BART",,0,112709601,shp-88-08,0,0
2775020,18,3,"University Village, Albany",,1,113460002,shp-18-18,0,0
8257020,10,3,"San Leandro BART",,1,113367502,shp-10-09,0,0
1146010,6,6,"Downtown Oakland",,0,112921201,shp-6-59,0,0
3381020,NL,3,"San Francisco",,0,113318402,shp-NL-57,0,0
7876070,74,14,"Harbour Way South & Ford Point",,0,112400907,shp-74-56,0,0
12179070,200,14,"Union City BART",,1,113079707,shp-200-15,0,0
12348020,676,1,"Contra Costa College",,0,113447702,shp-676-54,0,0
5092020,72M,3,"Jack London Square",,0,113449102,shp-72M-60,0,0
555070,40,14,"Bay Fair BART",,0,112319007,shp-40-62,0,0
7048020,76,27,"Richmond Parkway Transit Center",,0,113447502,shp-76-09,0,0
6703020,19,3,"Fruitvale BART",,1,113454902,shp-19-16,0,0
2998020,70,3,"Richmond Parkway Transit Center",,1,113445802,shp-70-01,0,0
6431020,72M,3,"Point Richmond",,1,113446002,shp-72M-39,0,0
13630020,51B,3,"Rockridge BART",,0,113454102,shp-51B-17,0,0
4003020,52,3,"University Village, Albany",,1,113463802,shp-52-14,0,0
2142020,40,3,"Eastmont Transit Center",,0,113313402,shp-40-61,0,0
10484020,74,3,"Castro Ranch Road",,1,113449502,shp-74-01,0,0
13579020,90,3,"Coliseum BART",,0,113242602,shp-90-54,0,0
5572010,56,6,"Hayward BART",,1,113066801,shp-56-03,0,0
13514070,802,14,"Berkeley Amtrak",,1,112699607,shp-802-04,0,0
3985070,62,14,"WEST OAKLAND BART",,0,112318107,shp-62-54,0,0
686020,96,3,"Dimond District",,1,113454802,shp-96-09,0,0
1913020,99,3,"Hayward BART",,1,113366302,shp-99-10,0,0
5513070,57,14,"Public Market Emeryville",,0,112921607,shp-57-63,0,0
723010,56,6,"Union Landing Transit Center",,0,113067001,shp-56-53,0,0
7999010,18,6,"Lake Merritt BART",,0,112926001,shp-18-62,0,0
1548010,216,6,"Silliman Center",,0,113071801,shp-216-62,0,0
2831020,56,3,"Hayward BART",,1,113371202,shp-56-03,0,0
9233070,72R,14,"Contra Costa College",,1,112402507,shp-72R-12,0,0
1665070,10,14,"Hayward BART",,0,113073707,shp-10-10,0,0
4459070,12,14,"Oakland Amtrak at Jack London Square",,0,112703007,shp-12-56,0,0
3971010,6,6,"Downtown Oakland",,0,112921401,shp-6-59,0,0
13185010,10,6,"Hayward BART",,0,113065601,shp-10-10,0,0
6759010,72,6,"Jack London Square",,0,112395401,shp-72-77,0,0
8280020,14,3,"West Oakland BART",,0,113313202,shp-14-59,0,0
2782020,39,3,"Fruitvale BART",,0,113318702,shp-39-53,0,0
11780010,72R,6,"Jack London Square",,0,112397601,shp-72R-57,0,0
1284070,51B,14,"Berkeley Marina",,1,112701807,shp-51B-15,0,0
2378020,1T,3,"San Leandro BART",,0,113318302,shp-1T-51,0,0
7911070,212,14,"Fremont BART",,1,113081007,shp-212-07,0,0
4954020,35,3,"Bay Fair BART",,0,113371502,shp-35-61,0,0
11227020,51A,3,"Fruitvale BART",,0,113313302,shp-51A-55,0,0
956070,57,14,"Public Market Emeryville",,0,112921907,shp-57-63,0,0
845070,1T,14,"San Leandro BART",,0,112320707,shp-1T-51,0,0
8690020,86,3,"South Hayward BART",,0,113365302,shp-86-51,0,0
9668010,217,6,"Milpitas BART",,0,113072301,shp-217-10,0,0
1141020,90,3,"Coliseum BART",,0,113243102,shp-90-54,0,0
2381020,45,3,"Eastmont Transit Center",,0,113318202,shp-45-53,0,0
7775020,NL,3,"San Francisco",,0,113314202,shp-NL-57,0,0
818070,801,14,"Fremont BART",,0,113072707,shp-801-62,0,0
10226070,54,14,"Merritt College",,1,112316607,shp-54-02,0,0
10582070,F,14,"San Francisco",,0,112702107,shp-F-23,0,0
12010010,19,6,"Fruitvale BART",,1,112710501,shp-19-16,0,0
1068010,99,6,"Fremont BART",,0,113064801,shp-99-09,0,0
7201020,NL,3,"San Francisco",,0,113319502,shp-NL-57,0,0
1790010,74,6,"Hilltop Mall",,1,112396201,shp-74-10,0,0
12687010,21,6,"Dimond District",,1,112719001,shp-21-20,0,0
6869070,98,14,"Eastmont Transit Center",,1,112317007,shp-98-02,0,0
7385070,98,14,"Coliseum BART",,0,112317007,shp-98-52,0,0
2883020,12,7,"Northwest Berkeley",,1,113461102,shp-12-14,0,0
6645070,76,14,"Richmond Parkway Transit Center",,0,112401807,shp-76-09,0,0
13487010,33,6,"Piedmont",,0,112919501,shp-33-68,0,0
6142020,1T,3,"San Leandro BART",,0,113134102,shp-1T-51,0,0
10812020,73,3,"Eastmont Transit Center",,1,113317302,shp-73-01,0,0
10349010,21,6,"Oakland Airport",,0,112719201,shp-21-22,0,0
4207020,74,3,"Castro Ranch Road",,1,113449602,shp-74-01,0,0
751070,805,14,"Uptown Oakland",,0,112317707,shp-805-60,0,0
9317040,P,19,"Piedmont",,1,113458504,shp-P-05,0,0
6567070,72,14,"Hilltop Mall",,1,112399307,shp-72-28,0,0
13698020,51B,3,"Rockridge BART",,0,113454402,shp-51B-16,0,0
5850020,76,3,"El Cerrito Del Norte BART",,1,113451202,shp-76-06,0,0
685010,57,6,"Foothill Square",,1,112920401,shp-57-10,0,0
2094070,1T,14,"San Leandro BART",,0,112320307,shp-1T-51,0,0
530020,21,3,"Dimond District",,1,113324402,shp-21-20,0,0
