trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1999020,14,3,"West Oakland BART",,0,113315002,shp-14-59,0,0
989020,88,3,"Downtown Berkeley",,1,113456902,shp-88-07,0,0
7042020,54,3,"Fruitvale BART",,0,113319802,shp-54-53,0,0
730010,1T,6,"Uptown Oakland",,1,112328901,shp-1T-05,0,0
11012070,35,14,"Bay Fair BART",,0,113076507,shp-35-59,0,0
473070,76,14,"Richmond Parkway Transit Center",,0,112401607,shp-76-09,0,0
12001010,51A,6,"Rockridge BART",,1,112326001,shp-51A-17,0,0
10424010,35,6,"Bay Fair BART",,0,113066901,shp-35-59,0,0
6465010,14,6,"West Oakland BART",,0,112329801,shp-14-59,0,0
5691020,40,3,"Downtown Oakland",,1,113315502,shp-40-16,0,0
7637070,800,14,"Richmond BART",,1,112698407,shp-800-83,0,0
5358070,52,14,"University Village, Albany",,1,112705007,shp-52-13,0,0
10320020,46L,3,"Grass Valley",,1,113318802,shp-46L-02,0,0
5601070,72R,14,"Jack London Square",,0,112400307,shp-72R-57,0,0
2769010,51A,6,"Rockridge BART",,1,112325401,shp-51A-17,0,0
6251070,1T,14,"San Leandro BART",,0,112321207,shp-1T-51,0,0
4522010,40,6,"Bay Fair BART",,0,112331201,shp-40-62,0,0
11932020,88,3,"Lake Merritt BART",,0,113455302,shp-88-08,0,0
10411010,1T,6,"Uptown Oakland",,1,112328401,shp-1T-05,0,0
12489070,86,14,"South Hayward BART",,0,113073207,shp-86-51,0,0
8182100,40,5,"Bay Fair BART",,0,113326310,shp-40-62,0,0
4696070,6,14,"Downtown Berkeley",,1,112922707,shp-6-14,0,0
4712010,54,6,"Merritt College",,1,112325701,shp-54-02,0,0
2997010,74,6,"Hilltop Mall",,1,112396201,shp-74-10,0,0
6250010,86,6,"Hayward BART",,1,113063701,shp-86-01,0,0
1098020,51A,3,"Fruitvale BART",,0,113312502,shp-51A-55,0,0
11522070,805,14,"Oakland Airport",,1,112317707,shp-805-17,0,0
12829010,1T,6,"San Leandro BART",,0,112327901,shp-1T-51,0,0
9728070,51A,14,"Rockridge BART",,1,112322907,shp-51A-17,0,0
4888070,28,14,"San Leandro BART",,1,113074007,shp-28-09,0,0
4329020,232,3,"Fremont BART",,0,113376402,shp-232-58,0,0
4224010,71,6,"El Cerrito Plaza BART",,0,112396401,shp-71-51,0,0
9590020,60,3,"South Hayward BART",,0,113375102,shp-60-56,0,0
5017070,800,14-1,"San Francisco",,0,112698507,shp-800-73,0,0
13148020,33,3,"Piedmont",,0,113463402,shp-33-68,0,0
6289010,51A,6,"Rockridge BART",,1,112326001,shp-51A-17,0,0
7884070,40,14,"Downtown Oakland",,1,112319307,shp-40-17,0,0
8603010,200,6,"Fremont BART",,0,113069601,shp-200-60,0,0
13697100,51A,24,"Rockridge BART",,1,113322610,shp-51A-17,0,0
8592010,60,6,"South Hayward BART",,0,113069301,shp-60-56,0,0
9368020,33,3,"Montclair",,1,113463102,shp-33-14,0,0
10663010,45,6,"Foothill Square",,1,112324501,shp-45-04,0,0
12624020,800,3,"San Francisco",,0,113453202,shp-800-81,0,0
12855020,35,3,"Foothill Square",,1,113373702,shp-35-11,0,0
10950020,NL,3,"San Francisco",,0,113315202,shp-NL-57,0,0
4211020,90,3,"Coliseum BART",,0,113242202,shp-90-54,0,0
10977010,72R,6,"Contra Costa College",,1,112396301,shp-72R-12,0,0
2427070,O,14,"Fruitvale BART",,1,112319707,shp-O-03,0,0
13562070,6,14,"Downtown Berkeley",,1,112922507,shp-6-14,0,0
4222020,65,3,"Lawrence Hall of Science",,1,113457602,shp-65-10,0,0
5854070,40,14,"Bay Fair BART",,0,112319207,shp-40-62,0,0
4968010,45,6,"Foothill Square",,1,112324501,shp-45-04,0,0
3823020,72,3,"Jack London Square",,0,113449102,shp-72-77,0,0
12790010,51A,6,"Fruitvale BART",,0,112327301,shp-51A-55,0,0
10303010,86,6,"South Hayward BART",,0,113063901,shp-86-51,0,0
6307070,70,14,"Richmond Parkway Transit Center",,1,112400607,shp-70-01,0,0
8414020,251,3,"Ohlone Newark Campus / Silliman Ctr",,0,113375902,shp-251-59,0,0
6987020,40,3,"Downtown Oakland",,1,113325302,shp-40-17,0,0
5838010,96,6,"Dimond District",,1,112919701,shp-96-09,0,0
4027020,217,3,"Milpitas BART",,0,113365202,shp-217-10,0,0
4135020,52,3,"University Village, Albany",,1,113463802,shp-52-14,0,0
4518070,F,14,"San Francisco",,0,112699407,shp-F-23,0,0
9292020,93,3,"Castro Valley BART",,0,113374702,shp-93-56,0,0
7140070,90,14,"COLISEUM BART  VIA 90TH AVE  85TH AVE",,1,112317207,shp-90-02,0,0
12378070,6,14,"Downtown Berkeley",,1,112922707,shp-6-14,0,0
6285020,200,3,"Fremont BART",,0,113374302,shp-200-60,0,0
12027020,1T,3,"San Leandro BART",,0,113316102,shp-1T-51,0,0
6029020,6,3,"Downtown Berkeley",,1,113462002,shp-6-14,0,0
1228070,12,14,"Oakland Amtrak at Jack London Square",,0,112698807,shp-12-56,0,0
9762010,90,6,"Coliseum BART",,0,112325201,shp-90-54,0,0
3335010,200,6,"Union City BART",,1,113070401,shp-200-15,0,0
10751020,45,3,"Eastmont Transit Center",,0,113316502,shp-45-53,0,0
2834100,73,24,"OAKLAND AIRPORT",,0,113312310,shp-73-51,0,0
1938020,41,3,"Union Landing Transit Center",,0,113369102,shp-41-54,0,0
9040010,6,6,"Downtown Berkeley",,1,112921001,shp-6-14,0,0
9336010,45,6,"Eastmont Transit Center",,0,112324301,shp-45-53,0,0
649020,21,3,"Oakland Airport",,0,113323902,shp-21-22,0,0
6955020,40,3,"Eastmont Transit Center",,0,113315602,shp-40-61,0,0
7810010,210,6,"Ohlone College",,0,113071201,shp-210-07,0,0
7817020,7,3,"El Cerrito Del Norte BART",,1,113459202,shp-7-09,0,0
6160070,51A,14,"Fruitvale BART",,0,112322307,shp-51A-55,0,0
4351010,72M,6,"Point Richmond",,1,112395101,shp-72M-39,0,0
2092070,33,14,"Piedmont",,0,112924107,shp-33-68,0,0
10060070,6,14,"Downtown Oakland",,0,112922707,shp-6-59,0,0
10953070,90,14,"Coliseum BART",,0,112319507,shp-90-54,0,0
6170020,72,3,"Contra Costa College",,1,113446802,shp-72-27,0,0
1480020,239,3,"Fremont BART",,1,113365602,shp-239-08,0,0
273020,216,3,"Union City BART",,1,113371402,shp-216-16,0,0
2634020,10,3,"San Leandro BART",,1,113365702,shp-10-09,0,0
7062020,73,3,"OAKLAND AIRPORT",,0,113323202,shp-73-51,0,0
7372070,97,14,"Bay Fair BART",,1,113073607,shp-97-10,0,0
12421070,62,14,"WEST OAKLAND BART",,0,112318507,shp-62-54,0,0
3414020,210,3,"Union Landing Transit Center",,1,113372302,shp-210-08,0,0
12840010,57,6,"Foothill Square",,1,112920501,shp-57-10,0,0
10404010,73,6,"OAKLAND AIRPORT",,0,112324201,shp-73-51,0,0
1518010,99,6,"Fremont BART",,0,113064001,shp-99-09,0,0
10717070,217,14,"Milpitas BART",,0,113077307,shp-217-10,0,0
13969020,54,3,"Merritt College",,1,113315802,shp-54-03,0,0
4837020,52,3,"U.C. Campus",,0,113463902,shp-52-61,0,0
3114010,200,6,"Fremont BART",,0,113064901,shp-200-60,0,0
3570010,216,6,"Silliman Center",,0,113071801,shp-216-62,0,0
9050020,72,3,"Hilltop Mall",,1,113446002,shp-72-28,0,0
1628100,54,24,"Fruitvale BART",,0,113312910,shp-54-53,0,0
13948010,14,6,"Fruitvale BART",,1,112329901,shp-14-15,0,0
5245020,1T,3,"San Leandro BART",,0,113319702,shp-1T-51,0,0
11331020,62,3,"Fruitvale BART",,1,113316002,shp-62-08,0,0
9820070,96,14,"Dimond District",,1,112924507,shp-96-09,0,0
8087020,6,3,"Downtown Berkeley",,1,113462002,shp-6-14,0,0
12631070,21,14,"Oakland Airport",,0,112323807,shp-21-22,0,0
5489020,200,3,"Fremont BART",,0,113373902,shp-200-60,0,0
9144010,1T,6,"Uptown Oakland",,1,112328201,shp-1T-05,0,0
3920070,72,14,"Hilltop Mall",,1,112401707,shp-72-28,0,0
13947020,34,3,"Foothill Square",,1,113371502,shp-34-07,0,0
1328010,74,6,"Harbour Way South & Ford Point",,0,112398001,shp-74-56,0,0
2791010,73,6,"OAKLAND AIRPORT",,0,112326101,shp-73-51,0,0
537010,52,6,"U.C. Campus",,0,112712601,shp-52-61,0,0
207010,57,6,"Public Market Emeryville",,0,112920301,shp-57-63,0,0
1896020,99,3,"Fremont BART",,0,113367102,shp-99-09,0,0
10916020,62,3,"Auto Generated-52",,0,113320302,shp-62-52,0,0
5255010,71,6,"El Cerrito Plaza BART",,0,112396401,shp-71-51,0,0
10735020,10,3,"San Leandro BART",,1,113365702,shp-10-09,0,0
1186070,34,14,"Foothill Square",,1,113073407,shp-34-07,0,0
12658070,93,14,"Castro Valley BART",,0,113073807,shp-93-56,0,0
344040,672,12,"La Puerta Dr. & San Pablo Ave.",,0,113442404,shp-672-51,0,0
573070,NL,14,"Eastmont Transit Center",,1,112316807,shp-NL-10,0,0
5452020,18,7,"Lake Merritt BART",,0,113457402,shp-18-62,0,0
12784010,70,6,"Richmond Parkway Transit Center",,1,112396601,shp-70-01,0,0
3573020,7,3,"Downtown Berkeley",,0,113459202,shp-7-56,0,0
7757070,10,14,"San Leandro BART",,1,113073707,shp-10-09,0,0
9096070,18,14,"University Village, Albany",,1,112925507,shp-18-18,0,0
2422070,73,14,"OAKLAND AIRPORT",,0,112315907,shp-73-51,0,0
623070,72M,14,"Point Richmond",,1,112398907,shp-72M-39,0,0
3242020,67,3,"Spruce St. & Grizzly Peak Blvd.",,1,113459302,shp-67-06,0,0
7818020,7,3,"El Cerrito Del Norte BART",,1,113459202,shp-7-09,0,0
2920070,6,14,"Downtown Berkeley",,1,112922707,shp-6-14,0,0
8442010,51A,6,"Fruitvale BART",,0,112325601,shp-51A-55,0,0
9721070,200,14,"Fremont BART",,0,113079507,shp-200-60,0,0
9684020,14,3,"West Oakland BART",,0,113313202,shp-14-59,0,0
7194010,95,6,"Hayward BART",,0,113065201,shp-95-53,0,0
7815010,96,6,"Alameda Point",,0,112919701,shp-96-58,0,0
7393070,90,14,"Coliseum BART",,0,112317307,shp-90-54,0,0
3314010,51A,6,"Rockridge BART",,1,112325901,shp-51A-17,0,0
8741070,70,14,"Richmond Parkway Transit Center",,1,112402707,shp-70-01,0,0
5178020,200,3,"Union City BART",,1,113373802,shp-200-15,0,0
11469070,71,14,"Richmond Parkway Transit Center",,1,112400407,shp-71-03,0,0
1314070,96,14,"Dimond District",,1,112924507,shp-96-09,0,0
12847070,70,14,"Richmond Parkway Transit Center",,1,112400607,shp-70-01,0,0
4046020,217,3,"Milpitas BART",,0,113365202,shp-217-10,0,0
1755010,12,6,"Oakland Amtrak at Jack London Square",,0,112711301,shp-12-56,0,0
12918070,72,14,"Jack London Square",,0,112400207,shp-72-76,0,0
6752070,56,14,"Union Landing Transit Center",,0,113076607,shp-56-53,0,0
520070,86,14,"Hayward BART",,1,113073007,shp-86-01,0,0
7954020,216,3,"Silliman Center",,0,113371802,shp-216-62,0,0
8726020,18,3,"University Village, Albany",,1,113460002,shp-18-18,0,0
3891020,6,3,"Downtown Oakland",,0,113462002,shp-6-59,0,0
11204070,217,14,"Milpitas BART",,0,113081507,shp-217-10,0,0
9773010,51B,6,"Berkeley Amtrak",,1,112713301,shp-51B-14,0,0
11673020,71,3,"El Cerrito Plaza BART",,0,113444902,shp-71-51,0,0
6672020,210,3,"Ohlone College",,0,113366002,shp-210-07,0,0
12004020,56,3,"Union Landing Transit Center",,0,113371202,shp-56-53,0,0
906020,51B,3,"Berkeley Marina",,1,113453402,shp-51B-15,0,0
8680010,73,6,"OAKLAND AIRPORT",,0,112324001,shp-73-51,0,0
7205020,210,3,"Ohlone College",,0,113366002,shp-210-07,0,0
10129010,NL,6,"San Francisco",,0,112324801,shp-NL-57,0,0
9393020,51A,3,"Fruitvale BART",,0,113319002,shp-51A-55,0,0
8063070,62,14,"WEST OAKLAND BART",,0,112318407,shp-62-54,0,0
11070010,86,6,"Hayward BART",,1,113063901,shp-86-02,0,0
4151070,88,14,"Downtown Berkeley",,1,112702007,shp-88-07,0,0
12393010,210,6,"Ohlone College",,0,113066301,shp-210-07,0,0
9585020,40,3,"Downtown Oakland",,1,113313402,shp-40-17,0,0
13787020,45,3,"Eastmont Transit Center",,0,113316702,shp-45-53,0,0
5823010,62,6,"WEST OAKLAND BART",,0,112329901,shp-62-54,0,0
6329010,88,6,"Lake Merritt BART",,0,112708901,shp-88-08,0,0
12367010,801,6,"Downtown Oakland",,1,113063601,shp-801-01,0,0
3048010,36,6,"U.C. Campus",,1,112711901,shp-36-08,0,0
1476020,29,3,"Christie Ave. & 64th St.",,0,113456402,shp-29-63,0,0
1308020,60,3,"South Hayward BART",,0,113375102,shp-60-56,0,0
8988010,98,6,"Eastmont Transit Center",,1,112325001,shp-98-02,0,0
1165070,74,14,"Harbour Way South & Ford Point",,0,112402107,shp-74-56,0,0
12802020,239,3,"Kato Rd. & Milmont Dr.",,0,113372702,shp-239-57,0,0
6291070,200,14,"Fremont BART",,0,113078907,shp-200-60,0,0
12702020,12,3,"Oakland Amtrak at Jack London Square",,0,113460702,shp-12-56,0,0
7528070,72,14,"Jack London Square",,0,112399207,shp-72-77,0,0
1021020,10,3,"Hayward BART",,0,113366402,shp-10-10,0,0
7890010,1T,6,"Uptown Oakland",,1,112328101,shp-1T-05,0,0
5151020,97,3,"Union City BART",,0,113366902,shp-97-57,0,0
13264020,95,3,"Hayward BART",,0,113368702,shp-95-53,0,0
2794010,34,6,"Foothill Square",,1,113067101,shp-34-07,0,0
5979010,57,6,"Foothill Square",,1,112920001,shp-57-10,0,0
13230010,51B,6,"Rockridge BART",,0,112708701,shp-51B-17,0,0
7569020,88,3,"Lake Merritt BART",,0,113456902,shp-88-08,0,0
12230070,36,14,"West Oakland BART",,0,112705407,shp-36-09,0,0
8002020,1T,3,"Uptown Oakland",,1,113319702,shp-1T-05,0,0
312020,33,3,"Montclair",,1,113463202,shp-33-14,0,0
10062010,O,6,"Fruitvale BART",,1,112326801,shp-O-03,0,0
10546020,20,3,"Dimond District",,1,113317902,shp-20-18,0,0
388020,6,3,"Downtown Oakland",,0,113461402,shp-6-59,0,0
3115020,210,3,"Union Landing Transit Center",,1,113368302,shp-210-08,0,0
7070020,216,3,"Silliman Center",,0,113371402,shp-216-62,0,0
1039020,801,3,"Fremont BART",,0,113364902,shp-801-62,0,0
13711010,97,6,"Union City BART",,0,113066401,shp-97-57,0,0
4165070,45,14,"Eastmont Transit Center",,0,112316007,shp-45-53,0,0
8327020,51A,3,"Rockridge BART",,1,113320402,shp-51A-17,0,0
12371010,217,6,"Milpitas BART",,0,113072001,shp-217-10,0,0
4038020,1T,3,"Uptown Oakland",,1,113325102,shp-1T-05,0,0
7807020,52,3,"University Village, Albany",,1,113463902,shp-52-13,0,0
1400010,98,6,"Eastmont Transit Center",,1,112326601,shp-98-02,0,0
206070,1T,14,"San Leandro BART",,0,112320407,shp-1T-51,0,0
1716010,6,6,"Downtown Oakland",,0,112921001,shp-6-59,0,0
2713010,60,6,"South Hayward BART",,0,113069401,shp-60-56,0,0
13330070,51A,14,"Rockridge BART",,1,112323007,shp-51A-17,0,0
1618070,51B,14,"Berkeley Amtrak",,1,112700607,shp-51B-14,0,0
11442070,212,14,"Fremont BART",,1,113081707,shp-212-07,0,0
13494070,96,14,"Alameda Point",,0,112924507,shp-96-58,0,0
3788020,54,3,"Fruitvale BART",,0,113315802,shp-54-53,0,0
12865020,660,11,"40th St. & Broadway",,0,113326602,shp-660-51,0,0
162020,40,3,"Bay Fair BART",,0,113315602,shp-40-62,0,0
6739020,623,22,"Horner Jr. High School",,1,113370102,shp-623-03,0,0
11417020,1T,3,"Uptown Oakland",,1,113321502,shp-1T-05,0,0
3068020,57,3,"Foothill Square",,1,113465202,shp-57-11,0,0
10379010,57,6,"Public Market Emeryville",,0,112920601,shp-57-63,0,0
6858070,73,14,"Eastmont Transit Center",,1,112318607,shp-73-01,0,0
2071070,801,14,"Downtown Oakland",,1,113072607,shp-801-01,0,0
43070,73,14,"Eastmont Transit Center",,1,112316407,shp-73-01,0,0
4401010,99,6,"Fremont BART",,0,113066501,shp-99-09,0,0
7329020,21,3,"Oakland Airport",,0,113312702,shp-21-22,0,0
11295070,18,14,"Lake Merritt BART",,0,112925807,shp-18-62,0,0
8294010,60,6,"South Hayward BART",,0,113069401,shp-60-56,0,0
9625070,376,14,"Fitzgerald Drive, Pinole",,1,112401007,shp-376-09,0,0
10272020,7,3,"Downtown Berkeley",,0,113459202,shp-7-56,0,0
11487070,40,14,"Eastmont Transit Center",,0,112319407,shp-40-60,0,0
606020,1T,3,"San Leandro BART",,0,113317002,shp-1T-51,0,0
8722020,51A,3,"Rockridge BART",,1,113313302,shp-51A-17,0,0
13322020,93,3,"Castro Valley BART",,0,113374702,shp-93-56,0,0
13828100,39,5,"Skyline High School",,1,113322710,shp-39-05,0,0
12679020,45,3,"Foothill Square",,1,113314402,shp-45-04,0,0
5305010,60,6,"South Hayward BART",,0,113069501,shp-60-56,0,0
8959020,41,3,"Union Landing Transit Center",,0,113368902,shp-41-54,0,0
8945070,72R,14,"Jack London Square",,0,112401407,shp-72R-57,0,0
10004020,86,3,"Hayward BART",,1,113365502,shp-86-01,0,0
7771070,74,14,"Harbour Way South & Ford Point",,0,112400707,shp-74-51,0,0
2878070,10,14,"Hayward BART",,0,113074407,shp-10-10,0,0
313070,56,14,"Hayward BART",,1,113076307,shp-56-03,0,0
11709020,36,3,"West Oakland BART",,0,113455902,shp-36-09,0,0
14067020,33,3,"Piedmont",,0,113463202,shp-33-68,0,0
10978020,29,3,"Mandana Blvd. & Lakeshore Ave.",,1,113456402,shp-29-33,0,0
5629010,40,6,"Downtown Oakland",,1,112331301,shp-40-16,0,0
5757020,34,3,"Foothill Square",,1,113367402,shp-34-07,0,0
8934010,33,6,"Piedmont",,0,112919201,shp-33-68,0,0
8324070,1T,14,"San Leandro BART",,0,112321507,shp-1T-51,0,0
700010,40,6,"Downtown Oakland",,1,112331201,shp-40-16,0,0
13869020,45,3,"Eastmont Transit Center",,0,113313802,shp-45-53,0,0
10628020,45,3,"Foothill Square",,1,113320002,shp-45-04,0,0
6840010,20,6,"Downtown Oakland",,0,112718601,shp-20-62,0,0
7216010,6,6,"Downtown Berkeley",,1,112921301,shp-6-14,0,0
2918100,51B,25,"Berkeley Marina",,1,113457310,shp-51B-15,0,0
2850020,76,3,"Richmond Parkway Transit Center",,0,113451002,shp-76-09,0,0
5536020,34,3,"Foothill Square",,1,113369302,shp-34-07,0,0
13615020,52,3,"U.C. Campus",,0,113464002,shp-52-61,0,0
9731010,376,6,"Fitzgerald Drive, Pinole",,1,112398301,shp-376-09,0,0
13373020,51A,3,"Rockridge BART",,1,113313602,shp-51A-17,0,0
6491070,36,14,"West Oakland BART",,0,112702507,shp-36-09,0,0
9275020,40,3,"Eastmont Transit Center",,0,113313402,shp-40-61,0,0
8553070,210,14,"Ohlone College",,0,113079007,shp-210-07,0,0
9013010,217,6,"Milpitas BART",,0,113072201,shp-217-10,0,0
1288020,74,3,"Castro Ranch Road",,1,113449702,shp-74-01,0,0
5380010,12,6,"Northwest Berkeley",,1,112710601,shp-12-14,0,0
165020,72,3,"Jack London Square",,0,113443202,shp-72-76,0,0
4356010,1T,6,"San Leandro BART",,0,112328401,shp-1T-51,0,0
6893070,36,14,"U.C. Campus",,1,112703307,shp-36-08,0,0
3297070,57,14,"Public Market Emeryville",,0,112922007,shp-57-63,0,0
7077070,36,14,"U.C. Campus",,1,112704307,shp-36-08,0,0
13675010,18,6,"Lake Merritt BART",,0,112926401,shp-18-62,0,0
12976010,97,6,"Bay Fair BART",,1,113065401,shp-97-10,0,0
1116020,51B,3,"Berkeley Amtrak",,1,113454102,shp-51B-14,0,0
3830020,54,3,"Merritt College",,1,113317502,shp-54-03,0,0
9540020,57,3,"Public Market Emeryville",,0,113464802,shp-57-62,0,0
13899020,45,3,"Foothill Square",,1,113316702,shp-45-04,0,0
2837020,1T,3,"Uptown Oakland",,1,113320602,shp-1T-05,0,0
4235020,212,3,"Pacific Commons",,0,113375802,shp-212-57,0,0
5335020,86,3,"Hayward BART",,1,113365102,shp-86-01,0,0
7736070,19,14,"Downtown Oakland",,0,112705607,shp-19-64,0,0
3493010,212,6,"Pacific Commons",,0,113070101,shp-212-57,0,0
5857070,12,14,"Oakland Amtrak at Jack London Square",,0,112704907,shp-12-56,0,0
7879010,1T,6,"San Leandro BART",,0,112328401,shp-1T-51,0,0
10781010,99,6,"Hayward BART",,1,113066501,shp-99-10,0,0
6141020,90,3,"Coliseum BART",,0,113242202,shp-90-54,0,0
3173020,67,3,"Downtown Berkeley",,0,113460502,shp-67-57,0,0
2031020,36,3,"West Oakland BART",,0,113455002,shp-36-09,0,0
1073070,73,14,"OAKLAND AIRPORT",,0,112316407,shp-73-51,0,0
5334010,51A,6,"Fruitvale BART",,0,112327301,shp-51A-55,0,0
10338070,72M,14,"Point Richmond",,1,112400107,shp-72M-39,0,0
4098070,96,14,"Dimond District",,1,112924407,shp-96-09,0,0
11947040,677,19,"Skyline Blvd. & Tunnel Rd.",,0,113136404,shp-677-02,0,0
4728070,96,14,"Dimond District",,1,112924507,shp-96-09,0,0
1464020,210,3,"Ohlone College",,0,113366002,shp-210-07,0,0
1194010,21,6,"Oakland Airport",,0,112719101,shp-21-22,0,0
7734070,35,14,"Foothill Square",,1,113073407,shp-35-11,0,0
403020,60,3,"Cal State East Bay",,1,113375102,shp-60-06,0,0
14028070,99,14,"Hayward BART",,1,113072507,shp-99-10,0,0
3132010,1T,6,"Uptown Oakland",,1,112328701,shp-1T-05,0,0
10537070,6,14,"Downtown Berkeley",,1,112922707,shp-6-14,0,0
13648070,21,14,"Dimond District",,1,112323707,shp-21-20,0,0
10709010,1T,6,"San Leandro BART",,0,112328901,shp-1T-51,0,0
823070,36,14,"U.C. Campus",,1,112703307,shp-36-08,0,0
11356070,51B,14,"Berkeley Marina",,1,112701107,shp-51B-15,0,0
4876040,98,19,"Coliseum BART",,0,113242804,shp-98-52,0,0
588070,51A,14,"Rockridge BART",,1,112322407,shp-51A-17,0,0
11400020,14,3,"West Oakland BART",,0,113313702,shp-14-59,0,0
10912010,18,6,"Lake Merritt BART",,0,112926301,shp-18-62,0,0
10067070,99,14,"Hayward BART",,1,113077807,shp-99-10,0,0
8356070,251,14,"Fremont BART",,1,113081107,shp-251-11,0,0
1928070,36,14,"West Oakland BART",,0,112702507,shp-36-09,0,0
7056070,200,14,"Fremont BART",,0,113074307,shp-200-60,0,0
5600070,62,14,"WEST OAKLAND BART",,0,112318507,shp-62-54,0,0
7021070,72,14,"Hilltop Mall",,1,112402307,shp-72-28,0,0
8135070,801,14,"Fremont BART",,0,113072507,shp-801-62,0,0
3726010,99,6,"Fremont BART",,0,113066501,shp-99-09,0,0
874010,18,6,"Lake Merritt BART",,0,112926601,shp-18-62,0,0
10522070,96,14,"Dimond District",,1,112924307,shp-96-09,0,0
10071070,21,14,"Dimond District",,1,112323607,shp-21-20,0,0
208020,46L,3,"Coliseum BART",,0,113318802,shp-46L-51,0,0
3466070,86,14,"South Hayward BART",,0,113073007,shp-86-51,0,0
7350020,802,3,"Berkeley Amtrak",,1,113452902,shp-802-04,0,0
2716010,O,6,"San Francisco",,0,112326701,shp-O-53,0,0
7514070,36,14,"U.C. Campus",,1,112702507,shp-36-08,0,0
5290070,51A,14,"Fruitvale BART",,0,112323007,shp-51A-55,0,0
5046020,86,3,"Hayward BART",,1,113365102,shp-86-01,0,0
12576020,98,3,"Coliseum BART",,0,113243102,shp-98-52,0,0
12283020,40,3,"Bay Fair BART",,0,113319302,shp-40-62,0,0
12151010,20,6,"Dimond District",,1,112718601,shp-20-18,0,0
11080020,200,3,"Fremont BART",,0,113374202,shp-200-60,0,0
11494070,56,14,"Hayward BART",,1,113076607,shp-56-03,0,0
9225010,18,6,"Lake Merritt BART",,0,112926301,shp-18-62,0,0
4028010,52,6,"University Village, Albany",,1,112711701,shp-52-13,0,0
6269010,71,6,"Richmond Parkway Transit Center",,1,112395701,shp-71-03,0,0
5195070,51A,14,"Rockridge BART",,1,112322607,shp-51A-17,0,0
729010,98,6,"Coliseum BART",,0,112325301,shp-98-52,0,0
3186010,73,6,"OAKLAND AIRPORT",,0,112324101,shp-73-51,0,0
11306070,72,14,"Jack London Square",,0,112399007,shp-72-77,0,0
4278010,73,6,"Eastmont Transit Center",,1,112326101,shp-73-01,0,0
2588040,658,19,"MacArthur Blvd. & Broadway",,1,113451904,shp-658-04,0,0
2133070,62,14,"WEST OAKLAND BART",,0,112318007,shp-62-54,0,0
12067020,6,3,"Downtown Oakland",,0,113461702,shp-6-59,0,0
13834010,54,6,"Fruitvale BART",,0,112325801,shp-54-52,0,0
2899070,F,14,"San Francisco",,0,112702107,shp-F-23,0,0
13051020,57,3,"Public Market Emeryville",,0,113464902,shp-57-62,0,0
4281010,72R,6,"Contra Costa College",,1,112395001,shp-72R-12,0,0
3020070,73,14,"Eastmont Transit Center",,1,112316407,shp-73-01,0,0
12435020,F,3,"U.C. Campus",,1,113458002,shp-F-21,0,0
2848010,251,6,"Ohlone Newark Campus / Silliman Ctr.",,0,113071501,shp-251-60,0,0
10375020,35,3,"Bay Fair BART",,0,113369202,shp-35-61,0,0
6963020,1T,3,"San Leandro BART",,0,113320602,shp-1T-51,0,0
1559020,654,11,"Fruitvale BART",,0,113324802,shp-654-54,0,0
9506020,72R,3,"Contra Costa College",,1,113444702,shp-72R-12,0,0
10747010,O,6,"Fruitvale BART",,1,112326701,shp-O-03,0,0
4181020,6,3,"Downtown Berkeley",,1,113461702,shp-6-14,0,0
2242070,376,14,"Fitzgerald Drive, Pinole",,1,112402207,shp-376-09,0,0
3367020,20,3,"Downtown Oakland",,0,113314502,shp-20-62,0,0
9082020,18,3,"Lake Merritt BART",,0,113460202,shp-18-62,0,0
1305020,72M,3,"Point Richmond",,1,113443702,shp-72M-39,0,0
318070,40,14,"Downtown Oakland",,1,112318907,shp-40-16,0,0
9161010,51A,6,"Fruitvale BART",,0,112325401,shp-51A-55,0,0
372010,10,6,"San Leandro BART",,1,113065601,shp-10-09,0,0
4378020,35,3,"Foothill Square",,1,113373702,shp-35-11,0,0
6265010,72,6,"Hilltop Mall",,1,112397801,shp-72-28,0,0
1795070,51B,14,"Rockridge BART",,0,112701707,shp-51B-17,0,0
10317070,18,14,"Lake Merritt BART",,0,112925407,shp-18-62,0,0
979070,210,14,"Union Landing Transit Center",,1,113079307,shp-210-08,0,0
9087010,1T,6,"San Leandro BART",,0,112328901,shp-1T-51,0,0
223010,1T,6,"Uptown Oakland",,1,112328001,shp-1T-05,0,0
9657070,NL,14,"Eastmont Transit Center",,1,112316707,shp-NL-10,0,0
6004020,98,3,"Eastmont Transit Center",,1,113242102,shp-98-02,0,0
14061010,60,6,"Cal State East Bay",,1,113069401,shp-60-06,0,0
8317020,46L,3,"Coliseum BART",,0,113318802,shp-46L-51,0,0
3783020,20,3,"Downtown Oakland",,0,113312702,shp-20-62,0,0
8868020,200,3,"Union City BART",,1,113373802,shp-200-15,0,0
11358020,41,3,"Hayward BART",,1,113368902,shp-41-04,0,0
7343010,99,6,"Hayward BART",,1,113067401,shp-99-10,0,0
12392020,624,21,"Paseo Padre Pkwy. & Mission Blvd.",,1,113372902,shp-624-03,0,0
12851020,72M,3,"Point Richmond",,1,113444602,shp-72M-39,0,0
3332100,840,24,"Eastmont Transit Center",,0,113312410,shp-840-54,0,0
